Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
English,Foundation A,Language,Language for expressing and developing ideas,VC2EFALA03,"Respond to familiar objects, actions or activities being named",,"Responding to the sound or name of a familiar song, for example by smiling or moving their body"
English,Foundation A,Literature,Literature and contexts,VC2EFALE01,Demonstrate shared attention when responding to texts by Aboriginal and Torres Strait Islander authors and illustrators and a range of Australian and world authors and illustrators,,"Participating in the reading of high-quality, age-appropriate literature"
English,Foundation A,Literature,Literature and contexts,VC2EFALE01,Demonstrate shared attention when responding to texts by Aboriginal and Torres Strait Islander authors and illustrators and a range of Australian and world authors and illustrators,,"Shifting gaze between the text, the person reading and/or objects related to the text; for example, looking towards a small animal figurine, then back towards the reader or the book being read"
English,Foundation A,Literature,Literature and contexts,VC2EFALE01,Demonstrate shared attention when responding to texts by Aboriginal and Torres Strait Islander authors and illustrators and a range of Australian and world authors and illustrators,,Orienting and attending to a familiar social partner
English,Foundation A,Literature,Literature and contexts,VC2EFALE01,Demonstrate shared attention when responding to texts by Aboriginal and Torres Strait Islander authors and illustrators and a range of Australian and world authors and illustrators,,"Directing attention to familiar or motivating objects when seen, heard or felt"
English,Foundation A,Literature,Literature and contexts,VC2EFALE01,Demonstrate shared attention when responding to texts by Aboriginal and Torres Strait Islander authors and illustrators and a range of Australian and world authors and illustrators,,"Participating in games that develop shared attention; for example, blowing bubbles, or using switch-activated appliances or cause-and-effect items"
English,Foundation A,Literature,Engaging with and responding to literature,VC2EFALE02,Attend to and explore a range of literary texts,,"Accessing a classroom library and handling a variety of texts that are different shapes, sizes, thickness and textures"
English,Foundation A,Literature,Engaging with and responding to literature,VC2EFALE02,Attend to and explore a range of literary texts,,"Attending to familiar texts; for example, gazing towards the text as it is being read, or touching, holding and manipulating a known text"
English,Foundation A,Literature,Engaging with and responding to literature,VC2EFALE02,Attend to and explore a range of literary texts,,"Looking to locate the source of a familiar sound or action made in relation to a text being read, for example the sound or action of stomping feet when the troll is crossing the bridge"
English,Foundation A,Literacy,Interacting with others,VC2EFALY01,Use their preferred communication modality to gain attention or express comfort and discomfort,,Vocalising or gesturing when unhappy or uncomfortable
English,Foundation A,Literacy,Interacting with others,VC2EFALY01,Use their preferred communication modality to gain attention or express comfort and discomfort,,Laughing or smiling during play or interactions
English,Foundation A,Literacy,Interacting with others,VC2EFALY01,Use their preferred communication modality to gain attention or express comfort and discomfort,,Stopping vocalisations when they hear a familiar adult’s voice
English,Foundation A,Literacy,Interacting with others,VC2EFALY01,Use their preferred communication modality to gain attention or express comfort and discomfort,,"Using gestures, switches or movement to gain attention"
English,Foundation A,Literacy,Phonic and word knowledge,VC2EFALY02,"Respond to environmental sounds and familiar spoken, written or signed words",,"Responding to speech and non-speech sounds in the immediate environment, for example the sound of rain simulated by a rainmaker instrument, or animal or transportation sounds"
English,Foundation A,Literacy,Phonic and word knowledge,VC2EFALY02,"Respond to environmental sounds and familiar spoken, written or signed words",,"Responding to signed words, spoken words and non-speech sounds associated with familiar or favourite books"
English,Foundation A,Literacy,Phonic and word knowledge,VC2EFALY02,"Respond to environmental sounds and familiar spoken, written or signed words",,Demonstrating interest in songs and chants that repeat words and sounds
English,Foundation A,Literacy,Phonic and word knowledge,VC2EFALY02,"Respond to environmental sounds and familiar spoken, written or signed words",,"Demonstrating awareness of or interest in familiar chants, rhymes and songs, for example by vocalising or gesturing"
English,Foundation A,Literacy,Phonic and word knowledge,VC2EFALY02,"Respond to environmental sounds and familiar spoken, written or signed words",,Participating in activities using music to build awareness and recognition of familiar sounds and words
English,Foundation A,Literacy,Creating texts,VC2EFALY03,Participate in the shared creation of texts,,"Looking towards and showing a preference for an object to be included in a text; for example, reaching for an object or looking at a symbol when asked to choose"
English,Foundation A,Literacy,Creating texts,VC2EFALY04,Use tools to make marks,,"Using a preferred communication modality, such as eye-gaze technology, to make marks on a blank surface"
English,Foundation A,Literacy,Creating texts,VC2EFALY04,Use tools to make marks,,"Producing marks on a surface, for example on a whiteboard or with their finger in paint or foam"
