Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 1 and 2,VC2AVA2D01,VCAVAV022,"Experiment with different materials, techniques and processes to make artworks in a range of art forms",Refined,"Broadened the content description, focused on ‘exploration’ to align with the Developing Practices strand definition"
Levels 1 and 2,VC2AVA2C01,VCAVAV022,"Experiment with different materials, techniques and processes to make artworks in a range of art forms",Refined,The content descriptions from the Visual Arts Practices strand and Present and Perform strand in VC1 have been combined to reflect the concepts in the Creating strand in VC2
Levels 1 and 2,VC2AVA2C01,VCAVAP023,Create and display artworks to express ideas to an audience,Refined,The content descriptions from the Visual Arts Practices strand and Present and Perform strand in VC1 have been combined to reflect the concepts in the Creating strand in VC2
Levels 1 and 2,VC2AVA2P01,VCAVAP023,Create and display artworks to express ideas to an audience,Refined,Change in strand to focus on the presentation of artworks. ‘Creating’ now has its own strand to focus on key concepts linked to the strand definition
Levels 3 and 4,VC2AVA4E01,VCAVAE025,Explore ideas and artworks from different cultures and times as inspiration to create visual artworks,Refined,Two content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the change in the structure of the strands in VC2
Levels 3 and 4,VC2AVA4E01,VCAVAR028,"Identify and discuss how ideas are expressed in artworks from a range of places, times and cultures, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,Two content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the change in the structure of the strands in VC2
Levels 3 and 4,VC2AVA4E02,VCAVAR028,"Identify and discuss how ideas are expressed in artworks from a range of places, times and cultures, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,"The content description has been moved from the Respond and Interpret strand in VC1 to the Exploring strand in VC2, aligning with the change in structure of the curriculum. Exploring and Responding are combined in Visual Arts learning. Provides a focus on visual artworks and practices by Aboriginal and Torres Strait Islander Peoples. Artworks are no longer viewed as static artefacts. Embraces contemporary works and practices of Aboriginal and Torres Strait Islander Peoples"
Levels 3 and 4,VC2AVA4D01,VCAVAV026,"Explore visual conventions and use materials, techniques, technologies and processes specific to particular art forms, and to make artworks",Refined,Change in terminology to focus on Developing Practices in VC2. Students explore and experiment with key concepts of visual arts practice to create artworks
Levels 3 and 4,VC2AVA4C01,VCAVAV026,"Explore visual conventions and use materials, techniques, technologies and processes specific to particular art forms, and to make artworks",Refined,A new content description has been written to align with the change in structure of the strand. Students learn about the concepts of Visual Arts to communicate ideas and create meaning
Levels 3 and 4,VC2AVA4C01,VCAVAP027,Explore different ways of displaying artworks to enhance their meaning for an audience,Refined,A new content description has been written to align with the change in structure of the strand. Students learn about the concepts of Visual Arts to communicate ideas and create meaning
Levels 3 and 4,VC2AVA4P01,VCAVAP027,Explore different ways of displaying artworks to enhance their meaning for an audience,Refined,Change in terminology with a focus on the display or presentation of artworks
Levels 5 and 6,VC2AVA6E01,VCAVAE029,Explore visual arts practices as inspiration to create artworks that express different ideas and beliefs,Refined,Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in the VC1 have been combined. Change to a focus on visual arts practices to align with the change in the definition of the Exploring strand in VC2. References to practices of Aboriginal and Torres Strait Islander Peoples added for inclusivity
Levels 5 and 6,VC2AVA6E01,VCAVAR032,"Identify and describe how ideas are expressed in artworks by comparing artworks from different contemporary, historical and cultural contexts, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in the VC1 have been combined. Change to a focus on visual arts practices to align with the change in the definition of the Exploring strand in VC2. References to practices of Aboriginal and Torres Strait Islander Peoples added for inclusivity
Levels 5 and 6,VC2AVA6E02,VCAVAE029,Explore visual arts practices as inspiration to create artworks that express different ideas and beliefs,Refined,References to the content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand have been combined with a focus on practices and artworks by Aboriginal and Torres Strait Islander Peoples
Levels 5 and 6,VC2AVA6E02,VCAVAR032,"Identify and describe how ideas are expressed in artworks by comparing artworks from different contemporary, historical and cultural contexts, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,References to the content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand have been combined with a focus on practices and artworks by Aboriginal and Torres Strait Islander Peoples
Levels 5 and 6,VC2AVA6D01,VCAVAV030,"Select and apply visual conventions, materials, techniques, technologies and processes specific to different art forms when making artworks",Refined,Change to focus on the development of skills in visual arts practice
Levels 5 and 6,VC2AVA6C01,VCAVAV030,"Select and apply visual conventions, materials, techniques, technologies and processes specific to different art forms when making artworks",Refined,"Change to focus on the planning and making of artworks, with an understanding of how to convey meaning"
Levels 5 and 6,VC2AVA6P01,VCAVAP031,Create and display artwork considering how ideas can be expressed to an audience,Refined,"The presentation of practice, including documentation, is now included in the content description"
Levels 7 and 8,VC2AVA8E01,VCAVAR038,Analyse how ideas and viewpoints are expressed in artworks and how they are viewed by audiences,Refined,Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the Exploring strand in VC2. References to artworks by Aboriginal and Torres Strait Islander Peoples has been shifted into a single content description
Levels 7 and 8,VC2AVA8E01,VCAVAR039,"Identify and connect specific features of visual artworks from different cultures, historical and contemporary times, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the Exploring strand in VC2. References to artworks by Aboriginal and Torres Strait Islander Peoples has been shifted into a single content description
Levels 7 and 8,VC2AVA8E02,VCAVAR038,Analyse how ideas and viewpoints are expressed in artworks and how they are viewed by audiences,Refined,"Content description moved from Respond and Interpret strand in VC1 to the Exploring strand in VC2 to align with the change in strand definitions. Provides a focus on artworks by Aboriginal and Torres Strait Islander Peoples, including Indigenous Cultural and Intellectual Property rights"
Levels 7 and 8,VC2AVA8E02,VCAVAR039,"Identify and connect specific features of visual artworks from different cultures, historical and contemporary times, including artworks by Aboriginal and Torres Strait Islander peoples",Refined,"Content description moved from Respond and Interpret strand in VC1 to the Exploring strand in VC2 to align with the change in strand definitions. Provides a focus on artworks by Aboriginal and Torres Strait Islander Peoples, including Indigenous Cultural and Intellectual Property rights"
Levels 7 and 8,VC2AVA8D01,VCAVAV036,Develop skills in planning and designing art works and documenting artistic practice,Refined,Changed to focus on the development and refinement of skills in visual arts practice
Levels 7 and 8,VC2AVA8D02,VCAVAV035,"Experiment with materials, techniques, technologies and processes in a range of art forms to express ideas, concepts and themes in artworks",Refined,Changed content description to broaden the understanding of visual arts practice. Some content has been moved to the Creating strand
Levels 7 and 8,VC2AVA8C01,VCAVAV035,"Experiment with materials, techniques, technologies and processes in a range of art forms to express ideas, concepts and themes in artworks",Refined,Change in terminology to align with the definition of the strand. Content descriptions have been split and reworded
Levels 7 and 8,VC2AVA8C02,VCAVAP037,"Create and display artworks, describing how ideas are expressed to an audience",Refined,Present and Perform strand has been split between Creating and Presenting strands. Terminology in the content description refers to creating artworks using visual arts practice and an understanding of communicating ideas and meaning
Levels 7 and 8,VC2AVA8P01,VCAVAP037,"Create and display artworks, describing how ideas are expressed to an audience",Refined,"The content description has been broadened to include an understanding of how the presentation of artworks are curated to communicate ideas, perspectives and meaning. Aligns with VCE Visual Arts knowledge and skills"
Levels 9 and 10,VC2AVA10E01,VCAVAE041,"Explore how artists manipulate materials, techniques, technologies and processes to develop and express their intentions in art works",Refined,"Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the structure of the Exploring strand in VC2. The content description provides a link to the key knowledge and skills of VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10E01,VCAVAE040,"Explore the visual arts practices and styles as inspiration to develop a personal style, explore, express ideas, concepts and themes in art works",Refined,"Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the structure of the Exploring strand in VC2. The content description provides a link to the key knowledge and skills of VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10E01,VCAVAR046,"Analyse, interpret and evaluate a range of visual artworks from different cultures, historical and contemporary contexts, including artworks by Aboriginal and Torres Strait Islander Peoples to explore differing viewpoints",Refined,"Content descriptions from the Explore and Express Ideas strand and Respond and Interpret strand in VC1 have been combined to align with the structure of the Exploring strand in VC2. The content description provides a link to the key knowledge and skills of VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10E02,VCAVAR046,"Analyse, interpret and evaluate a range of visual artworks from different cultures, historical and contemporary contexts, including artworks by Aboriginal and Torres Strait Islander Peoples to explore differing viewpoints",Refined,"Content description has moved from the Respond and Interpret strand in VC1 to the Exploring strand in VC2 to align with the structure of visual arts practice and to align with the structure of practice in VCE Visual Arts. Relationship with content, key knowledge and key skills in VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10D01,VCAVAV042,"Select and manipulate materials, techniques, and technologies and processes in a range of art forms to express ideas, concepts and themes",Refined,"Broadened content description to align with the structure and definition of visual arts practice. Links to VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10D02,VCAVAV043,"Conceptualise, plan and design art works that express ideas, concepts and artistic intentions",Refined,"Content description has been reworded to align with the structure and definition of visual arts practice. Links to VCE Visual Arts, Media and Visual Communication Design"
Levels 9 and 10,VC2AVA10C01,VCAVAP044,"Create, present, analyse and evaluate displays of artwork considering how ideas can be conveyed to an audience",Refined,"The components of the content descriptions from the Present and Perform, Explore and Express Ideas, and Respond and Interpret strands in VC1 have been integrated into content descriptions in the Developing Practices, Creating and Exploring strands to align with the revised structure in VC2. Links to VCE Visual Arts, Media and Visual Communication Design study designs"
Levels 9 and 10,VC2AVA10C01,VCAVAR045,"Analyse and interpret artworks to explore the different forms of expression, intentions and viewpoints of artists and how they are viewed by audiences",Refined,"The components of the content descriptions from the Present and Perform, Explore and Express Ideas, and Respond and Interpret strands in VC1 have been integrated into content descriptions in the Developing Practices, Creating and Exploring strands to align with the revised structure in VC2. Links to VCE Visual Arts, Media and Visual Communication Design study designs"
Levels 9 and 10,VC2AVA10C01,VCAVAR046,"Analyse, interpret and evaluate a range of visual artworks from different cultures, historical and contemporary contexts, including artworks by Aboriginal and Torres Strait Islander Peoples to explore differing viewpoints",Refined,"The components of the content descriptions from the Present and Perform, Explore and Express Ideas, and Respond and Interpret strands in VC1 have been integrated into content descriptions in the Developing Practices, Creating and Exploring strands to align with the revised structure in VC2. Links to VCE Visual Arts, Media and Visual Communication Design study designs"
Levels 9 and 10,VC2AVA10C02,VCAVAV043,"Conceptualise, plan and design art works that express ideas, concepts and artistic intentions",Refined,Components of the content description from the Visual Arts Practices strand in VC1 has been integrated into this content description in the Creating strand in VC2. Provides the opportunity for students to understand how meaning is communicated and interpreted in artworks
Levels 9 and 10,VC2AVA10P01,VCAVAP044,"Create, present, analyse and evaluate displays of artwork considering how ideas can be conveyed to an audience",Refined,Content description has been expanded to consider the curation and exhibition of artworks in different contexts linked to students exhibiting their own artworks
