Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Levels 5 and 6,Health and Physical Education,"They explain how communication skills, protective behaviours and help-seeking strategies can help keep themselves and others safe online and offline.","Personal, Social and Community Health","behaviours,communication,explain,help,how,keep,offline,online,others,protective,safe,seeking,skills,strategies,themselves","VC2HP6P07,VC2HP6P08",High
Levels 5 and 6,Health and Physical Education,"Students analyse health information to refine strategies that can enhance their own and others’ health, safety, relationships and wellbeing.","Personal, Social and Community Health","analyse,enhance,health,information,others,own,refine,relationships,safety,strategies,wellbeing","VC2HP6P09,VC2HP6P10",High
Levels 5 and 6,Health and Physical Education,Students refine and modify movement skills and apply movement concepts across a range of situations.,Movement and Physical Activity,"across,apply,concepts,modify,movement,range,refine,situations,skills","VC2HP6M01,VC2HP6M03",High
Levels 5 and 6,Health and Physical Education,They transfer movement strategies between situations and analyse the impact on movement outcomes.,Movement and Physical Activity,"analyse,between,impact,movement,outcomes,situations,strategies,transfer","VC2HP6M02,VC2HP6M08",High
Levels 5 and 6,Health and Physical Education,They apply the elements of movement when creating movement sequences.,Movement and Physical Activity,"apply,creating,elements,movement,sequences",VC2HP6M04,High
Levels 5 and 6,Health and Physical Education,Students analyse the body’s response to physical activity of varying intensity.,Movement and Physical Activity,"activity,analyse,body,intensity,physical,response,varying",VC2HP6M05,High
Levels 5 and 6,Health and Physical Education,They propose strategies to promote safe physical activity participation that enhance health and wellbeing.,Movement and Physical Activity,"activity,enhance,health,participation,physical,promote,propose,safe,strategies,wellbeing","VC2HP6M06,VC2HP6P07",High
Levels 5 and 6,Health and Physical Education,Students describe contributions they can make as a group and team member to support fair play and inclusion across a range of movement contexts.,Movement and Physical Activity,"across,contexts,contributions,describe,fair,group,inclusion,make,member,movement,play,range,support,team","VC2HP6M09,VC2HP6M10",High
Levels 7 and 8,Health and Physical Education,"By the end of Level 8, students analyse factors that influence identities and responses to change, and describe strategies to support themselves and others in responding to these influences.","Personal, Social and Community Health","analyse,change,describe,end,factors,identities,influence,influences,level,others,responding,responses,strategies,support,themselves","VC2HP8P01,VC2HP8P02",High
Levels 7 and 8,Health and Physical Education,"They analyse how stereotypes, respect, empathy and valuing diversity influence relationships.","Personal, Social and Community Health","analyse,diversity,empathy,how,influence,relationships,respect,stereotypes,valuing","VC2HP8P03,VC2HP8P04,VC2HP8P05",Medium
Levels 7 and 8,Health and Physical Education,They analyse factors that influence emotional responses and justify strategies to manage emotions.,"Personal, Social and Community Health","analyse,emotional,emotions,factors,influence,justify,manage,responses,strategies",VC2HP8P06,High
Levels 7 and 8,Health and Physical Education,"Students analyse the effectiveness of assertive communication strategies, protective behaviours and help-seeking strategies applied online and offline (interacting with others).","Personal, Social and Community Health","analyse,applied,assertive,behaviours,communication,effectiveness,help,interacting,offline,online,others,protective,seeking,strategies","VC2HP8P07,VC2HP8P08",High
Levels 7 and 8,Health and Physical Education,"They analyse health information and messages to propose and design strategies that can enhance their own and others’ health, safety, relationships and wellbeing.","Personal, Social and Community Health","analyse,design,enhance,health,information,messages,others,own,propose,relationships,safety,strategies,wellbeing","VC2HP8P09,VC2HP8P10",High
Levels 7 and 8,Health and Physical Education,Students apply and transfer movement skills and movement concepts across a range of situations.,Movement and Physical Activity,"across,apply,concepts,movement,range,situations,skills,transfer","VC2HP8M01,VC2HP8M03",High
Levels 7 and 8,Health and Physical Education,They implement and evaluate the effectiveness of movement strategies on movement outcomes.,Movement and Physical Activity,"effectiveness,evaluate,implement,movement,outcomes,strategies","VC2HP8M02,VC2HP8M08",High
Levels 7 and 8,Health and Physical Education,They adapt and apply the elements of movement to compose and perform movement sequences.,Movement and Physical Activity,"adapt,apply,compose,elements,movement,perform,sequences",VC2HP8M04,High
Levels 7 and 8,Health and Physical Education,Students propose strategies designed to achieve personal fitness and evaluate their impact on health and wellbeing outcomes.,Movement and Physical Activity,"achieve,designed,evaluate,fitness,health,impact,outcomes,personal,propose,strategies,wellbeing",VC2HP8M05,High
Levels 7 and 8,Health and Physical Education,They propose and evaluate strategies designed to promote personal health and wellbeing outcomes.,Movement and Physical Activity,"designed,evaluate,health,outcomes,personal,promote,propose,strategies,wellbeing","VC2HP8M06,VC2HP8M07",High
Levels 7 and 8,Health and Physical Education,"Students apply and refine strategies to support inclusion, fair play and collaboration across a range of movement contexts.",Movement and Physical Activity,"across,apply,collaboration,contexts,fair,inclusion,movement,play,range,refine,strategies,support","VC2HP8M09,VC2HP8M10",High
Levels 9 and 10,Health and Physical Education,"By the end of Level 10, students propose and evaluate personal strategies to manage their identities and responses to change and transitions.","Personal, Social and Community Health","change,end,evaluate,identities,level,manage,personal,propose,responses,strategies,transitions","VC2HP10P01,VC2HP10P02",High
Levels 9 and 10,Health and Physical Education,"They evaluate how attitudes and beliefs about equality, respect, diversity and inclusion influence the nature and quality of relationships.","Personal, Social and Community Health","attitudes,beliefs,diversity,equality,evaluate,how,inclusion,influence,nature,quality,relationships,respect","VC2HP10P039,VC2HP10P04,VC2HP10P05",High
Levels 9 and 10,Health and Physical Education,They evaluate personal strategies to manage emotional responses to different situations and reflect on the impact of their ability to manage these responses on health and wellbeing.,"Personal, Social and Community Health","ability,different,emotional,evaluate,health,impact,manage,personal,reflect,responses,situations,strategies,wellbeing",VC2HP10P06,High
Levels 9 and 10,Health and Physical Education,"Students propose and evaluate strategies to manage online and offline situations where their own or others’ health, safety, relationships or wellbeing may be negatively impacted.","Personal, Social and Community Health","evaluate,health,impacted,manage,may,negatively,offline,online,others,own,propose,relationships,safety,situations,strategies","VC2HP10P07,VC2HP10P08",High
Levels 9 and 10,Health and Physical Education,"They synthesise health information from credible sources to propose and justify strategies that can enhance their own, others’ and the community’s health, safety, relationships and wellbeing.","Personal, Social and Community Health","community,credible,enhance,health,information,justify,others,own,propose,relationships,safety,sources,strategies,synthesise,wellbeing","VC2HP10P09,VC2HP10P10",High
Levels 9 and 10,Health and Physical Education,"Students evaluate and refine their own and others’ movement skills and performances, and apply movement concepts in challenging or unfamiliar situations.",Movement and Physical Activity,"apply,challenging,concepts,evaluate,movement,others,own,performances,refine,situations,skills,unfamiliar","VC2HP10M01,VC2HP10M03",High
Levels 9 and 10,Health and Physical Education,They adapt and transfer movement skills and strategies to unfamiliar situations and evaluate the effectiveness to achieve successful outcomes.,Movement and Physical Activity,"achieve,adapt,effectiveness,evaluate,movement,outcomes,situations,skills,strategies,successful,transfer,unfamiliar","VC2HP10M08,VC2HP10M02",High
Levels 9 and 10,Health and Physical Education,They apply criteria to evaluate and refine their own and others’ movement performances.,Movement and Physical Activity,"apply,criteria,evaluate,movement,others,own,performances,refine",VC2HP10M04,High
Levels 9 and 10,Health and Physical Education,"Students critique the effectiveness of strategies designed to enhance health, fitness and wellbeing.",Movement and Physical Activity,"critique,designed,effectiveness,enhance,fitness,health,strategies,wellbeing",VC2HP10P10,High
Levels 9 and 10,Health and Physical Education,They propose and evaluate community-based physical activity interventions designed to improve the health and wellbeing of themselves and others.,Movement and Physical Activity,"activity,based,community,designed,evaluate,health,improve,interventions,others,physical,propose,themselves,wellbeing","VC2HP10M06,VC2HP10M07",High
Levels 9 and 10,Health and Physical Education,"Students apply and evaluate leadership approaches, collaboration strategies and ethical behaviours across a range of movement contexts.",Movement and Physical Activity,"across,apply,approaches,behaviours,collaboration,contexts,ethical,evaluate,leadership,movement,range,strategies","VC2HP10M09,VC2HP10M10",High
