Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 7 and 8,VC2AMU8E01,VCAMUR038,"Analyse composers’ use of the elements of music and stylistic features when listening to and interpreting music  Identify and connect specific features and purposes of music from contemporary and past times including the music of Aboriginal and Torres Strait Islander peoples, to explore viewpoints and enrich their music making (VCAMUR039)",Refined,Refined to include music of Aboriginal and Torres Strait Islander musicians
Levels 7 and 8,VC2AMU8E01,VCAMUR039,"Analyse composers’ use of the elements of music and stylistic features when listening to and interpreting music (VCAMUR038) Identify and connect specific features and purposes of music from contemporary and past times including the music of Aboriginal and Torres Strait Islander peoples, to explore viewpoints and enrich their music making",Refined,Refined to include music of Aboriginal and Torres Strait Islander musicians
Levels 7 and 8,VC2AMU8E02,VCAMUR039,"Identify and connect specific features and purposes of music from contemporary and past times including the music of Aboriginal and Torres Strait Islander peoples, to explore viewpoints and enrich their music making",Refined,Refined to include specific reference to Indigenous Culture and Intellectual Property rights
Levels 7 and 8,VC2AMU8D01,VCAMUE034,"Develop music ideas through improvisation, composition and performance, combining and manipulating the elements of music",Refined,New alignment of content to suit the new strands
Levels 7 and 8,VC2AMU8D02,VCAMUE033,"Experiment with elements of music, in isolation and in combination, using listening skills, voice, instruments and technologies to find ways to create and manipulate effects",Refined,Realignment of strands and clearer content
Levels 7 and 8,VC2AMU8C01,VCAMUM035,"Create, practise and rehearse music to develop listening, compositional and technical and expressive performance skills",Refined,Introduction of interpretation of styles into Creating strand
Levels 7 and 8,VC2AMU8C02,VCAMUE034,"Develop music ideas through improvisation, composition and performance, combining and manipulating the elements of music  Structure compositions by combining and manipulating the elements of music and using notation (VCAMUM036)",Refined,"Includes notation and documentation of process of composition, which is preparation for continuation to senior secondary"
Levels 7 and 8,VC2AMU8C02,VCAMUM036,"Develop music ideas through improvisation, composition and performance, combining and manipulating the elements of music (VCAMUE034) Structure compositions by combining and manipulating the elements of music and using notation",Refined,"Includes notation and documentation of process of composition, which is preparation for continuation to senior secondary"
Levels 7 and 8,VC2AMU8P01,VCAMUP037,"Rehearse and perform to audiences in different settings and contexts, a range of music they have learnt or composed, using techniques and expression appropriate to style",Refined,Reworded for clarity
Levels 9 and 10,VC2AMU10E01,VCAMUR045,"Evaluate a range of performances and compositions to inform and refine their own music making  Analyse a range of music from contemporary and past times, including the music of Aboriginal and Torres Strait Islander peoples to explore differing viewpoints, enrich their music making, and develop understanding of music practice in local, national and international contexts (VCAMUR046)",Refined,"Refined to include a focus on development of personal voice, which continues to VCE Music studies"
Levels 9 and 10,VC2AMU10E01,VCAMUR046,"Evaluate a range of performances and compositions to inform and refine their own music making (VCAMUR045) Analyse a range of music from contemporary and past times, including the music of Aboriginal and Torres Strait Islander peoples to explore differing viewpoints, enrich their music making, and develop understanding of music practice in local, national and international contexts",Refined,"Refined to include a focus on development of personal voice, which continues to VCE Music studies"
Levels 9 and 10,VC2AMU10E02,VCAMUR046,"Analyse a range of music from contemporary and past times, including the music of Aboriginal and Torres Strait Islander peoples to explore differing viewpoints, enrich their music making, and develop understanding of music practice in local, national and international contexts",Refined,Refined to focus on Australian identity
Levels 9 and 10,VC2AMU10D01,VCAMUM042,"Create, practise and rehearse music to interpret a variety of performance repertoire with increasing technical and expressive skill and awareness of stylistic conventions",Refined,Refined to use new language to align more closely with VCE Music studies
Levels 9 and 10,VC2AMU10D02,VCAMUM043,"Plan, develop, and notate compositions with an understanding of style and convention",Refined,Refined to specifically reflect on both others’ and own compositions. This is appropriate for pathway to VCE
Levels 9 and 10,VC2AMU10C01,VCAMUE041,"Manipulate combinations of the elements of music in a range of styles, using technology and notation to communicate music ideas and intentions",Refined,Refined for clarity to better align interpreting music to the Creating strand
Levels 9 and 10,VC2AMU10C02,VCAMUE041,"Manipulate combinations of the elements of music in a range of styles, using technology and notation to communicate music ideas and intentions  Improvise and arrange music, using aural awareness and technical skills to manipulate the elements of music to explore options for interpretation and developing music ideas (VCAMUE040) Plan, develop, and notate compositions with an understanding of style and convention (VCAMUM043)",Refined,Realignment of strands
Levels 9 and 10,VC2AMU10C02,VCAMUE040,"Manipulate combinations of the elements of music in a range of styles, using technology and notation to communicate music ideas and intentions (VCAMUE041) Improvise and arrange music, using aural awareness and technical skills to manipulate the elements of music to explore options for interpretation and developing music ideas  Plan, develop, and notate compositions with an understanding of style and convention (VCAMUM043)",Refined,Realignment of strands
Levels 9 and 10,VC2AMU10C02,VCAMUM043,"Manipulate combinations of the elements of music in a range of styles, using technology and notation to communicate music ideas and intentions (VCAMUE041) Improvise and arrange music, using aural awareness and technical skills to manipulate the elements of music to explore options for interpretation and developing music ideas (VCAMUE040) Plan, develop, and notate compositions with an understanding of style and convention",Refined,Realignment of strands
Levels 9 and 10,VC2AMU10P01,VCAMUP044,Perform music applying techniques and expression to interpret the composer’s use of the elements of music and compositional devices,Refined,Reworded for clarity and inclusion of performances to audience
