Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Foundation to Level 2,VC2S2U10,VCSSU048,The way objects move depends on a variety of factors including their size and shape: a push or a pull affects how an object moves or changes shape,Refined,Refined for clarity by specifying the factors that affect motion
Foundation to Level 2,VC2S2U11,VCSSU048,The way objects move depends on a variety of factors including their size and shape: a push or a pull affects how an object moves or changes shape,Refined,"Refined for clarity, including the use of scientific language (forces) and representations"
Foundation to Level 2,VC2S2U12,VCSSU049,Light and sound are produced by a range of sources and can be sensed,Updated,"Focus at this level is on sound, including concepts of ‘pitch’ and ‘volume’. ‘Light’ has shifted to Levels 5 and 6"
Foundation to Level 2,VC2S2I01,VCSIS050,"Respond to and pose questions, and make predictions about familiar objects and events",Refined,"Refined for clarity, with reference to experiences"
Foundation to Level 2,VC2S2I02,VCSIS051,"Participate in guided investigations, including making observations using the senses, to explore and answer questions",Removed,Removed reference to ‘guided’ investigations
Foundation to Level 2,VC2S2I03,VCSIS052,Use informal measurements in the collection and recording of observations,Refined,"Refined to include reference to using the senses to make observations, and use of digital tools"
Foundation to Level 2,VC2S2I04,VCSIS053,"Use a range of methods, including drawings and provided tables, to sort information",Refined,Refined for clarity
Foundation to Level 2,VC2S2I05,VCSIS054,Compare observations and predictions with those of others,Refined,Refined for clarity and inclusion of skill of identifying further questions
Foundation to Level 2,VC2S2I06,VCSIS055,Represent and communicate observations and ideas about changes in objects and events in a variety of ways,Refined,"Refined for clarity, and included the use of some scientific vocabulary"
Levels 3 and 4,VC2S4H01,,,New,New content description
Levels 3 and 4,VC2S4H02,VCSSU056,Science knowledge helps people to understand the effects of their actions,Updated,Shift from understanding effects of actions (VC1) to meeting needs or solving problems (VC2)
Levels 3 and 4,VC2S4U01,VCSSU057,Living things can be grouped on the basis of observable features and can be distinguished from non-living things,Refined,Refined for clarity and specificity to include ‘things that were once living’ and ‘fossils’
Levels 3 and 4,VC2S4U02,VCSSU058,Different living things have different life cycles and depend on each other and the environment to survive,Refined,Refined to introduce concepts related to change and continuity (evolution). Concepts related to ecosystem relationships have been separated for clarity
Levels 3 and 4,VC2S4U03,VCSSU058,Different living things have different life cycles and depend on each other and the environment to survive,Refined,Refined for clarity with the specification of the terms ‘habitats’ and ‘food chains’
Levels 3 and 4,VC2S4U04,VCSSU059,A change of state between solid and liquid can be caused by adding or removing heat,Refined,Changed to include gases
Levels 3 and 4,VC2S4U05,VCSSU060,Natural and processed materials have a range of physical properties; these properties can influence their use,Refined,Refined for clarity and to include sustainability concepts
Levels 3 and 4,VC2S4U06,VCSSU047,Earth’s resources are used in a variety of ways,Refined,"VC1 includes this as a more general inclusion at Foundation to Level 2; the VC2 content is more specific in nominating rocks, minerals and soils"
Levels 3 and 4,VC2S4U07,VCSSU101,Water is an important resource that cycles through the environment,Refined,Water cycle content moved from Levels 7 and 8
Levels 3 and 4,VC2S4U08,VCSSU062,Earth’s surface changes over time as a result of natural processes and human activity,Refined,Refined for clarity in VC2 with stronger links to sustainability concepts
Levels 3 and 4,VC2S4U09,VCSSU063,Heat can be produced in many ways and can move from one object to another; a change in the temperature of an object is related to the gain or loss of heat by the object,Refined,Refined for clarity
Levels 3 and 4,VC2S4U10,VCSSU064,Forces can be exerted by one object on another through direct contact or from a distance,Refined,Refined for clarity and specificity of scientific vocabulary
Levels 3 and 4,VC2S4I01,VCSIS065,"With guidance, identify questions in familiar contexts that can be investigated scientifically and predict what might happen based on prior knowledge",Refined,"No reference is made to making predictions based on prior knowledge, which broadens the context for making predictions"
Levels 3 and 4,VC2S4I02,VCSIS066,Suggest ways to plan and conduct investigations to find answers to questions including consideration of the elements of fair tests,Updated,Conflation of 2 content descriptions (VCSIS066 and VCSIS067) and refined for clarity
Levels 3 and 4,VC2S4I02,VCSIS067,"Safely use appropriate materials, tools, equipment and technologies",Updated,Conflation of 2 content descriptions (VCSIS066 and VCSIS067) and refined for clarity
Levels 3 and 4,VC2S4I03,VCSIS067,"Safely use appropriate materials, tools, equipment and technologies",Updated,"Conflated parts of 2 content descriptions related to the use of technology and formal measurements, and included reference to making and recording observations"
Levels 3 and 4,VC2S4I03,VCSIS068,Use formal measurements in the collection and recording of observations,Updated,"Conflated parts of 2 content descriptions related to the use of technology and formal measurements, and included reference to making and recording observations"
Levels 3 and 4,VC2S4I04,VCSIS069,Use a range of methods including tables and column graphs to represent data and to identify patterns and trends,Refined,Refined for clarity
Levels 3 and 4,VC2S4I05,VCSIS070,"Compare results with predictions, suggesting possible reasons for findings",Updated,Conflated 2 VC1 content descriptions and refined for clarity
Levels 3 and 4,VC2S4I05,VCSIS071,"Reflect on an investigation, including whether a test was fair or not",Updated,Conflated 2 VC1 content descriptions and refined for clarity
Levels 3 and 4,VC2S4I06,VCSIS072,"Represent and communicate observations, ideas and findings to show patterns and relationships using formal and informal scientific language",Refined,Refined for clarity
Levels 5 and 6,VC2S6H01,,,New,New content description
Levels 5 and 6,VC2S6H02,VCSSU073,"Scientific understandings, discoveries and inventions are used to inform personal and community decisions and to solve problems that directly affect people’s lives",Refined,Refined for clarity
Levels 5 and 6,VC2S6U01,VCSSU075,The growth and survival of living things are affected by the physical conditions of their environment,Refined,"Refined for clarity, with more precise scientific vocabulary including ‘habitats’ and sustainability concepts"
Levels 5 and 6,VC2S6U02,VCSSU074,Living things have structural features and adaptations that help them to survive in their environment,Refined,"Refined for clarity, with more precise scientific language including ‘habitats’ and ‘evolution’"
Levels 5 and 6,VC2S6U03,VCSSU076,"Solids, liquids and gases behave in different ways and have observable properties that help to classify them",Refined,"Refined for clarity, with specification of mixtures"
Levels 5 and 6,VC2S6U04,VCSSU077,"Changes to materials can be reversible, including melting, freezing, evaporating, or irreversible, including burning and rusting",Refined,Refined for clarity
Levels 5 and 6,VC2S6U05,VCSSU079,Sudden geological changes or extreme weather conditions can affect Earth’s surface,Refined,Refined for clarity
Levels 5 and 6,VC2S6U06,VCSSU079,Sudden geological changes or extreme weather conditions can affect Earth’s surface,Refined,Refined for clarity and inclusion of sustainability concepts
Levels 5 and 6,VC2S6U07,VCSSU061,"Earth’s rotation on its axis causes regular changes, including night and day",Updated,Refined for clarity with some content moved to Foundation to Level 2
Levels 5 and 6,VC2S6U07,VCSSU078,Earth is part of a system of planets orbiting around a star (the Sun),Updated,Refined for clarity with some content moved to Foundation to Level 2
Levels 5 and 6,VC2S6U08,VCSSU080,"Light from a source forms shadows and can be absorbed, reflected and refracted",Refined,Refined for clarity and light transmission has been included
Levels 5 and 6,VC2S6U09,VCSSU081,Energy from a variety of sources can be used to generate electricity; electric circuits enable this energy to be transferred to another place and then to be transformed into another form of energy,Refined,Included insulators and conductors in VC2
Levels 5 and 6,VC2S6I01,VCSIS082,"With guidance, pose questions to clarify practical problems or inform a scientific investigation, and predict what the findings of an investigation might be based on previous experiences or general rules",Refined,Emphasis has been placed on the identification of patterns and testing of relationships in VC2
Levels 5 and 6,VC2S6I02,VCSIS083,"With guidance, plan appropriate investigation types to answer questions or solve problems and use equipment, technologies and materials safely, identifying potential risks",Updated,Conflated aspects of 2 content descriptions (VCSIS083 and VCSIS084) and refined for clarity
Levels 5 and 6,VC2S6I02,VCSIS084,"Decide which variables should be changed, measured and controlled in fair tests and accurately observe, measure and record data",Updated,Conflated aspects of 2 content descriptions (VCSIS083 and VCSIS084) and refined for clarity
Levels 5 and 6,VC2S6I03,VCSIS083,"With guidance, plan appropriate investigation types to answer questions or solve problems and use equipment, technologies and materials safely, identifying potential risks",Updated,Conflated aspects of 2 content descriptions(VCSIS083 and VCSIS084) and refined for clarity
Levels 5 and 6,VC2S6I03,VCSIS084,"Decide which variables should be changed, measured and controlled in fair tests and accurately observe, measure and record data",Updated,Conflated aspects of 2 content descriptions(VCSIS083 and VCSIS084) and refined for clarity
Levels 5 and 6,VC2S6I04,VCSIS085,"Construct and use a range of representations, including tables and graphs, to record, represent and describe observations, patterns or relationships in data",Refined,Refined for clarity and relevance to the sub-strand (i.e. this sub-strand is not about recording observations)
Levels 5 and 6,VC2S6I05,VCSIS086,Compare data with predictions and use as evidence in developing explanations,Updated,Conflated 2 content descriptions (VCSIS086 and VCSISO87) and refined for clarity and relevance to the sub-strand
Levels 5 and 6,VC2S6I05,VCSIS087,Suggest improvements to the methods used to investigate a question or solve a problem,Updated,Conflated 2 content descriptions (VCSIS086 and VCSISO87) and refined for clarity and relevance to the sub-strand
Levels 5 and 6,VC2S6I06,VCSIS088,Communicate ideas and processes using evidence to develop explanations of events and phenomena and to identify simple cause-and-effect relationships,Refined,Edited to better align with the sub-strand
Levels 7 and 8,VC2S8H01,VCSSU089,Scientific knowledge and understanding of the world changes as new evidence becomes available; science knowledge can develop through collaboration and connecting ideas across the disciplines and practice of science,Refined,"Refined for clarity, including reference to ‘theories’ and ‘models’"
Levels 7 and 8,VC2S8H02,VCSSU089,Scientific knowledge and understanding of the world changes as new evidence becomes available; science knowledge can develop through collaboration and connecting ideas across the disciplines and practice of science,Refined,"VC1 included reference to ‘collaboration’, which has been introduced at Levels 5 and 6 in VC2"
Levels 7 and 8,VC2S8H03,VCSSU090,Science and technology contribute to finding solutions to a range of contemporary issues; these solutions may impact on other areas of society and involve ethical considerations,Refined,Refined for clarity
Levels 7 and 8,VC2S8H04,,,New,"New content description, to include the role of science communication"
Levels 7 and 8,VC2S8U01,VCSSU091,There are differences within and between groups of organisms; classification helps organise this diversity,Refined,Refined for clarity by including reference to similarities
Levels 7 and 8,VC2S8U02,VCSSU092,Cells are the basic units of living things and have specialised structures and functions,Refined,"Refined for clarity, including specified cell components and reference to unicellular and multicellular organisms"
Levels 7 and 8,VC2S8U03,VCSSU094,Multicellular organisms contain systems of organs that carry out specialised functions that enable them to survive and reproduce,Refined,Reproduction included at Levels 9 and 10 in VC2; included requirement that both a plant and animal organ system are studied
Levels 7 and 8,VC2S8U04,VCSSU121,Ecosystems consist of communities of interdependent organisms and abiotic components of the environment; matter and energy flow through these systems,Updated,Refined for clarity. Conflation of VC1 content descriptions (including one from Levels 9 and 10). Included food pyramids and reference to sustainability
Levels 7 and 8,VC2S8U04,VCSSU093,Interactions between organisms can be described in terms of food chains and food webs and can be affected by human activity,Updated,Refined for clarity. Conflation of VC1 content descriptions (including one from Levels 9 and 10). Included food pyramids and reference to sustainability
Levels 7 and 8,VC2S8U05,VCSSU096,The properties of the different states of matter can be explained in terms of the motion and arrangement of particles,Refined,Refined for clarity and scope by specifying theories and properties
Levels 7 and 8,VC2S8U06,VCSSU095,"Mixtures, including solutions, contain a combination of pure substances that can be separated using a range of techniques",Refined,"Refined for specificity of separation techniques, inclusion of solutions and reference to heterogeneous and homogeneous mixtures"
Levels 7 and 8,VC2S8U07,VCSSU097,"Differences between elements, compounds and mixtures can be described by using a particle model",Refined,"Atomic theory is used in preference to a particle model, building on understanding from Levels 5 and 6"
Levels 7 and 8,VC2S8U08,VCSSU098,Chemical change involves substances reacting to form new substances,Refined,Refined for clarity and specificity. Included tests for common gases in VC2
Levels 7 and 8,VC2S8U09,VCSSU100,"Some of Earth’s resources are renewable, but others are non-renewable",Refined,Changed to include sustainability concepts
Levels 7 and 8,VC2S8U10,VCSSU127,The theory of plate tectonics explains global patterns of geological activity and continental movement,Refined,"Refined for clarity and greater specificity. VC2. Included evidence for theory 
Content moved from Levels 9 and 10"
Levels 7 and 8,VC2S8U11,VCSSU102,"Sedimentary, igneous and metamorphic rocks contain minerals and are formed by processes that occur within Earth over a variety of timescales",Refined,Refined for clarity
Levels 7 and 8,VC2S8U12,VCSSU099,"Predictable phenomena on Earth, including seasons and eclipses, are caused by the relative positions of the Sun, Earth and the Moon",Refined,Refined to include modelling
Levels 7 and 8,VC2S8U13,,,New,New content description
Levels 7 and 8,VC2S8U14,VCSSU103,Change to an object’s motion is caused by unbalanced forces acting on the object; Earth’s gravity pulls objects towards the centre of Earth,Refined,Refined for clarity
Levels 7 and 8,VC2S8U15,VCSSU104,"Energy appears in different forms including movement (kinetic energy), heat, light, chemical energy and potential energy; devices can change energy from one form to another",Refined,Refined for clarity and inclusion of energy efficiency
Levels 7 and 8,VC2S8U16,,,New,New content description. Included links to sustainability
Levels 7 and 8,VC2S8U17,VCSSU130,Electric circuits can be designed for diverse purposes using different components; the operation of circuits can be explained by the concepts of voltage and current,Updated,This content has been shifted from VC1 Levels 9 and 10 to VC2 Levels 7 and 8
Levels 7 and 8,,VCSSU105,"Light can form images using the reflective feature of curved mirrors and the refractive feature of lenses, and can disperse to produce a spectrum which is part of a larger spectrum of radiation",Removed,Lenses not included in curriculum. Electromagnetic spectrum included at Levels 9 and 10
Levels 7 and 8,,VCSSU106,The properties of sound can be explained by a wave model,Removed,‘Sound’ is included as part of ‘waves’ at VC2 Levels 9 and 10
Levels 7 and 8,VC2S8I01,VCSIS107,"Identify questions, problems and claims that can be investigated scientifically and make predictions based on scientific knowledge",Refined,Refined for clarity and practicality since predictions at this level may not necessarily be based on scientific knowledge
Levels 7 and 8,VC2S8I02,VCSIS108,"Collaboratively and individually plan and conduct a range of investigation types, including fieldwork and experiments, ensuring safety and ethical guidelines are followed",Updated,Conflated aspects of 2 content descriptions (VCSIS108 and VCSIS109) and refined for clarity. Focus placed on different types of scientific investigations
Levels 7 and 8,VC2S8I02,VCSIS109,"In fair tests, measure and control variables, and select equipment to collect data with accuracy appropriate to the task",Updated,Conflated aspects of 2 content descriptions (VCSIS108 and VCSIS109) and refined for clarity. Focus placed on different types of scientific investigations
Levels 7 and 8,VC2S8I03,VCSIS109,"In fair tests, measure and control variables, and select equipment to collect data with accuracy appropriate to the task",Refined,"Focus of VC2 is on the selection and use of equipment, and includes ‘precision’ rather than ‘accuracy’ since precision relates to reproducibility"
Levels 7 and 8,VC2S8I04,VCSIS110,"Construct and use a range of representations including graphs, keys and models to record and summarise data from students’ own investigations and secondary sources, and to represent and analyse patterns and relationships",Refined,Refined for clarity
Levels 7 and 8,VC2S8I05,VCSIS110,"Construct and use a range of representations including graphs, keys and models to record and summarise data from students’ own investigations and secondary sources, and to represent and analyse patterns and relationships",Refined,Refined for clarity
Levels 7 and 8,VC2S8I06,VCSIS112,"Reflect on the method used to investigate a question or solve a problem, including evaluating the quality of the data collected, and identify improvements to the method",Refined,"Refined to focus on the analysis of methods and data, before formulating conclusions"
Levels 7 and 8,VC2S8I07,VCSIS111,"Use scientific knowledge and findings from investigations to identify relationships, evaluate claims and draw conclusions",Refined,Refined for clarity
Levels 7 and 8,VC2S8I08,VCSIS113,"Communicate ideas, findings and solutions to problems including identifying impacts and limitations of conclusions and using appropriate scientific language and representations",Refined,Refined for clarity and to better align with the sub-strand
Levels 9 and 10,VC2S10H01,VCSSU114,"Scientific understanding, including models and theories, are contestable and are refined over time through a process of review by the scientific community",Refined,Refined for clarity
Levels 9 and 10,VC2S10H02,VCSSU115,Advances in scientific understanding often rely on developments in technology and technological advances are often linked to scientific discoveries,Refined,Refined for clarity
Levels 9 and 10,VC2S10H03,,,New,New content description
Levels 9 and 10,VC2S10H04,VCSSU116,The values and needs of contemporary society can influence the focus of scientific research,Refined,Refined for clarity
Levels 9 and 10,VC2S10U01,VCSSU094,Multicellular organisms contain systems of organs that carry out specialised functions that enable them to survive and reproduce,Refined,Content builds on reproductive cells and organs included at Levels 7 and 8. Greater specificity of content focus on reproduction
Levels 9 and 10,VC2S10U02,VCSSU117,Multicellular organisms rely on coordinated and interdependent internal systems to respond to changes to their environment,Updated,Refined for clarity and cohesion
Levels 9 and 10,VC2S10U02,VCSSU118,An animal’s response to a stimulus is coordinated by its central nervous system (brain and spinal cord); neurons transmit electrical impulses and are connected by synapses,Updated,Refined for clarity and cohesion
Levels 9 and 10,VC2S10U03,,,New,New content description
Levels 9 and 10,VC2S10U04,VCSSU119,The transmission of heritable characteristics from one generation to the next involves DNA and genes,Refined,Refined for clarity and specificity
Levels 9 and 10,VC2S10U05,VCSSU120,The theory of evolution by natural selection explains the diversity of living things and is supported by a range of scientific evidence,Refined,Refined for clarity and specificity
Levels 9 and 10,VC2S10U06,VCSSU122,"All matter is made of atoms which are composed of protons, neutrons and electrons; natural radioactivity arises from the decay of nuclei in atoms",Refined,Refined for clarity
Levels 9 and 10,VC2S10U07,VCSSU123,The atomic structure and properties of elements are used to organise them in the periodic table,Refined,Refined for clarity
Levels 9 and 10,VC2S10U08,VCSSU124,Chemical reactions involve rearranging atoms to form new substances; during a chemical reaction mass is not created or destroyed,Refined,"Refined for clarity and inclusion of writing of word and simple balanced equations (added here from another VC1 content description, VCSSU125)"
Levels 9 and 10,VC2S10U09,VCSSU125,Different types of chemical reactions are used to produce a range of products and can occur at different rates; chemical reactions may be represented by balanced chemical equations,Refined,"Refined for clarity, and inclusion of exothermic and endothermic reactions"
Levels 9 and 10,VC2S10U10,VCSSU128,"Global systems, including the carbon cycle, rely on interactions involving the atmosphere, biosphere, hydrosphere and lithosphere",Updated,Refined for clarity and links to sustainability principles
Levels 9 and 10,VC2S10U10,VCSSU126,"Chemical reactions, including combustion and the reactions of acids, are important in both non-living and living systems and involve energy transfer",Updated,Refined for clarity and links to sustainability principles
Levels 9 and 10,VC2S10U11,VCSSU128,"Global systems, including the carbon cycle, rely on interactions involving the atmosphere, biosphere, hydrosphere and lithosphere",Refined,Refined to include reference to climate change and sustainability principles
Levels 9 and 10,VC2S10U12,,,New,New content description
Levels 9 and 10,VC2S10U13,VCSSU129,"The Universe contains features including galaxies, stars and solar systems; the Big Bang theory can be used to explain the origin of the Universe",Refined,Refined for clarity
Levels 9 and 10,VC2S10U14,VCSSU105,"Light can form images using the reflective feature of curved mirrors and the refractive feature of lenses, and can disperse to produce a spectrum which is part of a larger spectrum of radiation",Updated,Refined to include the concept of ‘waves’ and their general properties and uses; sound and light can be used as examples/contexts
Levels 9 and 10,VC2S10U14,VCSSU106,The properties of sound can be explained by a wave model,Updated,Refined to include the concept of ‘waves’ and their general properties and uses; sound and light can be used as examples/contexts
Levels 9 and 10,VC2S10U15,VCSSU132,Energy flow in Earth’s atmosphere can be explained by the processes of heat transfer,Refined,Energy efficiency is considered in VC2
Levels 9 and 10,VC2S10U16,VCSSU131,The interaction of magnets can be explained by a field model; magnets are used in the generation of electricity and the operation of motors,Refined,"Broadened ways of producing electricity, including sustainability principles"
Levels 9 and 10,VC2S10U17,VCSSU133,The description and explanation of the motion of objects involves the interaction of forces and the exchange of energy and can be described and predicted using the laws of physics,Refined,Refined for clarity
Levels 9 and 10,VC2S10I01,VCSIS134,"Formulate questions or hypotheses that can be investigated scientifically, including identification of independent, dependent and controlled variables",Refined,Included developing explanatory models and relationships
Levels 9 and 10,VC2S10I02,VCSIS135,"Independently plan, select and use appropriate investigation types, including fieldwork and laboratory experimentation, to collect reliable data, assess risk and address ethical issues associated with these investigation types",Refined,"Included ‘reproducible investigations’ and has not specified laboratory experimentation and fieldwork, but has kept scientific methodologies open"
Levels 9 and 10,VC2S10I03,VCSIS136,"Select and use appropriate equipment and technologies to systematically collect and record accurate and reliable data, and use repeat trials to improve accuracy, precision and reliability",Refined,Does not reference accuracy since repeat trials may not necessarily improve accuracy
Levels 9 and 10,VC2S10I04,VCSIS137,"Construct and use a range of representations, including graphs, keys, models and formulas, to record and summarise data from students’ own investigations and secondary sources, to represent qualitative and quantitative patterns or relationships, and distinguish between discrete and continuous data",Refined,"Focus is placed on processing data and includes ‘descriptive statistics’ rather than referencing ‘quantitative relationships’, but does not reference ‘discrete and continuous data’"
Levels 9 and 10,VC2S10I05,VCSIS137,"Construct and use a range of representations, including graphs, keys, models and formulas, to record and summarise data from students’ own investigations and secondary sources, to represent qualitative and quantitative patterns or relationships, and distinguish between discrete and continuous data",Updated,Focus is placed on data analysis and conflates aspects of 2 content descriptions
Levels 9 and 10,VC2S10I05,VCSIS138,"Analyse patterns and trends in data, including describing relationships between variables, identifying inconsistencies in data and sources of uncertainty, and drawing conclusions that are consistent with evidence",Updated,Focus is placed on data analysis and conflates aspects of 2 content descriptions
Levels 9 and 10,VC2S10I06,VCSIS139,"Use knowledge of scientific concepts to evaluate investigation conclusions, including assessing the approaches used to solve problems, critically analysing the validity of information obtained from primary and secondary sources, suggesting possible alternative explanations and describing specific ways to improve the quality of data",Refined,"Focuses on evaluation of methods, conclusions and claims and refers to reproducibility, but does not suggest ways to improve the quality of data"
Levels 9 and 10,VC2S10I07,VCSIS139,"Use knowledge of scientific concepts to evaluate investigation conclusions, including assessing the approaches used to solve problems, critically analysing the validity of information obtained from primary and secondary sources, suggesting possible alternative explanations and describing specific ways to improve the quality of data",Refined,Refined for clarity and to align with the sub-strand. Focuses on constructing arguments and conclusions by evaluating evidence
Levels 9 and 10,VC2S10I08,VCSIS140,"Communicate scientific ideas and information for a particular purpose, including constructing evidence-based arguments and using appropriate scientific language, conventions and representations",Refined,Refined for clarity
