Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
1,VC2M1A01,VCMNA093,Investigate and describe number patterns formed by skip counting and patterns with objects,Updated,"Split, combined and realigned from Level 2 Number and Algebra"
1,VC2M1A01,VCMNA103,"Investigate number sequences, initially those increasing and decreasing by twos, threes, fives and ten from any starting point, then moving to other sequences",Updated,"Split, combined and realigned from Level 2 Number and Algebra"
1,VC2M1A02,VCMNA093,Investigate and describe number patterns formed by skip counting and patterns with objects,Updated,Split and refined
1,VC2M1A02,VCMNA094,Recognise the importance of repetition of a process in solving problems,Updated,Split and refined
1,VC2M1M01,VCMMG095,"Measure and compare the lengths, masses and capacities of pairs of objects using uniform informal units",Refined,Refined
1,VC2M1M02,VCMMG095,"Measure and compare the lengths, masses and capacities of pairs of objects using uniform informal units",Refined,Refined
1,VC2M1M03,VCMMG097,"Describe duration using months, weeks, days and hours",Refined,Refined for clarity
1,VC2M1SP01,VCMMG098,Recognise and classify familiar two-dimensional shapes and three-dimensional objects using obvious features,Refined,Refined for clarity
1,VC2M1SP02,VCMMG099,Give and follow directions to familiar locations,Refined,Refined for clarity
1,VC2M1ST01,VCMSP101,Choose simple questions and gather responses,Refined,Refined for clarity
1,VC2M1ST02,VCMSP102,Represent data with objects and drawings where one object or drawing represents one data value. Describe the displays,Refined,Refined for clarity
1,,VCMSP100,"Identify outcomes of familiar events involving chance and describe them using everyday language such as ‘will happen’, ‘won’t happen’ or ‘might happen’",Removed,Removed – realigned to Level 3 Probability
2,VC2M2N01,VCMNA104,"Recognise, model, represent and order numbers to at least 1000",Refined,Refined for clarity
2,VC2M2N02,VCMNA105,"Group, partition and rearrange collections up to 1000 in hundreds, tens and ones to facilitate more efficient counting",Refined,Refined for clarity
2,VC2M2N03,VCMNA091,Recognise and describe one-half as one of two equal parts of a whole,Refined,Refined and realigned from Level 1 Number and Algebra
2,VC2M2N04,VCMNA107,Solve simple addition and subtraction problems using a range of efficient mental and written strategies,Updated,"Split, combined and realigned from Level 2 Number and Algebra"
2,VC2M2N04,VCMNA113,Solve problems by using number sentences for addition or subtraction,Updated,"Split, combined and realigned from Level 2 Number and Algebra"
2,VC2M2N05,VCMNA108,"Recognise and represent multiplication as repeated addition, groups and arrays",Updated,"Split, combined"
2,VC2M2N05,VCMNA109,Recognise and represent division as grouping into equal sets and solve simple problems using these representations,Updated,"Split, combined"
2,VC2M2N06,VCMNA107,Solve simple addition and subtraction problems using a range of efficient mental and written strategies,Updated,Combined and split
2,VC2M2N06,VCMNA108,"Recognise and represent multiplication as repeated addition, groups and arrays",Updated,Combined and split
2,VC2M2N06,VCMNA109,Recognise and represent division as grouping into equal sets and solve simple problems using these representations,Updated,Combined and split
2,VC2M2N06,VCMNA111,Count and order small collections of Australian coins and notes according to their value,Updated,Combined and split
2,VC2M2A01,VCMNA112,Describe patterns with numbers and identify missing elements,Updated,Combined and realigned from Level 3 Number and Algebra
2,VC2M2A01,VCMNA138,"Describe, continue, and create number patterns resulting from performing addition or subtraction",Updated,Combined and realigned from Level 3 Number and Algebra
2,VC2M2A02,,,New,Realigned from Level 3 Number and Algebra
2,VC2M2A03,,,New,New content description
2,VC2M2A04,VCMNA114,"Apply repetition in arithmetic operations, including multiplication as repeated addition and  division as repeated subtraction",Refined,No change
2,VC2M2M01,VCMMG115,"Compare and order several shapes and objects based on length, area, volume and capacity using appropriate uniform informal units",Updated,Combined and refined
2,VC2M2M01,VCMMG116,Compare masses of objects using balance scales,Updated,Combined and refined
2,VC2M2M02,VCMNA110,"Recognise and interpret common uses of halves, quarters and eighths of shapes and collections",Refined,Refined and realigned from Level 2 Number and Algebra
2,VC2M2M03,VCMMG119,Use a calendar to identify the date and determine the number of days in each month,Refined,Refined for clarity
2,VC2M2M04,VCMMG096,Tell time to the half-hour,Updated,Combined and realigned from Level 1 Measurement and Geometry
2,VC2M2M04,VCMMG117,"Tell time to the quarter-hour, using the language of 'past' and 'to'",Updated,Combined and realigned from Level 1 Measurement and Geometry
2,VC2M2M05,VCMMG124,Identify and describe half and quarter turns,Refined,Refined for clarity
2,,VCMMG118,Name and order months and seasons,Removed,Removed to reduce duplication
2,VC2M2SP01,VCMMG120,"Describe and draw  two-dimensional shapes, with and without digital technologies",Refined,Refined for clarity
2,VC2M2SP02,VCMMG122,Interpret simple maps of familiar locations and identify the relative positions of key features,Refined,Refined for clarity
2,,VCMMG123,Investigate the effect of one-step slides and flips with and without digital technologies,Removed,Removed to reduce duplication
2,VC2M2ST01,VCMSP126,Identify a question of interest based on one categorical variable. Gather data relevant to the question,Updated,Combined and refined
2,VC2M2ST01,VCMSP127,"Collect, check and classify data",Updated,Combined and refined
2,VC2M2ST02,VCMSP128,"Create displays of data using lists, table and picture graphs and interpret them",Refined,Refined for clarity
2,,VCMSP125,Identify practical activities and everyday events that involve chance. Describe outcomes as ‘likely’ or ‘unlikely’ and identify some events as ‘certain’ or ‘impossible’,Removed,Realigned to Level 3 Probability
3,VC2M3N01,VCMNA129,Investigate the conditions required for a number to be odd or even and identify odd and even numbers,Refined,Command terms adjusted to provide clarity and improve teachability
3,VC2M3N02,VCMNA130,"Recognise, model, represent and order numbers to at least 10 000",Updated,Combined and realigned from Levels 4 and 5 Number and Algebra
3,VC2M3N02,VCMNA152,"Recognise, represent  and order numbers to at least tens of thousands",Updated,Combined and realigned from Levels 4 and 5 Number and Algebra
3,VC2M3N02,VCMNA186,"Recognise, represent and order numbers to at least hundreds of thousands",Updated,Combined and realigned from Levels 4 and 5 Number and Algebra
3,VC2M3N03,VCMNA136,"Model and represent unit fractions including 1/2, 1/4, 1/3, 1/5 and their multiples to a complete whole",Refined,Refined for clarity
3,VC2M3N04,VCMNA131,"Apply place value to partition, rearrange and regroup numbers to at least 10 000 to assist calculations and solve problems",Refined,Refined for clarity
3,VC2M3N05,VCMNA135,Represent and solve problems involving multiplication using efficient mental and written strategies and appropriate digital technologies,Updated,Split and refined
3,VC2M3N06,,,New,New content description
3,VC2M3N07,VCMNA137,Represent money values in multiple ways and count the change required for simple transactions to the nearest five cents,Refined,Refined for clarity
3,VC2M3N08,VCMNA135,Represent and solve problems involving multiplication using efficient mental and written strategies and appropriate digital technologies,Updated,Split and refined
3,VC2M3N09,,,New,New content description
3,,VCMNA139,Use a function machine and the inverse machine as a model to apply mathematical rules to numbers or shapes,Removed,Removed to reduce duplication
3,,VCMMG145,Identify and describe slides and turns found in the natural and built environment,Removed,Removed to reduce duplication
3,VC2M3A01,VCMNA106,Explore the connection between addition and subtraction,Updated,Combined and realigned from Level 2 Number and Algebra
3,VC2M3A01,VCMNA132,Recognise and explain the connection between addition and subtraction,Updated,Combined and realigned from Level 2 Number and Algebra
3,VC2M3A02,VCMNA133,Recall addition facts for single-digit numbers and related subtraction facts to develop increasingly efficient mental strategies for computation,Refined,Refined for clarity
3,VC2M3A03,VCMNA134,"Recall multiplication facts of two, three, five and ten and related division facts",Refined,Refined for clarity
3,VC2M3M01,VCMMG140,"Measure, order and compare objects using familiar metric units of length, area, mass and capacity",Updated,Split and refined
3,VC2M3M02,VCMMG140,"Measure, order and compare objects using familiar metric units of length, area, mass and capacity",Updated,Split and refined
3,VC2M3M03,VCMMG141,Tell time to the minute and investigate the relationship between units of time,Updated,Split and refined
3,VC2M3M04,VCMMG141,Tell time to the minute and investigate the relationship between units of time,Updated,Split and refined
3,VC2M3M05,VCMMG146,Identify angles as measures of turn and compare angle sizes in everyday situations,Refined,Refined for clarity
3,VC2M3SP01,VCMMG142,Make models of three-dimensional objects and describe key features,Updated,Combined and realigned from Level 2 Measurement and geometry
3,VC2M3SP01,VCMMG121,Describe the features of three-dimensional objects,Updated,Combined and realigned from Level 2 Measurement and geometry
3,VC2M3SP02,VCMMG143,Create and interpret simple grid maps to show position and pathways,Updated,Refined and combined for clarity
3,,VCMMG144,Identify symmetry in the environment,Removed,Removed to reduce duplication
3,VC2M3ST01,VCMSP149,"Collect data, organise into categories and create displays using lists, tables, picture graphs and simple column graphs, with and without the use of digital technologies",Refined,Refined for clarity
3,VC2M3ST02,VCMSP150,Interpret and compare data displays,Refined,Refined for clarity
3,VC2M3ST03,VCMSP148,Identify questions or issues for categorical variables. Identify data sources and plan methods of data collection and recording,Refined,Refined for clarity
3,VC2M3P01,VCMSP125,Identify practical activities and everyday events that involve chance. Describe outcomes as ‘likely’ or ‘unlikely’ and identify some events as ‘certain’ or ‘impossible’,Refined,Refined and realigned from Levels 1 and 2 Probability and Statistics
3,VC2M3P02,VCMSP147,"Conduct chance experiments, identify and describe possible outcomes and recognise variation in results",Refined,Refined for clarity
4,VC2M4N01,VCMNA159,Recognise that the place value system can be extended to tenths and hundredths. Make connections between fractions and decimal notation,Refined,Refined for clarity
4,,VCMNA151,Investigate and use the properties of odd and even numbers,Removed,Removed to reduce duplication
4,VC2M4N02,VCMNA154,"Investigate number sequences involving multiples of 3, 4, 6, 7, 8, and 9",Refined,No change
4,VC2M4N03,VCMNA157,Investigate equivalent fractions used in contexts,Refined,Refined for clarity
4,VC2M4N04,VCMNA158,"Count by quarters, halves and thirds, including with mixed numerals. Locate and represent these fractions on a number line",Refined,Refined
4,VC2M4N05,,,New,New content description
4,VC2M4N06,VCMNA153,"Apply place value to partition, rearrange and regroup numbers to at least tens of thousands to assist calculations and solve problems",Updated,Combined and refined
4,VC2M4N06,VCMNA156,Develop efficient mental and written strategies and use appropriate digital technologies for multiplication and for division where there is no remainder,Updated,Combined and refined
4,VC2M4N07,VCMNA160,Solve problems involving purchases and the calculation of change to the nearest five cents with and without digital technologies,Refined,Refined for clarity
4,VC2M4N08,VCMNA160,Solve problems involving purchases and the calculation of change to the nearest five cents with and without digital technologies,Refined,No change
4,VC2M4N09,VCMNA162,Solve word problems by using number sentences involving multiplication or division where there is no remainder,Updated,Combined and refined
4,VC2M4N10,VCMNA138,"Describe, continue, and create number patterns resulting from performing addition or subtraction",Updated,"Combined, refined and realigned from Level 3 Number and Algebra"
4,VC2M4N10,VCMNA154,"Investigate number sequences involving multiples of 3, 4, 6, 7, 8, and 9",Updated,"Combined, refined and realigned from Level 3 Number and Algebra"
4,VC2M4N10,VCMNA161,Explore and describe number patterns resulting from performing multiplication,Updated,"Combined, refined and realigned from Level 3 Number and Algebra"
4,VC2M4N10,VCMNA164,Define a simple class of problems and solve them using an effective algorithm that involves a short sequence of steps and decisions,Updated,"Combined, refined and realigned from Level 3 Number and Algebra"
4,VC2M4A01,VCMNA163,Use equivalent number sentences involving addition and subtraction to find unknown quantities,Refined,Refined for clarity
4,VC2M4A02,VCMNA155,Recall multiplication facts up to 10 × 10 and related division facts,Updated,Combined and split
4,VC2M4A02,VCMNA154,"Investigate number sequences involving multiples of 3, 4, 6, 7, 8, and 9",Updated,Combined and split
4,VC2M4M01,VCMMG165,"Use scaled instruments  to measure and compare lengths, masses, capacities and temperatures",Refined,Refined for clarity
4,VC2M4M02,VCMMG169,Compare the areas of regular and irregular shapes  by informal means,Refined,Refined for clarity
4,VC2M4M03,VCMMG167,Convert between units of time,Updated,Combined and refined
4,VC2M4M03,VCMMG168,Use am and pm notation and solve simple time problems,Updated,Combined and refined
4,VC2M4M04,VCMMG174,"Compare angles and classify them as equal to, greater than or less than a right angle",Refined,Refined for clarity
4,VC2M4SP01,VCMMG171,Explain and compare the geometric properties of two-dimensional shapes and three-dimensional objects,Refined,No change
4,VC2M4SP02,VCMMG170,"Compare and describe two dimensional shapes that result from combining and splitting common shapes, with and without the use of digital technologies",Refined,Refined for clarity
4,VC2M4SP03,VCMMG172,"Use simple scales, legends and directions to interpret information contained in basic maps",Refined,Refined for clarity
4,VC2M4SP04,VCMMG173,"Create symmetrical patterns, pictures and shapes with and without digital technologies",Refined,Refined for clarity
4,,VCMMG166,Compare objects using familiar metric units of area and volume,Removed,Removed to reduce duplication.
4,VC2M4ST01,VCMSP179,"Construct suitable data displays, with and without the use of digital technologies, from given or collected data. Include tables, column graphs and picture graphs where one picture can represent many data values",Refined,Refined for clarity
4,VC2M4ST02,VCMSP180,Evaluate the effectiveness of different displays in illustrating data features including variability,Refined,Refined for clarity
4,VC2M4ST03,VCMSP178,"Select and trial methods for data collection, including survey questions and recording sheets",Refined,Refined for clarity
4,VC2M4P01,VCMSP175,Describe possible everyday events and order their chances of occurring,Updated,Combined and refined
4,VC2M4P01,VCMSP176,Identify everyday events where one cannot happen if the other happens,Updated,Combined and refined
4,VC2M4P01,VCMSP177,Identify events where the chance of one will not be affected by the occurrence of the other,Updated,Combined and refined
4,VC2M4P02,,,New,New content description
5,VC2M5N01,VCMNA189,Recognise that the place value system can be extended beyond hundredths,Updated,Combined and refined
5,VC2M5N01,VCMNA190,"Compare, order and represent decimals",Updated,Combined and refined
5,VC2M5N02,VCMNA181,Identify and describe factors and multiples of whole numbers and use them to solve problems,Refined,Refined for clarity
5,VC2M5N03,VCMNA187,Compare and order common unit fractions and locate and represent them on a number line,Refined,Refined
5,VC2M5N04,VCMNA217,"Make connections between equivalent fractions, decimals and percentages",Updated,Split and realigned from Level 6 Number and Algebra
5,VC2M5N05,VCMNA188,Investigate strategies to solve problems involving addition and subtraction of fractions with the same denominator,Refined,Refined for clarity
5,VC2M5N06,VCMNA183,"Solve problems involving multiplication of large numbers by one- or two-digit numbers using efficient mental, written strategies and appropriate digital technologies",Updated,Combined and split
5,VC2M5N06,VCMNA185,Use efficient mental and written strategies and apply appropriate digital technologies to solve problems,Updated,Combined and split
5,VC2M5N07,VCMNA184,"Solve problems involving division by a one digit number, including those that result in a remainder",Updated,Combined and split
5,VC2M5N07,VCMNA185,Use efficient mental and written strategies and apply appropriate digital technologies to solve problems,Updated,Combined and split
5,VC2M5N08,VCMNA182,Use estimation and rounding to check the reasonableness of answers to calculations,Refined,Refined for clarity
5,VC2M5N09,VCMNA191,Create simple financial plans,Updated,Combined and split
5,VC2M5N09,VCMNA185,Use efficient mental and written strategies and apply appropriate digital technologies to solve problems,Updated,Combined and split
5,VC2M5N10,VCMNA194,Follow a mathematical algorithm involving branching and repetition (iteration),New,Content description and new content consolidated to facilitate connections in sequencing
5,VC2M5N10,,,New,Content description and new content consolidated to facilitate connections in sequencing
5,VC2M5A01,,,New,New content description
5,VC2M5A02,VCMNA193,Use equivalent number sentences involving multiplication and division to find unknown quantities,Refined,Refined for clarity
5,,VCMNA192,"Describe, continue and create patterns with fractions, decimals and whole numbers resulting from addition and subtraction",Removed,Removed to reduce duplication
5,VC2M5M01,VCMMG195,"Choose appropriate units of measurement for length, area, volume, capacity and mass",Refined,Refined and realigned from Level 4 Measurement and Geometry
5,VC2M5M02,VCMMG196,Calculate the perimeter and area of rectangles and the volume and capacity of prisms using familiar metric units,Refined,Refined for clarity
5,VC2M5M03,VCMMG197,Compare 12- and 24-hour time systems and convert between  them,Refined,Refined for clarity
5,VC2M5M04,VCMMG202,"Estimate, measure and compare angles using degrees. Construct angles using a protractor",Refined,Refined for clarity
5,VC2M5SP01,VCMMG198,Connect three-dimensional objects with their nets and other two-dimensional representations,Refined,Refined for clarity
5,VC2M5SP02,VCMMG199,Use a grid reference system to describe locations. Describe routes using landmarks and directional language,Refined,Refined for clarity
5,VC2M5SP03,VCMMG200,"Describe translations, reflections and rotations of two-dimensional shapes. Identify line and rotational symmetries",Refined,Refined for clarity
5,,VCMMG201,Apply the enlargement transformation to familiar two dimensional shapes and explore the properties of the resulting image compared with the original,Removed,Removed to reduce duplication
5,VC2M5ST01,VCMSP206,"Construct displays, including column graphs, dot plots and tables,  appropriate for data type, with and without the use of digital technologies",Updated,Combined and refined
5,VC2M5ST01,VCMSP207,Describe and interpret different data sets in context,Updated,Combined and refined
5,VC2M5ST02,,,New,New content description
5,VC2M5ST03,VCMSP205,Pose questions and collect categorical or numerical data by observation or survey,Updated,Split and refined
5,VC2M5ST03,VCMSP207,Describe and interpret different data sets in context,Updated,Split and refined
5,VC2M5P01,VCMSP203,List outcomes of chance experiments involving equally likely outcomes and represent probabilities of those outcomes using fractions,Refined,Refined for clarity
5,VC2M5P02,,,New,New content description
6,VC2M6N01,VCMNA210,Investigate everyday situations that use integers. Locate and represent these numbers on a number line,Refined,Refined for clarity
6,VC2M6N02,VCMNA208,"Identify and describe properties of prime, composite, square and triangular numbers",Refined,Refined
6,VC2M6N03,VCMNA211,Compare fractions with related denominators and locate and represent them on a number line,Refined,Refined for clarity
6,VC2M6N04,VCMNA214,"Add and subtract decimals, with and without digital technologies, and use estimation and rounding to check the reasonableness of answers",Refined,Refined for clarity
6,VC2M6N05,VCMNA212,Solve problems involving addition and subtraction of fractions with the same or related denominators,Updated,Split and combined
6,VC2M6N05,VCMNA217,"Make connections between equivalent fractions, decimals and percentages",Updated,Split and combined
6,VC2M6N06,VCMNA215,"Multiply decimals by whole numbers and perform divisions by non-zero whole numbers where the results are terminating decimals, with and without digital technologies",Updated,Combined and refined
6,VC2M6N06,VCMNA216,Multiply and divide decimals by powers of 10,Updated,Combined and refined
6,VC2M6N07,VCMNA213,"Find a simple fraction of a quantity where the result is a whole number, with and without digital technologies",Refined,Refined to improve clarity and to remove ambiguity around the key emphasis on computation both with and without digital tools
6,,VCMNA218,"Investigate and calculate percentage discounts of 10%, 25% and 50% on sale items, with and without digital technologies",Removed,Content consolidated into VC2M6N07 to facilitate connections in sequencing and reduce duplication
6,VC2M6N08,VCMNA217,"Make connections between equivalent fractions, decimals and percentages",Refined,Refined for clarity
6,VC2M6N09,VCMNA209,Select and apply efficient mental and written strategies and appropriate digital technologies to solve problems involving all four operations with whole numbers and make estimates for these computations,Updated,Combined and refined
6,VC2M6N09,VCMNA213,"Find a simple fraction of a quantity where the result is a whole number, with and without digital technologies",Updated,Combined and refined
6,VC2M6N09,VCMNA218,"Investigate and calculate percentage discounts of 10%, 25% and 50% on sale items, with and without digital technologies",Updated,Combined and refined
6,,VCMMG225,Connect volume and capacity and their units of measurement,Removed,"Realigned to Level 8 Measurement. The concept involves a high cognitive load due to counterintuitive relationship between volume and capacity. On balance students at Level 6 will not be ready for the concept, whereas students at Level 8 will be."
6,VC2M6A01,VCMNA219,"Continue and create sequences involving whole numbers, fractions and decimals.  Describe the rule used to create the sequence",Refined,Refined for clarity
6,VC2M6A02,VCMNA220,Explore the use of brackets and order of operations to write number sentences,Updated,"Combined, refined and realigned from Level 7 Number and Algebra"
6,VC2M6A02,VCMNA240,"Apply the associative, commutative and distributive laws to aid mental and written computation and make estimates for these computations",Updated,"Combined, refined and realigned from Level 7 Number and Algebra"
6,VC2M6A03,VCMNA221,Design algorithms involving branching and iteration to solve specific classes of mathematical problems,Refined,Refined content description
6,VC2M6M01,VCMMG222,Connect decimal representations to the metric system,Updated,Combined and refined
6,VC2M6M01,VCMMG223,"Convert between common metric units of length, mass and capacity",Updated,Combined and refined
6,VC2M6M02,VCMMG224,Solve problems involving the comparison of lengths and areas using appropriate units,Refined,Refined for clarity
6,VC2M6M03,VCMMG226,Interpret and use timetables,Updated,Refined
6,VC2M6M03,VCMMG227,"Measure, calculate and compare elapsed time",Updated,Refined
6,VC2M6M04,VCMMG231,"Investigate, with and without digital technologies, angles on a straight line, angles at a point and vertically opposite angles. Use results to find unknown angles",Refined,Refined for clarity
6,VC2M6SP01,VCMMG228,Construct simple prisms and pyramids,Refined,Refined for clarity
6,VC2M6SP02,VCMMG230,Introduce the Cartesian coordinate system using all four quadrants,Updated,Combined and realigned from Level 7 Number and Algebra
6,VC2M6SP02,VCMNA255,"Given coordinates, plot points on the Cartesian plane, and find coordinates for a given point",Updated,Combined and realigned from Level 7 Number and Algebra
6,VC2M6SP03,VCMMG229,"Investigate the effect of combinations of transformations on simple and composite shapes, including creating tessellations, with and without the use of digital technologies",Refined,Refined for clarity
6,VC2M6ST01,VCMSP235,"Construct, interpret and compare a range of data displays, including side-by-side column graphs for two categorical variables",Refined,Refined for clarity
6,VC2M6ST02,VCMSP236,Interpret secondary data presented in digital media and elsewhere,Refined,Refined for clarity
6,VC2M6ST03,VCMSP237,Pose and refine questions to collect categorical or numerical data by observation or survey,Updated,Combined and refined
6,VC2M6P01,VCMSP204,Recognise that probabilities range from 0 to 1,Updated,Combined and realigned from Level 5 Statistics and Probability
6,VC2M6P01,VCMSP232,"Describe probabilities using fractions, decimals and percentages",Updated,Combined and realigned from Level 5 Statistics and Probability
6,VC2M6P02,VCMSP233,Conduct chance experiments with both small and large numbers of trials using appropriate digital technologies,Updated,Combined and refined
6,VC2M6P02,VCMSP234,Compare observed frequencies across experiments with expected frequencies,Updated,Combined and refined
7,VC2M7N01,VCMNA239,Investigate and use square roots of perfect square numbers,Refined,Refined for clarity
7,VC2M7N02,VCMNA238,Investigate index notation and represent whole numbers as products of powers of prime numbers,New,Content description consolidated with new content to facilitate connections in sequencing
7,VC2M7N02,,,New,Content description consolidated with new content to facilitate connections in sequencing
7,VC2M7N03,VCMNA242,Compare fractions using equivalence. Locate and represent positive and negative fractions and mixed numbers on a number line,Updated,Combined and refined
7,VC2M7N03,VCMNA247,"Connect fractions, decimals and percentages and carry out simple conversions",Updated,Combined and refined
7,VC2M7N04,VCMNA246,Round decimals to a specified number of decimal places,Refined,Refined for clarity
7,VC2M7N05,VCMNA243,"Solve problems involving addition and subtraction of fractions, including those with unrelated denominators",Updated,No change
7,VC2M7N05,VCMNA244,Multiply and divide fractions and decimals using efficient written strategies and digital technologies,Updated,No change
7,VC2M7N05,VCMNA248,"Find percentages of quantities and express one quantity as a percentage of another, with and without digital technologies.",Updated,No change
7,VC2M7N06,VCMNA243,"Solve problems involving addition and subtraction of fractions, including those with unrelated denominators",Updated,Combined and refined
7,VC2M7N06,VCMNA244,Multiply and divide fractions and decimals using efficient written strategies and digital technologies,Updated,Combined and refined
7,VC2M7N06,VCMNA248,"Find percentages of quantities and express one quantity as a percentage of another, with and without digital technologies.",Updated,Combined and refined
7,VC2M7N07,VCMNA243,"Solve problems involving addition and subtraction of fractions, including those with unrelated denominators",Updated,No change
7,VC2M7N07,VCMNA244,Multiply and divide fractions and decimals using efficient written strategies and digital technologies,Updated,No change
7,VC2M7N07,VCMNA248,"Find percentages of quantities and express one quantity as a percentage of another, with and without digital technologies.",Updated,No change
7,VC2M7N08,VCMNA241,"Compare, order, add and subtract integers",Refined,Refined for clarity
7,VC2M7N09,VCMNA245,"Express one quantity as a fraction of another, with and without the use of digital technologies",Updated,Combined and refined
7,VC2M7N09,VCMNA249,Recognise and solve problems involving simple ratios,Updated,Combined and refined
7,VC2M7N10,VCMNA243,"Solve problems involving addition and subtraction of fractions, including those with unrelated denominators",Updated,Combined and split
7,VC2M7N10,VCMNA248,"Find percentages of quantities and express one quantity as a percentage of another, with and without digital technologies.",Updated,Combined and split
7,VC2M7N10,VCMNA250,"Investigate and calculate 'best buys', with and without digital technologies",Updated,Combined and split
7,,VCMNA254,Design and implement mathematical algorithms using a simple general purpose programming language,Removed,Removed to reduce duplication.
7,VC2M7A01,VCMNA251,Introduce the concept of variables as a way of representing numbers using letters,Updated,Combined and refined
7,VC2M7A02,VCMNA240,"Apply the associative, commutative and distributive laws to aid mental and written computation and make estimates for these computations",Updated,Content descriptions consolidated to facilitate connections in sequencing
7,VC2M7A02,VCMNA252,Create algebraic expressions and evaluate them by substituting a given value for each variable,Updated,Content descriptions consolidated to facilitate connections in sequencing
7,VC2M7A02,VCMNA253,Extend and apply the laws and properties of arithmetic to algebraic terms and expressions,Updated,Content descriptions consolidated to facilitate connections in sequencing
7,VC2M7A03,VCMNA256,Solve simple linear equations,Refined,Refined
7,VC2M7A04,VCMNA257,"Investigate, interpret and analyse graphs from real life data, including consideration of domain and range",Refined,Refined
7,VC2M7A05,VCMNA252,Create algebraic expressions and evaluate them by substituting a given value for each variable,Updated,Combined and split
7,VC2M7A05,VCMNA253,Extend and apply the laws and properties of arithmetic to algebraic terms and expressions,Updated,Combined and split
7,VC2M7A05,VCMNA255,"Given coordinates, plot points on the Cartesian plane, and find coordinates for a given point",Updated,Combined and split
7,VC2M7A06,,,New,New content description
