Subject,Term,Definition
Mathematics,Base,"A **base** is a number that is the 'building block' for a given number system. The choice of base determines the representation of numbers in that system. The most common bases used are binary and hexadecimal (base 2 and base 16, used for computing), octal (base 8) and decimal (base 10). An example of a decimal number is: 537 = 500 + 30 + 7 = (5 × 10²) + (3 × 10¹) + (7 × 10⁰) An example of a binary number is 11001₂. Converted to decimal, this would be: 11001₂ = (1 × 2⁴) + (1 × 2³) + (1 × 2⁰) = 16 + 8 + 1 = 25"
Mathematics,Base-10,"**Base-10** is a number system that uses the digits 0--9 and the value of the digit is determined by its face value and its place value: for example, 283 = 2 × 100 + 8 × 10 + 3 × 1 and 283 = 200 + 80 + 3."
Mathematics,Bernoulli trial,"A **Bernoulli trial** is a trial where there is a probability p of success and (1 -- p) of failure (sometimes also referred to as q) in any given trial. An example could be the probability of an even number when rolling a dice. For every trial, the probability of success p = 3/6 = 0.5. The probability of failure (1 - p) = 1 - 0.5 = 0.5. Note that the probabilities for success and failure add to 1 since p + (1 - p) = 1. See also: probability, trial."
Mathematics,Bias (statistics),"In statistics, **bias** is a measure being systematically moved away from the true value, leading to overestimating or underestimating that value."
Mathematics,Bimodal data,"A data set is said to have a **bimodal** distribution if it has 2 modes. The term bimodal is also used if the graph of the distribution has 2 distinct 'peak' values, as shown in the histogram below: (See diagram in Mathematics Glossary document on VCAA website) See also: mode."
Mathematics,Bivariate data,See: data.
Mathematics,Box-and-whisker plot,"A **box-and-whisker plot** is a graphical display of a five-number summary (the minimum value, the lower quartile Q~1~, the median, the upper quartile Q~3~ and the maximum value). In a box-and-whisker plot, the 'box' covers the interquartile range (IQR = Q~3~ -- Q~1~), with 'whiskers' reaching out from each end of the box to indicate maximum and minimum values in the data set (formally, any data values a distance greater than 1.5 × IQR from the median are represented as individual data points). A vertical line in the box is used to indicate the location of the median. The box-and-whisker plot below has been constructed from the five-number summary of the resting pulse rates of 17 students. (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website) The term 'box-and-whisker plot' is commonly abbreviated to 'box plot'. See also: five-number summary."
Mathematics,Box plot,See: box-and-whisker plot.
Mathematics,Branch (programming),"A **branch** occurs in a computer program, which leads to different instructions being followed depending on a state at that branch point (for example, true or false, a variable reaching a certain magnitude): that is, a decision is made. Examples of branching and decisions may be visualised more easily in a flow chart. See also: flow chart."
Mathematics,Capacity,"**Capacity** is a term used to describe how much a container will hold. It is often used in relation to the volume of fluids. Units of capacity (volume of fluids or gases) include litres (L) and millilitres (mL). For example, the boot capacity of a typical hatchback car would be around 390 litres."
Mathematics,Cartesian coordinate system,"The position of any point in the Cartesian plane can be represented by an ordered pair of numbers (x, y)*.* These ordered pairs are called the coordinates of the point. This is called the **Cartesian coordinate system**. The point with coordinates (4, 2) has been plotted on the Cartesian plane shown. The coordinates of the origin are (0, 0). (See diagram in Mathematics Glossary document on VCAA website) The Cartesian plane is divided into 4 regions, called **quadrants**, by the axes and origin of the coordinate system: - the point (4, 2) is in the first quadrant (top right) - the point (--4, 2) is in the second quadrant (top left) - the point (--4, --2) is in the third quadrant (bottom left) - the point (4, --2) is in the fourth quadrant (bottom right) See also: Cartesian plane."
Mathematics,Cartesian plane,Two intersecting number lines are taken intersecting at right angles at their origins to form the axes of the coordinate system. The plane is then divided into 4 quadrants by these perpendicular axes called the x-axis (horizontal line) and the y-axis (vertical line). This plane is called the **Cartesian plane**. See also: Cartesian coordinate system.
Mathematics,Categorical variable,"A **categorical variable** takes values from sets that are not numerical. For example, *blood group* is a categorical variable; its values are A, B, AB or O. So too is *construction type* of a house; its values might be brick, concrete, timber or steel. Categories may have numerical labels too: for example, for the variable *postcode* the category labels would be numbers such as 3787, 5623, 2016, etc., but these labels have no numerical significance. It makes no sense, for example, to use these numerical labels to calculate the average postcode in Australia. See also: numerical data."
Mathematics,Census,A **census** collects information about the whole of a population. See also: population.
Mathematics,Chance and likelihood,"The relative frequency of an event is the **chance** or **likelihood** of the event occurring. This may be expressed qualitatively using terms such as: impossible, no chance, not likely, an even chance, odds-on, likely, a certainty. Relative frequencies may also be expressed quantitatively using numbers on a scale from 0 (impossible) to 1 (certain). These numerical values are often expressed as fractions such as 1/2, ratios such as 2:3, decimals such as 0.87 or percentages such as 40%. See also: probability."
Mathematics,Chance experiment (trial),A **chance experiment** is an investigation process that involves planning and conducting a repeatable experiment involving chance where more than one possible outcome may occur. Experiments can be single or multi-step and results can vary across trials.
Mathematics,Chord,"A **chord** is a line segment (interval) joining 2 points on the circumference of a circle. In the diagram below, the line segment *QP* is a chord. (See diagram in Mathematics Glossary document on VCAA website) A chord is also a line segment joining 2 points on a curve: (See diagram in Mathematics Glossary document on VCAA website) See also: circumference, diameter, line segment."
Mathematics,Circle,"A **circle** is the set of all points in the plane that are a fixed distance (the radius) from a given point (the centre of the circle). Sometimes 'circle' is used to refer to the closed curve, as in the circumference of a circle. At other times, it is used to refer to the entire shape: that is, the region including both the boundary and its interior. A circle with centre *O* and radius *OA* of length *r* is shown in the following diagram. (See diagram in Mathematics Glossary document on VCAA website) A circle can be constructed with a compass or dynamic geometry software, given the centre and radius of the circle, or 3 points that the circle passes through. See also: chord, diameter, radius."
Mathematics,Circumference,"The **circumference** of a circle is also used to refer to the measure of its perimeter. If the diameter or the radius of a circle is known, then its circumference is calculated as: circumference = π × diameter = 2 × π × radius For example, using π ≈ 3.14, the circumference of a backyard swimming pool with a 4-metre diameter is approximately 12.56 metres. For a rough underestimate, the value of π can be taken to be approximately 3. In this case the corresponding rough estimate for the circumference of the pool would be 3 × 4 = 12 metres. The circumference of a circle with unit radius is 2π ≈ 6.28 units. See also: circle, perimeter."
Mathematics,Closure,"The result of carrying out an operation on an element of a set, or elements of a set, is also an element of that set. This is called **closure**. For example, multiplication is closed on the set of natural numbers, because the result of multiplying any pair of natural numbers is also a natural number. Division is *not* closed on natural numbers, since 9 and 2 are both natural numbers but the result of dividing 9 by 2 is not a natural number. This is because 9 ÷ 2 = 9/2 = 4.5, and 4.5 is a decimal fraction, not a natural number."
Mathematics,Coding,"**Coding** is a process by which algorithms are represented for implementation. For computers, this is done using a coding language such as block coding, C++, JavaScript, Python or Wolfram Language. See also: implementation."
Mathematics,Co-domain,See: domain.
Mathematics,Coefficient,"A **coefficient** is a constant that multiplies variables raised to positive integer powers. For example, in the expression - 2xy² , the variables are x and y and the coefficient is - 2. See also: constant."
Mathematics,Co-interior angle,"Consider a transversal (line) intersecting a pair of lines (which may or may not be parallel). Angles that are formed at the intersection of these lines with the transversal, within the 2 lines, and on the same side of the transversal, are called **co-interior (allied) angles**. An example of 2 co-interior angles are the angles a and b shown in the following diagram: Note that the angles c and d would also be co-interior angles, but *not* the angles b and c because they are on different sides of the transversal. The angles b and c would, however, be alternate angles. If the pair of lines intersected by the transversal are parallel, then the sum of the angle measures of the 2 co-interior angles is 180°. Conversely, if the sum of the angle measures of the two co-interior angles is 180°, then the 2 lines intersected by the transversal are parallel. For example, in the diagram below, angle a + b = 180∘. See also: angle, alternate angle, parallel, transversal."
Mathematics,Column graph,"A **column** **graph** is a graph used in statistics for organising and displaying categorical data. To construct a column graph, equal-width rectangular bars are constructed for each category with height equal to the observed frequency of the category as shown in the example below, which displays the hair colours of 27 students. (See diagram in Mathematics Glossary document on VCAA website) Column graphs are frequently called bar graphs or bar charts. In a bar graph or chart, the bars can be either vertical or horizontal, but are *never* joined (there is always a gap left between them). See also: categorical variable."
Mathematics,Common factor,"A **common factor** (or **common divisor**) of a set of numbers or algebraic expressions is a factor of each element of that set. For example,6 is a common factor of {24, 54, 66} as 6 divides evenly into each of these numbers, and 3 is a common factor of (15, 9x) for the same reason. Note that (x -- 1) is a common factor of (2x -- 2, x² -- 1, x² + 4x -- 5) because\ 2x -- 2 = 2(x - 1), x² -- 1 = (x - 1)(x + 1)and x² + 4x -- 5 = (x - 1)(x + 5). See also: algebraic expression."
Mathematics,Commutative,"An operation is **commutative** if the result of applying the operation to any 2 elements of a set is the same, regardless of the order of the elements. Addition and multiplication *are* commutative on the set of natural numbers. For example: 6 + 12 = 12 + 6 = 18 and 6 × 12 = 12 × 6 = 72 However, subtraction and division *are not* commutative. For example: 6 − 12 = − 6 but 12 − 6 = 6 and 6 ÷ 12 = 1/2 but 12 ÷ 6 = 2. See also: commutative laws."
Mathematics,Commutative laws,"In general, the **commutative laws** (properties) for addition and multiplication of real numbers state that *for all* real numbers a and b, a + b = b + a and ab = ba, respectively. See also: commutative."
Mathematics,Complement (set),"The set of all elements *not* in a given set with respect to the universal set for a particular context or situation is the **complement set**. For example, if the universal set in a particular situation is taken to be the letters of the alphabet, the complement to the set of vowels is the rest of the alphabet. If the universal set in a particular situation is taken to be the set of numbers {1, 2, 3, 4, 5, 6, 7, 8, 9, 10}, then the complement to A = {4, 5, 6} is the set {1, 2, 3, 7, 8, 9, 10}. The complement of A is written as A\', or A. So here we could writeA\' ={1, 2, 3, 7, 8, 9, 10}. See also: element, set."
Mathematics,Complementary angles,"Two adjacent angles that form a right angle are said to be **complementary** **angles**: that is, the sum of the angle measures in degrees of complementary angles is 90°. An example of 2 complementary angles is shown below: (See diagram in Mathematics Glossary document on VCAA website) See also: adjacent, angle."
Mathematics,Complementary events,"Events A and B are **complementary events**, if A and B are mutually exclusive and\ Pr(A) + Pr(B) = 1 where Pr(A) is the probability of event A and Pr(B) the probability of event B. For example, A and B are complementary events if Pr(A) is the probability of rolling a 3 on a dice and Pr(B) the probability of *not* rolling a 3. This is because Pr(A) + Pr(B) = 1/6 + 5/6 = 1."
Mathematics,Complex shapes and objects,A **complex shape** is a closed shape comprising a number of plane shapes. **Complex objects** are composed of simpler objects. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Composite number,"A non-zero natural number that has a factor other than 1 and itself is a **composite number**. Using sets, a non-zero natural number that has more than 2 distinct elements in its factor set is a composite number. For example, 8 is a composite number as it has 4 distinct elements in its factor set: {1, 2, 4, 8}. The number 2 is not a composite number since it has only 2 distinct elements in its factor set: {1, 2}. With the exception of 1, which has only one distinct element in its factor set: {1}, all non-zero natural numbers are either composite or prime. See also: factor, natural number, prime number."
Mathematics,Composite shape,A shape that is formed by combining other plane shapes. **Composite shapes** are often described as 'complex' when they are made up of many and different shapes. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Compound event,"In probability, a **compound event** is an event that consists of more than one event occurring at the same time: for example, tossing a coin and selecting a card."
Mathematics,Compound interest,"The interest earned by investing a sum of money (the principal) is **compound interest** if each successive interest payment is added to the principal for the purpose of calculating the next interest payment. If the principal \$P earns compound interest at the rate of r per period, then after n periods the principal plus interest is \$P(1 + r)ⁿ. For example, if \$2000 is deposited into a savings account (P = 2000) at an annual interest rate of 2% (r = 2/100 per year = 0.02 per year = 0.02/12 per month), compounded monthly (period is months), the value of the investment after 5 years (n = 5 × 12months = 60) would be \$2000(1 + 0.02/12)⁶⁰ = \$2210.16. See also: simple interest."
Mathematics,Computation,**Computation** is the action of a mathematical calculation. Computation may also be used in the context of computer science.
Mathematics,Computational thinking,"**Computational thinking** is a way of thinking that helps to organise data logically by breaking down problems into parts; defining abstract concepts; and designing and using algorithms, patterns and models. This type of thinking may be considered specific to computers and involves solving problems, designing systems and implementation. See also: algorithmic thinking, implementation."
Mathematics,Concave (shape),See polygon.
Mathematics,Cone,"A **cone** is a solid that is formed by taking a circular base and a point not in the plane of this circle (either above or below the circle) called the vertex and joining the vertex to each point on the circumference of the circular base. A **right-cone**, or **vertical** **cone**, is a cone with its vertex *directly above* the centre of the circular base. The term 'cone' is often used to mean a right-cone. - The **height of the cone** is the distance from the vertex to the > centre of the circular base. - The **slant height** of a cone is the distance from any point on the > circumference of the circle to the vertex. An example of a right-cone is below: (See diagram in Mathematics Glossary document on VCAA website) A **slant cone** is a cone with a vertex not directly above the centre of the circular base, as shown below: (See diagram in Mathematics Glossary document on VCAA website) A cone may be said to be open or closed depending on whether the circular end is included. For example, an ice-cream cone would be an example of an open cone. If a closed cone has radius r units, and height h units, then its surface area, S units^2^ is given by S = πr(r + √(h² + r²) ), and its volume V units^3^ is given by V = πr²h/3. For example, if a cone has a radius of 3 cm and a height of 4 cm then the surface area S = 3π(3 + √(16 + 9) ) = 3π(3 + √(25) ) = 3π(3 + 5 ) = 24π cm², and its volume V units^3^ would be V = π(3²)4/3 = 36/3π cm³."
Mathematics,Conditional probability,"Consideration of whether the knowledge of the occurrence of one event, A, affects the probability of occurrence of another event, B."
Mathematics,Conditional statement,"A **conditional** **statement** is part of an algorithm that will engage different processes depending on a specific state of inputs at that point, and is of the form 'if *a* then *b*' for a condition *a* and a process *b*. For example, in a function machine that outputs only even numbers, if the input number x is odd, then the output could be x + 1. If the input number is even, then the output could be x. All input numbers will then result in an even number being output."
Mathematics,Congruence,"Two-plane figures are called **congruent** if one can be moved by a sequence of translations, rotations and reflections so that it fits exactly on top of the other figure. Two figures are congruent when we can match every part of one figure with the corresponding part of the other figure. For example, the 2 figures below are congruent. Matching intervals have the same length, and matching angles have the same size. (See diagram in Mathematics Glossary document on VCAA website) See also: reflection, rotation, transformation."
Mathematics,Congruent triangles,"The following are sets of conditions for a pair of triangles to be congruent: - **Side-Side-Side (SSS)** -- corresponding sides are equal in length - **Side-Angle-Side (SAS)** -- 2 corresponding sides are of equal length and their included angles are of equal measure - **Angle-Side-Angle (ASA)** -- 2 corresponding angles are of equal measure and their included sides are of equal length - **Angle-Angle- Side (AAS)** -- 2 pairs of angles are of equal measure, and a pair of corresponding non-included sides are equal in length - **Right angle-Hypotenuse-Side (RHS)** -- 2 right-angled triangles are congruent if their hypotenuses are of equal length and one of the other sides is of equal length. See also: congruence, transformation."
Mathematics,Conjecture,"A **conjecture** is a statement whose truth or otherwise is not yet determined but is open to further investigation: for example, Goldbach\'s Conjecture: 'every even natural number greater than 2 can be expressed as a sum of 2 prime numbers'. First stated in 1742, the Goldbach conjecture has not yet been either proven to be true or shown to be false, although many mathematicians *believe* that it is true."
Mathematics,Connected,"Two points in the plane are said to be **connected** if there is a line or curve (edge) that joins them. A set of points in the plane, such as a network, is said to be connected if there are no 2 points in the set that are not connected: that is, every point can be reached from another point. A set of points that is not connected is called **disconnected**. Examples of a connected graph (network) and a disconnected graph respectively are shown below: (See diagram in Mathematics Glossary document on VCAA website) (See diagram in Mathematics Glossary document on VCAA website) See also: network."
Mathematics,Connective,"A logical term that connects or qualifies other expressions, such as 'and', 'or', 'not', 'if \... then \...' and 'is equivalent to' is a **connective**. For example, given a set of attribute blocks, specifying the blocks that are red *and* square involves 2 attributes 'red', 'square' that apply to some blocks but not to others. The use of the connective *and* to specify 'red' *and* 'square' required both attributes to apply."
Mathematics,Constant,"A **constant** is a number that has a fixed value in a given context. For example, in the calculation of n + 11 for different natural numbers n, the number 11 is a constant. In formulas such as P = 4 × l, 4 is a constant while P and l are variables. **Undetermined constants** are constants without known values. For example, the general linear equation y = mx + c has 2 such constants: m and c. Two or more points that lie on a line could be used to find the values of m and c for the equation y = mx + cthat describes the line. See also: variables."
Mathematics,Constraint,"A condition that is applied in a given context is a **constraint**. For example, in solving the equation 3x + 2y = 8, a constraint may be that only natural number solutions are required (there are an infinite number of integer solutions)."
Mathematics,Continuous,"**Continuous** data can, in principle, assume all possible values in a given interval. For example, height is a continuous data measurement. While the actual height of a person can only be physically measured to a given accuracy, it is possible in principle for a person's height to be any value within a typical range of heights for a human being. See also: numerical variable, variable."
Mathematics,Continuous numerical variable,"A **continuous** **variable** is a variable that can take any value over an interval subset of the real numbers. Examples of continuous variables for measurement data are height, reaction time to a stimulus and systolic blood pressure. See also: numerical variable, variable."
Mathematics,Convex (shape),See polygon.
Mathematics,Coordinate,"The position of any point on a plane can be represented by an ordered pair of numbers, given a specified set of axes. For example, the ordered pair (a, b) in the Cartesian plane (where the 2 axes are labelled x and y) is found at the point where both x = a and y = b. This ordered pair is called the **coordinates** of the point. The x coordinate (or *abscisse*) is the first number a in this ordered pair, the y coordinate (or *ordinate*) the second number, b."
Mathematics,Coordinate system,"There exist many **coordinate systems**, depending on the coordinate axes chosen. An example of a coordinate system is the Cartesian coordinate system. See also: Cartesian coordinate system."
Mathematics,Co-prime,"Two positive integers that have no common factors other than 1 are said to be **co-prime**. For example, 27 and 32 are co-prime because their factor sets are {1, 3, 9, 27} and {1, 2, 4, 8, 16, 32} respectively, with the only common factor being 1. See also: factor."
Mathematics,Correspondence,"Four classes of **correspondence** may be considered: - **One-to-one correspondence:** A function between 2 sets where each element in one set (domain) corresponds to exactly one element in the other set (range) and vice versa. Thus, in a ballroom dancing class, there will be a one-to-one correspondence between male and female partners during a given dance. - **Many-to-one correspondence:** A function between 2 sets where each element in one set (domain) corresponds to exactly one element in the other set (range); however, an element in the range may be mapped onto by more than one element in the domain. For example, each student in a class has exactly one height measure (to the nearest centimetre) at a given instant (so the relation \'the height of\' is a function) but it may be the case that 2 students are the same height. - **One-to-many correspondence:** A relation between 2 sets where each element in one set (domain) corresponds to many elements in the other set (range). An example of such a correspondence could be in retail, where a shopper would have a unique customer ID but could have many purchases (given an order number). There would be many different order numbers that correspond to the same customer ID, and only one customer ID linked to each of these specific purchases. A one-to-many correspondence does not define a function. For example, a one-to-many function with 2 different y-values for one x-value (such as a circle) will fail the vertical line test to check if a relation is a function. - **Many-to-many correspondence:** A relation between 2 sets where each element in one set (domain) corresponds to many elements in the other set (range), and each element in the range correspond to many elements in the domain. Examples of this type of correspondence are seen in databases. For example, business *A* might have many suppliers of goods, and each supplier could have many other clients (including, in this case, business *A*). See also: function, range, relation."
Mathematics,Corresponding angles,"Angles that are adjacent to a transversal intersecting a pair of lines, as indicated in the diagram below are said to be *corresponding* **angles**. Corresponding angles are on the same side of the traversal and both above or both below the line the transversal intersects: If the pair of lines are parallel, then corresponding angles have equal measure. Conversely, if a pair of corresponding angles have equal measure then the 2 lines the transversal intersects are parallel. See also: angle, parallel, transversal."
Mathematics,Cosine (ratio),"In any right-angled triangle, cos(θ) = adjacent/hypotenuse where 0° \< θ \< 90° (See diagram in Mathematics Glossary document on VCAA website) See also: trigonometry."
Mathematics,Cosine rule,"In any triangle *ABC* as below, the **cosine rule** is given by: c² = a² + b² - 2ab cos⁡(C). (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Counter-example,"A **counter-example** is an instance where a proposition or conjecture is false. For example, the number 6 is a counter-example to the proposition that every even number is also a multiple of 4."
