Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 7 and 8,Exploring,,VC2AVA8E02,"Explore the diversity of artworks created by Aboriginal and Torres Strait Islander Peoples and culturally responsive approaches to creating artworks, including Indigenous Cultural and Intellectual Property rights",,"Using Aboriginal and Torres Strait Islander Peoples’ cultural material to develop and create contemporary work; for example, using cultural material that belongs to a collective or a cultural group rather than an individual when creating new work"
Levels 7 and 8,Developing Practices,,VC2AVA8D01,"Develop and refine skills in visual arts practices using visual conventions, visual arts processes and materials to create artworks",,"Investigating the choices that other artists have made to represent ideas to assist in developing their own ideas; for example, using sketches, studies, maquettes or annotated digital images of artworks"
Levels 7 and 8,Developing Practices,,VC2AVA8D01,"Develop and refine skills in visual arts practices using visual conventions, visual arts processes and materials to create artworks",,"Reflecting on learning and evaluating and resolving choices to represent their ideas as the ideas for the artwork progress, using informal discussions, process annotations, reviews or written/oral/multimedia evaluations in physical or digital journals or visual diaries"
Levels 7 and 8,Developing Practices,,VC2AVA8D01,"Develop and refine skills in visual arts practices using visual conventions, visual arts processes and materials to create artworks",,"Exploring the ways that a range of artists use materials, visual conventions and visual art processes to communicate their concepts, for example by investigating how artists use choices of materials and visual arts processes when working on a similar concept and how this impacts the audience or viewer response, or experimenting with these approaches to consider how they might approach the same concept"
Levels 7 and 8,Developing Practices,,VC2AVA8D01,"Develop and refine skills in visual arts practices using visual conventions, visual arts processes and materials to create artworks",,"Observing the different ways that artists respond to sensory stimuli, such as emotions, feelings or material properties, to generate ideas and directions for their own works; for example, being guided by the tactile qualities of a material as inspiration for practical exploration"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Developing understanding of the ways that visual conventions can be used to communicate feelings and emotions in artworks, reflecting on and documenting their use in a range of artworks"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Exploring and reflecting on the way a particular artist or group of artists use materials, techniques and processes in their work to inform their own investigations"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Reflecting on their own explorations and the work of others to develop an understanding of visual conventions and how they can be used to communicate meaning in artworks, building on their understanding of composition to explore multiple ways to represent space and depth in an artwork; for example, experimenting with proportion and scale, positive and negative space in 3D work, or exploring the use of linear, aerial and atmospheric perspective, and reflecting on how they may apply this understanding to create the illusion of space"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,Documenting the processes used to create a visual arts work in a written or electronic journal
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Evaluating feedback from teachers and peers, for example feedback offered in discussions and reviews of the progress and planning of their artworks and planning in progress, then documenting their subsequent decisions and responses in written, oral, multimedia, physical or digital journals or diaries using visual arts terminology"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Using set goals to practise and reflect on the use of specific skills over time; for example, practising observational drawing skills by completing one drawing a week of increasingly complex compositions and using questions to reflect on aims, strengths and areas for improvement"
Levels 7 and 8,Developing Practices,,VC2AVA8D02,"Reflect on, analyse and document their own and others’ visual arts practices to inform decisions they make in the exploration, development and resolution of their artworks",,"Considering sustainable practices when exploring properties of materials to understand how they can be used to create artworks; for example, considering when it is appropriate to fire ceramics, taking into consideration the longevity of the finished product, or exploring the creation of dyes and paints made from natural materials, such as plants or fruits"
Levels 7 and 8,Creating,,VC2AVA8C01,"Select and manipulate visual conventions, visual arts processes and materials to create artworks",,"Applying their knowledge and understanding of visual arts processes, materials and techniques to create artworks; for example, demonstrating understanding of relief printing and the technical skills needed to create an edition of prints or creating artworks by exploring digital tools"
Levels 7 and 8,Creating,,VC2AVA8C01,"Select and manipulate visual conventions, visual arts processes and materials to create artworks",,Representing ideas in their artworks through considered use of visual conventions
Levels 7 and 8,Creating,,VC2AVA8C01,"Select and manipulate visual conventions, visual arts processes and materials to create artworks",,"Creating a series of digital assets that represent distinct textures (for example, placing assets within a space that explore visual conventions, such as line, shape and colour), creating artworks and using their visual arts practice as a way of exploring their feelings and emotions, such as self-awareness, emotional awareness and personal wellbeing"
Levels 7 and 8,Creating,,VC2AVA8C01,"Select and manipulate visual conventions, visual arts processes and materials to create artworks",,Working independently and/or in groups to create artworks that tell stories or create awareness about issues that are significant and important to them
Levels 7 and 8,Creating,,VC2AVA8C01,"Select and manipulate visual conventions, visual arts processes and materials to create artworks",,"Transforming an analog visual arts work into a series of digital versions using digital tools, visual art processes and materials, evaluating and selecting the most successful transformation and documenting the steps in the process using appropriate visual arts terminology"
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,"Using viewpoints to develop questions to explore issues and concepts that arise from the combination of elements in an artwork, such as ‘What combinations are surprising and where can this lead me?’, ‘What would happen if I …?’ and ‘How can I push these ideas further?’"
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,"Engaging in visual brainstorming by selecting, organising and combining appropriate images, forms, visual art processes and materials to represent ideas about a particular subject; for example, annotating the process with short statements using visual arts terminology"
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,"Documenting their visual arts practice when developing ideas and processes, such as the use of materials and tools, creative thinking and reflection as they experiment and develop skills in using materials and techniques, finding ways to communicate their thinking visually and developing their use of visual arts language"
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,"Developing a series of compositional sketches as planning for a final artwork that communicates how the visual conventions and planned processes will communicate meaning, making decisions about the final artwork and justifying their choices"
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,Exploring and researching ideas and subject matter about their interests in the world from a particular perspective or a range of perspectives and then planning and refining their approaches to represent their ideas
Levels 7 and 8,Creating,,VC2AVA8C02,"Explore, develop and refine artworks in a range of art forms and styles to communicate ideas, perspectives and meaning",,"Recording and documenting their research into a subject or theme using their own images or images from other sources, written annotations and comments or evaluations"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Using viewpoints to develop questions for the presentation of artworks, such as ‘How can I create a visual narrative through the groupings of these artworks?’, ‘Does the audience need space to view this artwork or do I want to draw them in close?’ and ‘How does this artwork relate to the space in which it will be displayed?’"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Creating a webpage, walkthrough, presentation or other document to connect remote audiences with a display of artworks"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Working together to identify and select a space within the school for showing their works, considering who in the community might see their works or why it could be valuable for others to see their works"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Visiting and evaluating exhibitions of work in galleries, museums or community sites and developing responses in written, oral or multimedia explanations or reviews, digital presentations or in oral discussions"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Making a themed series of artworks to be displayed in the class or via the school intranet, considering the relationships between each of the artworks and the space in which they are to be displayed"
Levels 7 and 8,Presenting,,VC2AVA8P01,"Curate and present examples of their visual arts practice and/or artworks to communicate ideas, perspectives and/or meaning to audiences",,"Creating didactic labels for an exhibition or display of artworks; for example, researching a variety of didactic labels in an art gallery and using the findings to plan and write labels about artists and artworks"
