Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Levels 5 and 6,Civics and Citizenship,Students explain the values and features of democratic institutions and processes through contemporary issues.,Skills,"explain,values,features,democratic,institutions,processes,through,contemporary,issues","VC2HC6S03,VC2HC6S04",High
Levels 5 and 6,Civics and Citizenship,They explain reasons to participate in democratic processes and deliberate on issues that affect their communities.,Skills,"explain,reasons,participate,democratic,processes,deliberate,issues,affect,communities","VC2HC6K08,VC2HC6S05,VC2HC6S06",High
Levels 5 and 6,Civics and Citizenship,They use knowledge and different perspectives from sources to explain contemporary civics and citizenship issues.,Knowledge and Understanding,"knowledge,different,perspectives,sources,explain,contemporary,civics,citizenship,issues",VC2HC6K07,High
Levels 7 and 8,Civics and Citizenship,"By the end of Level 8, students analyse the roles of key institutions and political actors in Australia’s democracy and the ways in which citizens participate in democracy.",Knowledge and Understanding,"level,analyse,roles,institutions,political,actors,australia,democracy,ways,citizens,participate","VC2HC8K01,VC2HC8K03,VC2HC8K04",High
Levels 7 and 8,Civics and Citizenship,"They explain the characteristics and types of law in Australia, and the principles and features of the Australian legal system, including how citizens can participate in lawmaking.",Knowledge and Understanding,"explain,characteristics,types,australia,principles,features,australian,legal,system,including,citizens,participate,lawmaking","VC2HC8K05,VC2HC8K06,VC2HC8K07,VC2HC8K08",High
Levels 7 and 8,Civics and Citizenship,"Students discuss democratic values and their influence on contemporary Australian society, and the diverse perspectives of individuals and groups towards citizenship and identity.",Knowledge and Understanding,"discuss,democratic,values,influence,contemporary,australian,society,diverse,perspectives,individuals,groups,towards,citizenship,identity","VC2HC8K11,VC2HC8K12",High
Levels 7 and 8,Civics and Citizenship,"Students describe the nature of Australian society and how Australians express different aspects of their identity and communities, including cultural and religious diversity.",Knowledge and Understanding,"describe,nature,australian,society,australians,express,different,aspects,identity,communities,including,cultural,religious,diversity","VC2HC8K11,VC2HC8K12",High
Levels 7 and 8,Civics and Citizenship,They discuss the values that support cohesion in Australian society.,Skills,"discuss,values,support,cohesion,australian,society","VC2HC8S01,VC2HC8S02",High
Levels 7 and 8,Civics and Citizenship,"Students compare a range of sources and perspectives to refine questions to investigate contemporary political, legal and civic issues.",Skills,"compare,range,sources,perspectives,refine,questions,investigate,contemporary,political,legal,civic,issues",VC2HC8S01,High
Levels 7 and 8,Civics and Citizenship,"Students analyse how the values, principles and influences that underpin democratic institutions are expressed, and who exercises power in these institutions.",Skills,"analyse,values,principles,influences,underpin,democratic,institutions,expressed,exercises,power","VC2HC6K02,VC2HC8S03,VC2HC8S04,VC2HC8S05",High
Levels 7 and 8,Civics and Citizenship,They explain reasons for different methods of civic participation and engage in democratic decision-making.,Skills,"explain,reasons,different,methods,civic,participation,engage,democratic,decision,making","VC2HC8S06,VC2HC8S07",High
Levels 7 and 8,Civics and Citizenship,Students develop an analysis of civics and citizenship issues using evidence from diverse perspectives.,Skills,"develop,analysis,civics,citizenship,issues,using,evidence,diverse,perspectives","VC2HC8S02,VC2HC8S08",High
Levels 9 and 10,Civics and Citizenship,"By the end of Level 10, students evaluate the Australian government’s roles and responsibilities at a regional and a global level, including its international legal obligations.",Knowledge and Understanding,"level,evaluate,australian,government,roles,responsibilities,regional,global,including,international,legal,obligations","VC2HC10K04,VC2HC10K07",High
Levels 9 and 10,Civics and Citizenship,"They analyse the Australian Constitution as the basis of the Australian system of government, the process for constitutional change and the role of parliaments and the High Court of Australia in protecting rights.",Knowledge and Understanding,"analyse,australian,constitution,basis,system,government,process,constitutional,change,role,parliaments,high,court,australia,protecting","VC2HC10K01,VC2HC10K06",High
Levels 9 and 10,Civics and Citizenship,Students compare this system of government with at least one other system in the Asia-Pacific region.,Knowledge and Understanding,"compare,system,government,least,other,asia,pacific,region","VC2HC10K03,VC2HC10K08",High
Levels 9 and 10,Civics and Citizenship,They evaluate the roles of key democratic institutions in public discourse and ways of sustaining a resilient democracy.,Knowledge and Understanding,"evaluate,roles,democratic,institutions,public,discourse,ways,sustaining,resilient,democracy","VC2HC10K02,VC2HC10K05,VC2HC10K10,VC2HC10K11",High
Levels 9 and 10,Civics and Citizenship,Students discuss individual and group participation in global issues and global citizenship.,Knowledge and Understanding,"discuss,individual,group,participation,global,issues,citizenship",VC2HC10K09,High
Levels 9 and 10,Civics and Citizenship,"Using a range of sources and perspectives, students develop and evaluate questions to best investigate contemporary political, legal and civic issues, including global issues.",Skills,"using,range,sources,perspectives,develop,evaluate,questions,best,investigate,contemporary,political,legal,civic,issues,including","VC2HC10S01,VC2HC10S02",High
Levels 9 and 10,Civics and Citizenship,"They evaluate political, legal and civic institutions nationally and internationally.",Skills,"evaluate,political,legal,civic,institutions,nationally,internationally","VC2HC10S03,VC2HC10S04,VC2HC10S05",High
Levels 9 and 10,Civics and Citizenship,"They evaluate the effectiveness of democratic decision-making and methods of civic participation, including by participating in civic processes.",Skills,"evaluate,effectiveness,democratic,decision,making,methods,civic,participation,including,participating,processes","VC2HC10S06,VC2HC10S07",High
Levels 9 and 10,Civics and Citizenship,Students evaluate civics and citizenship issues using evidence and diverse perspectives.,Skills,"evaluate,civics,citizenship,issues,using,evidence,diverse,perspectives","VC2HC10S02,VC2HC10S08",High
