Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 7 and 8,Developing Practices,,VC2AMU8D01,Develop and practise listening skills and vocal and/or instrumental skills and techniques for manipulating elements of music to achieve expressive effects,,"Using a listening journal format to document ideas for compositions, interpretations, re-imaginings or performances"
Levels 7 and 8,Developing Practices,,VC2AMU8D02,"Reflect on, analyse and document their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices",,"Practising using aural skills and music terminology to identify and describe technical and expressive elements of music when songwriting, in an instrumental music lesson or in a discussion with peers or a teacher"
Levels 7 and 8,Developing Practices,,VC2AMU8D02,"Reflect on, analyse and document their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices",,"Practising ways to use aural and visual cues when playing or singing in an ensemble, paying attention to chords or phrases that indicate place within a structure (aural) or gestures indicating tempo or entries (visual)"
Levels 7 and 8,Developing Practices,,VC2AMU8D02,"Reflect on, analyse and document their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices",,Using focused listening and selected aural skills to evaluate the use of elements of music when listening to a recording for the purpose of making decisions about how they will interpret the music
Levels 7 and 8,Creating,,VC2AMU8C01,"Interpret music in a variety of forms and styles, manipulating elements of music and employing relevant vocal and/or instrumental techniques",,"Investigating and trialling ways of realising stylistic features when rehearsing, by incorporating effects such as distortion, decay or delay, or using accent"
Levels 7 and 8,Creating,,VC2AMU8C01,"Interpret music in a variety of forms and styles, manipulating elements of music and employing relevant vocal and/or instrumental techniques",,"Interpreting music that is notated/documented in a range of formats, such as graphic or interactive scores, staff notation or tablature (TAB) and recordings to develop an arrangement of a song"
Levels 7 and 8,Creating,,VC2AMU8C01,"Interpret music in a variety of forms and styles, manipulating elements of music and employing relevant vocal and/or instrumental techniques",,"Manipulating sound quality by applying understanding of the range of sounds/timbres that different instruments, voice types and digital tools can produce"
Levels 7 and 8,Creating,,VC2AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and meaning, and notate, document and/or record the music",,Writing songs or instrumental music to communicate ideas or opinions about themes or issues
Levels 7 and 8,Creating,,VC2AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and meaning, and notate, document and/or record the music",,"Combining and manipulating the elements of music in ways that are characteristic of selected styles, creating, and notating, documenting and/or recording a composition using available digital tools"
Levels 7 and 8,Creating,,VC2AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and meaning, and notate, document and/or record the music",,"Using patterns such as harmonic, rhythmic or melodic patterns as the basis for improvisation or composition; for example, creating a composition entirely from loops or recording a series of loops (ostinati/repeating patterns) and then composing or improvising additional melodic lines"
Levels 7 and 8,Creating,,VC2AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and meaning, and notate, document and/or record the music",,"Using software to notate, document and/or record compositions in formats that are appropriate to a genre, style or instrument, such as chord charts or percussion notation"
Levels 7 and 8,Presenting,,VC2AMU8P01,Rehearse and perform music to audiences using relevant vocal and/or instrumental techniques and performance skills,,Rehearsing a range of music in solo and ensemble activities for performance to a variety of audiences
Levels 7 and 8,Presenting,,VC2AMU8P01,Rehearse and perform music to audiences using relevant vocal and/or instrumental techniques and performance skills,,"Performing with correct posture, understanding that the body is part of the performance, standing or sitting as appropriate for the instrument, ensemble, audience and any technology in use such as a microphone, and using correct posture and techniques for tone production"
Levels 7 and 8,Presenting,,VC2AMU8P01,Rehearse and perform music to audiences using relevant vocal and/or instrumental techniques and performance skills,,"Planning performances, rehearsing and performing their own vocal and/or instrumental compositions individually or in a group, and paying attention to expressive skills that convey stylistic understanding, such as articulation and accents"
Levels 7 and 8,Presenting,,VC2AMU8P01,Rehearse and perform music to audiences using relevant vocal and/or instrumental techniques and performance skills,,Experimenting with different ways of staging a performance to communicate ideas and intentions to an audience
