Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 9 and 10,Developing Practices,,VC2ADR10D01,"Experiment with ways to combine the elements of drama, expressive and performance skills and design areas to construct dramatic meaning for audience in improvisations, devised drama and scripted drama",,"Experimenting with the elements of drama and conventions of styles that explore different actor–audience relationships, for example children’s theatre, theatre of cruelty, theatre in the round, physical theatre, immersive theatre or epic theatre"
Levels 9 and 10,Developing Practices,,VC2ADR10D01,"Experiment with ways to combine the elements of drama, expressive and performance skills and design areas to construct dramatic meaning for audience in improvisations, devised drama and scripted drama",,"Annotating a script excerpt, making notes about meaning and intention and what is happening in the excerpt"
Levels 9 and 10,Developing Practices,,VC2ADR10D01,"Experiment with ways to combine the elements of drama, expressive and performance skills and design areas to construct dramatic meaning for audience in improvisations, devised drama and scripted drama",,Using improvisation or working with script to compare different ways that improvised and scripted drama can create characters and action
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,"Maintaining a portfolio of design ideas, stimulus images, extracts from scripts and reviews of theatre to inform choices and interpretations"
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,Maintaining a journal that reflects on the processes of creating a solo or ensemble work
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,"Engaging in class discussion to analyse and evaluate a theatre performance including the acting, direction and application of design areas"
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,Writing a review of a performance that evaluates the effectiveness of some of the choices
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,Discussing how viewing professional performances and productions enhances their own work
Levels 9 and 10,Developing Practices,,VC2ADR10D02,"Reflect on, analyse. evaluate and document their own and others’ drama work to inform choices and interpretations made both as artists and as audiences",,Evaluating drama they experience in live performance and considering how they can use specific techniques in their own work
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,"Using viewpoints to ask questions when exploring character, such as ‘How did the performers use the elements of drama and design elements effectively?’, ‘How did the actors show status and motivation through the application of their expressive and performance skills?’ and ‘What was the intended effect on the audience?’"
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,"Asking evaluative questions, such as ‘How can we use the elements of drama to convey ideas?’, ‘How can we manipulate materials in our drama?’, ‘How can our director and performers shape skills and processes to make and communicate meaning?’ and ‘How are we using design areas?’"
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,"Varying the use of voice techniques such as projection, dynamics, pace, pause and pitch to create and communicate characters’ intentions"
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,Exploring how movement and gesture contrast with stillness and silence to communicate mood
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,"Collaborating, rehearsing and negotiating with others to interpret scripts and explore story, characters and conflict"
Levels 9 and 10,Creating,,VC2ADR10C01,"Create drama and produce theatre for audiences using narrative and non-narrative forms, elements of drama and style-specific conventions to communicate ideas, meaning and intention",,"Devising drama based on research or knowledge about a project happening in their school or local community to encourage cultural awareness or to present different perspectives, for example a social or environmental issue"
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,"Exploring the impact of design areas on dramatic meaning through application of costumes, props, sound, lighting and technologies"
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,Analysing and evaluating a design area and its specific intention in a devised work or the interpretation of a script
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,Analysing the application of a design area and its impact on an audience
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,Working collaboratively to develop a cohesive design concept to interpret a script excerpt
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,Researching and documenting design options in a design portfolio
Levels 9 and 10,Creating,,VC2ADR10C02,Apply design areas to both devised and scripted works to enhance meaning for an intended audience,,Sourcing sustainable materials deliberately to apply design areas in the creation of devised work or the interpretation of a script
Levels 9 and 10,Presenting,,VC2ADR10P01,"Plan, rehearse, refine, present and perform improvised, devised and scripted drama in different contexts to a range of audiences in a range of spaces",,"Using props, costumes and available technologies such as light, sound or multimedia to create symbol and enhance dramatic meaning"
Levels 9 and 10,Presenting,,VC2ADR10P01,"Plan, rehearse, refine, present and perform improvised, devised and scripted drama in different contexts to a range of audiences in a range of spaces",,"Focusing on communication with the audience, for example by remembering lines, movements and cues in rehearsal and performance"
Levels 9 and 10,Presenting,,VC2ADR10P01,"Plan, rehearse, refine, present and perform improvised, devised and scripted drama in different contexts to a range of audiences in a range of spaces",,Showing understanding of the purpose of rehearsing and the need for collaboration when presenting drama and theatre
Levels 9 and 10,Presenting,,VC2ADR10P01,"Plan, rehearse, refine, present and perform improvised, devised and scripted drama in different contexts to a range of audiences in a range of spaces",,Experimenting with actor–audience relationships and making choices that relate to conventions and conveying intended meaning
Levels 9 and 10,Presenting,,VC2ADR10P01,"Plan, rehearse, refine, present and perform improvised, devised and scripted drama in different contexts to a range of audiences in a range of spaces",,"Sharing ideas about their drama with audiences, for example through choice of performance space, approach to entering or leaving the performance space, pre-show presentations or creating an introduction to their work, such as a podcast"
