Subject,Band,Strand,SubStrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K04","Patterns of continuity and change caused by significant events between 600 CE and 1750 CE, including the transformation of the Roman world and the spread of major worldviews",,"Identifying the key events and developments that have shaped the modern era, such as the decline of ancient societies; the spread of major religious worldviews, including Buddhism, Christianity, Hinduism and Islam; the decline and transformation of the Roman Empire and the emergence of western European feudalism; the growth of towns and cities and trade; the migration of peoples; and the emergence of new ideas"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K04","Patterns of continuity and change caused by significant events between 600 CE and 1750 CE, including the transformation of the Roman world and the spread of major worldviews",,"Ranking the historical significance of key developments"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K04","Patterns of continuity and change caused by significant events between 600 CE and 1750 CE, including the transformation of the Roman world and the spread of major worldviews",,"Describing the connection between key events or developments of this period to modern-day life, such as religious holidays and political systems, for example the expansion of the Ottoman Empire, the Magna Carta and the Westminster system"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K04","Patterns of continuity and change caused by significant events between 600 CE and 1750 CE, including the transformation of the Roman world and the spread of major worldviews",,"Investigating the emergence of ideas about the world, such as those formed during the Renaissance, and the place of significant individuals and people who caused change"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K05","Features of the pre-modern world, such as social structures, contact and conflict",,"Brainstorming the key characteristics of medieval and pre-modern societies, such as agrarian economies, development of urban centres, limited division of labour, rigid social hierarchy, trade and the central role of faith systems in organisation of daily life and politics"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K05","Features of the pre-modern world, such as social structures, contact and conflict",,"Examining hierarchical social structures of medieval and pre-modern societies and describing the various roles and status of different social groups"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K05","Features of the pre-modern world, such as social structures, contact and conflict",,"Investigating the causes for conflict in the medieval and pre-modern period, including religious, economic and dynastic factors"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K05","Features of the pre-modern world, such as social structures, contact and conflict",,"Discussing the factors that caused population migration, territorial expansion and journeys of discovery"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Overview: Levels 7 and 8","VC2HH8K05","Features of the pre-modern world, such as social structures, contact and conflict",,"Identifying the significant legacies of the medieval and pre-modern period in the contemporary world"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Discussing the meaning of Deep Time, Everywhen, the Dreaming and Songlines, and their relationship to Aboriginal and Torres Strait Islander Peoples’ histories and cultures"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Reviewing a language map of Aboriginal and Torres Strait Islander Peoples as a reminder of the diversity communities, cultures and histories"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Listening to, reading or viewing a range of Aboriginal Peoples’ creation stories, such as the Kulin story of Bunjil or the Gunaikurnai story of Tiddalick"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Listening to, reading or viewing Torres Strait Islander Peoples’ creation stories, such as those of Tagai"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Describing the purpose of creation stories and the types of knowledge and understanding they convey about Aboriginal Peoples’ relationship with Country and Place"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K06","The diversity of Aboriginal and Torres Strait Islander Peoples’ knowledge and understanding of the creation of Country and Place and people in oral accounts, stories and artworks",,"Investigating how the different features, content and contexts of creation stories are shared in Aboriginal and Torres Strait Islander communities and the evidence of their longevity"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K07","Aboriginal and Torres Strait Islander Peoples’ responses to environmental processes and changes during Deep Time",,"Listening to, viewing or reading stories of Aboriginal and/or Torres Strait Islander Peoples’ that include information about the changing environment during Deep Time, such as stories in Boonwurrung Country (Port Phillip) about the loss of kangaroo hunting grounds, and those in Nukunu Country (Spencer Gulf) about the sea swallowing up the land"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K07","Aboriginal and Torres Strait Islander Peoples’ responses to environmental processes and changes during Deep Time",,"Explaining the consequences of environmental changes on Aboriginal and Torres Strait Islander Peoples across Australia, such as rising sea levels (e.g. the loss of the land bridge to Tasmania and the formation of the Torres Strait Islands from an existing land bridge) and the aridification of some landscapes, such as Lake Mungo"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K07","Aboriginal and Torres Strait Islander Peoples’ responses to environmental processes and changes during Deep Time",,"Investigating the megafauna that inhabited Australia in the Pleistocene epoch and discussing how it may have impacted the sustainable harvesting of game by Aboriginal Peoples, both prior to and after the extinction of megafauna"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K07","Aboriginal and Torres Strait Islander Peoples’ responses to environmental processes and changes during Deep Time",,"Exploring evidence of how Aboriginal and Torres Strait Islander Peoples responded to environmental changes in the Holocene epoch, for example archaeological evidence that people maintained seasonal presence in the Willandra Lakes region at times when water was available, the maritime specialisation of those on the Torres Strait Islands and Cape York around 2500 Before Present (BP), and the de-population of islands such as Rottnest, Kangaroo and Flinders when cut off from the mainland"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K08","The features and structures of Aboriginal and Torres Strait Islander communities and their continuity and change over time, such as connection to Country and Place, spirituality and kinship systems",,"Listening to, viewing or reading Aboriginal and/or Torres Strait Islander Peoples’ stories about Country and Place and customs as evidence of values, beliefs and attitudes"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K08","The features and structures of Aboriginal and Torres Strait Islander communities and their continuity and change over time, such as connection to Country and Place, spirituality and kinship systems",,"Examining the social organisation of Aboriginal and Torres Strait Islander Peoples’ communities, such as moieties, totems and kinship groups, and how they determine roles and relationships with others, including how they underpin marriage laws, and their development and significance in areas such as Central Australia during increasing desertification"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K08","The features and structures of Aboriginal and Torres Strait Islander communities and their continuity and change over time, such as connection to Country and Place, spirituality and kinship systems",,"Examining how social organisation, cultural practices and knowledge of Aboriginal and Torres Strait Islander Peoples are known because they have been passed on through oral traditions, song, dance, music and visual art representations, such as rock paintings, for example narratives or visual representations related to lore, kinship structures and responsibilities to the land, seas, waterways, sky and universe"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K08","The features and structures of Aboriginal and Torres Strait Islander communities and their continuity and change over time, such as connection to Country and Place, spirituality and kinship systems",,"Examining the existence of defined land, sea and sky territories, and the social and political systems that governed Aboriginal and Torres Strait Islander Peoples’ societies, such as land tenure systems, delineation and reciprocal access rights"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Listening to, viewing or reading Aboriginal and Torres Strait Islander Peoples’ stories as perspectives that shaped, and continue to shape, aspects of everyday life"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Investigating important cultural practices of Aboriginal and Torres Strait Islander Peoples and their continuity and change over time, for example lore, rites of passage, and the antiquity and types of funerary customs and burial practices, such as the early example of cremation at the Willandra Lakes, New South Wales, the tombstone openings of the Torres Strait Islands and the log coffins used by the Yolngu Peoples of Arnhem Land"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Examining the trade and bartering of items, such as tools, ochre, medicine and trepang; land and water management practices, such as cultural burning; or water management systems, such as weirs and irrigation, developed by Aboriginal Peoples"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Explaining how food production or procurement, such as agriculture, aquaculture and foraging, were influenced by the environment (e.g. people in the Torres Strait Islands and Cape York developing maritime technologies or the Mithaka People’s development of sustainable harvesting practices)"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Identifying the aquaculture practices developed by Aboriginal Peoples, such as eel traps of the Gunditjmara People at Budj Bim, Victoria; the mollusc harvesting of the Kombumerri People on the Gold Coast, Queensland; and the Baiame’s Ngunnhu stone fish traps used by the Ngemba People at Brewarrina, New South Wales"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K09","Significant Aboriginal and Torres Strait Islander Peoples’ beliefs and values that shaped, and continue to shape, everyday life, such as the relationships with Country and Place, land, trade, technologies and stories",,"Investigating chronologies of technological achievements for continuity and change over time, including the development of stone tools and stone-knapping techniques, such as ground-edge tools, hafted axes and mill stones"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Discussing Aboriginal and Torres Strait Islander Peoples’ cultural protocols, obligations and responsibilities for the care of Country and Place, ancestral remains, artefacts, artworks and knowledge"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Recognising how the human remains of Aboriginal and Torres Strait Islander Peoples are the ancestors of contemporary Aboriginal and Torres Strait Islander Peoples and, as such, any unauthorised disturbance is considered a serious breach of cultural protocol; the ancestral remains found at Lake Mungo (Willandra Lakes region) illustrate these issues of ownership, cultural protocols, research and repatriation"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Examining the importance of consultation with multiple stakeholders when conserving culture and heritage sites, for example the collaboration between the Traditional Owners and researchers"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Investigating world heritage criteria for the listing of significant sites, such as the Budj Bim and Willandra Lakes regions, and cultural landscapes, such as Uluru–Kata Tjuta and Kakadu"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Examining the role of national and state/territory galleries, libraries, archives, museums, historical societies and field sites in curating, conserving and showcasing Aboriginal and Torres Strait Islander Peoples’ histories and cultures"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K10","Cultural protocols for maintaining and preserving Country and Place, ancestral remains, cultural artefacts and artworks and shared responsibility for their maintenance, continuing use and preservation",,"Conducting small group investigations into campaigns for the return of ancestral remains from museums, responses to the destruction of significant cultural sites and/or native title campaigns, and sharing learning with the wider class in a presentation"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K11","Changing evidence and interpretations of Aboriginal and Torres Strait Islander Peoples as the world’s oldest continuous cultures",,"Discussing Aboriginal and Torres Strait Islander Peoples’ understanding and knowledge of creation and their connection to Country and Place as continuous and uninterrupted"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K11","Changing evidence and interpretations of Aboriginal and Torres Strait Islander Peoples as the world’s oldest continuous cultures",,"Comparing historical 20th- and 21st-century historians’ interpretations of the significance of Aboriginal and Torres Strait Islander Peoples’ histories and cultures"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K11","Changing evidence and interpretations of Aboriginal and Torres Strait Islander Peoples as the world’s oldest continuous cultures",,"Evaluating the significance of Mungo Man and Mungo Woman as the oldest evidence of ritual burial by modern humans"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Aboriginal and Torres Strait Islander Peoples’ knowledge and understandings (Deep Time to the modern era)","VC2HH8K11","Changing evidence and interpretations of Aboriginal and Torres Strait Islander Peoples as the world’s oldest continuous cultures",,"Evaluating the categories ‘pre-history’ and ‘history’ as organising concepts for the interpretation of Aboriginal and Torres Strait Islander Peoples’ histories before British colonisation"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","China","Describing the significance of the Yellow River to irrigation and the impact of features, such as the Himalayas, on contacts with other societies, including trade"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","China","Examining the role of climate in enabling the establishment and expansion of agriculture around the Yellow River and how this supported the ancient society"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Egypt","Describing the importance of the Nile River to Egyptian society, for example inundation and farming, the worship of Hapi (god of the inundation), and the use of the Nile as a means of transportation"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Egypt","Explaining how the Nile River enabled the establishment of ancient Egyptian society through farming (including the role of the inundation), transportation, defence (e.g. the cataract fortifications) and religion (e.g. Hapi, god of the inundation; Khnum, a god of the Nile; and Satet, goddess of Nile floods and the Nile cataracts)"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Greece","Describing the impact of the sea and mountain ranges of Ancient Greece on the development of self-governing city-states"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Greece","Explaining the role of topography in providing barriers of defence for city-states, such as the surrounding seas, mountain ranges and river systems, for example the Axios (Vardar), Strouma (Struma) and Nestos rivers"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","India","Identifying how the environment and harmonious relationships with the natural world were reflected in belief systems such as Hinduism, Buddhism and Jainism"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","India","Creating a graphic representation of the extent of India as a political unit at this time, including, for example, its diverse climatic and geographical features, types and location of food production, and areas of high- and low-density population"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Rome","Mapping the geography of the Tiber River and the 7 hills of Rome to explain reasons for the development of the city"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Rome","Explaining the role of the fertile soil of the Po and Tiber River regions in enabling trade through surplus production"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K12","The influence of the physical environment on the development of an ancient society","Rome","Describing the methods used by the Romans to manage resources, such as the water supply through aqueducts and plumbing systems"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","China","Creating a graphic representation of the social structure of Chinese society, including kings, emperors, scholars, farmers, craftsmen and women"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","China","Describing the role of women in shaping ancient society in the areas of marriage, family life, work and education"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","Egypt","Describing the rights and responsibilities of women of different classes in the areas of marriage, family life, work and education, and the depiction of women fulfilling these roles in artwork and funerary texts"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","Egypt","Explaining the social structure of ancient Egypt, including slaves, farmers, craftsmen, merchants, scribes, soldiers, priests, viziers, nomarchs and Pharaoh"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","Greece","Examining evidence of the social structure of Athenian or Spartan society, for example the roles of citizens, women and slaves in Athenian society and the roles of Spartiates, Perioikoi and helots in Spartan society"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","Greece","Describing the rights of citizens in ancient Athens (e.g. the right for men to vote), their responsibilities (e.g. military service, attending assembly meetings) and the concept of freedom"
History,"Levels 7 and 8","Historical Knowledge and Understanding","Investigation: Ancient societies (10 000 BCE – 600 CE)","VC2HH8K13","Features and organisation of ancient societies, significant groups, their perspectives and their roles in influencing and changing society","India","Explaining the role of different groups in the social hierarchy of ancient Indian society, including Brahmans (priests, teachers), Kshatriyas (kings, warriors), Vaishyas (merchants, artisans) and Shudras (labourers, peasants)"
