SubjectArea,Subject,Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
HPE,Health and Physical Education,Years 3 and 4,VC2HP4P07,,,New,New content description
HPE,Health and Physical Education,Years 3 and 4,VC2HP4P08,VCHPEP090,Describe and apply strategies that can be used in situations that make them feel uncomfortable or unsafe,Refined,"Refined, with focus on contemporary term ‘protective behaviours’ and greater clarity on the settings through which this content description can be applied"
HPE,Health and Physical Education,Years 3 and 4,VC2HP4P09,VCHPEP094,Discuss and interpret health information and messages in the media,Updated,Combined content descriptions to enhance teachability
HPE,Health and Physical Education,Years 3 and 4,VC2HP4P09,VCHPEP091,"Identify and practise strategies to promote health, safety and wellbeing",Updated,Combined content descriptions to enhance teachability
HPE,Health and Physical Education,Years 3 and 4,VC2HP4P10,VCHPEP095,"Describe strategies to make the classroom and playground healthy, safe and active spaces",Refined,Refined
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M01,VCHPEM097,"Practise and refine fundamental movement skills in different movement situations in indoor, outdoor and aquatic settings",Refined,No change
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M02,VCHPEM099,Practise and apply movement concepts and strategies,Refined,"Refined, focusing only on movement strategies. Movement concepts sits in a separate content description"
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M03,VCHPEM101,"Combine the elements of effort, space, time, objects and people when performing movement sequences",Refined,This content description focuses on connecting these movement concepts with movement skills. A separate content description connects fundamental movement skills to movement sequences
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M04,VCHPEM098,Perform movement sequences which link fundamental movement skills,Refined,No change
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M05,VCHPEM100,Examine the benefits of physical activity and physical fitness to health and wellbeing,Refined,This content description refinement provides a more suitable commencement point that allows students to reflect on the participatory perspective of how physical activity makes them feel
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M06,VCHPEP096,"Participate in outdoor games and activities to examine how participation promotes a connection between the community, natural and built environments, and health and wellbeing",Refined,"Moved from Contributing to healthy and active communities sub-strand (VC1) and refined, with use of ‘outdoor environments’ for consistency with terms used at VCE"
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M07,VCHPEM100,Examine the benefits of physical activity and physical fitness to health and wellbeing,Refined,This content description is split with separate content descriptions exploring benefits (VC2HP4M07) and physiological responses (VC2HP4M05)
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M08,VCHPEM103,Apply innovative and creative thinking in solving movement challenges,Refined,Refined
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M09,VCHPEM104,"Apply basic rules and scoring systems, and demonstrate fair play when participating",Refined,Refined
HPE,Health and Physical Education,Years 3 and 4,VC2HP4M10,VCHPEM102,Adopt inclusive practices when participating in physical activities,Refined,Refined
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P01,VCHPEP105,Explore how identities are influenced by people and places,Refined,Refined to tie identity influences to the creation of positive self-identities in accordance with a strengths-based approach
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P02,VCHPEP106,Investigate resources to manage changes and transitions associated with puberty,Refined,Refined
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P03,,,New,New content description
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P04,VCHPEP109,Practise skills to establish and manage relationships,Refined,Refined to provide greater specificity to the scope and intent of the content
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P05,VCHPEP114,Investigate how celebrating similarities and differences can strengthen communities,Refined,Refined to focus on the value of diversity
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P06,VCHPEP110,"Examine the influence of emotional responses on behaviour, relationships and health and wellbeing",Refined,"Refined, with more active application to guide how this content description might be delivered"
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P07,,,New,New content description
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P08,VCHPEP107,"Investigate community resources and strategies to seek help about health, safety and wellbeing",Refined,Greater clarity regarding the scope of context for this content
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P09,VCHPEP111,"Recognise how media and important people in the community influence personal attitudes, beliefs, decisions and behaviours",Refined,An opening of the scope to not just specifically include media
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P10,VCHPEP108,"Plan and practise strategies to promote health, safety and wellbeing",Updated,Merging of 2 content descriptions for teachability. Sedentary behaviour and activity plans moved to Making active choices sub-strand (VC2)
HPE,Health and Physical Education,Years 5 and 6,VC2HP6P10,VCHPEP112,"Investigate the role of preventive health in promoting and maintaining health, safety and wellbeing for individuals and their communities",Updated,Merging of 2 content descriptions for teachability. Sedentary behaviour and activity plans moved to Making active choices sub-strand (VC2)
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M01,VCHPEM115,"Practise specialised movement skills and apply them in different movement situations in indoor, outdoor and aquatic settings",Refined,Refined to align with progression of the content description across the learning sequence
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M02,VCHPEM117,Propose and apply movement concepts and strategies,Refined,Removal of movement concepts to a separate content description (VC2HP6M03)
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M03,VCHPEM117,Propose and apply movement concepts and strategies,Refined,New content description. Movement concepts and movement strategies have been separated into 2 content descriptions
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M04,VCHPEM116,Design and perform a variety of movement sequences,Updated,Merged with movement sequences learning sequence from the Moving our bodies sub-strand (VC2)
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M04,VCHPEM119,"Manipulate and modify the elements of effort, space, time, objects and people to perform movement sequences",Updated,Merged with movement sequences learning sequence from the Moving our bodies sub-strand (VC2)
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M05,VCHPEM118,"Participate in physical activities designed to enhance fitness, and discuss the impact of regular participation on health and wellbeing",Refined,This learning sequence focuses more on participation perspectives. Progression from reflecting on ‘how body feels’ to considering this in a more physiological way
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M06,VCHPEP113,Explore how participation in outdoor activities supports personal and community health and wellbeing and creates connections to the natural and built environment,Refined,Moved from the Contributing to healthy and active communities sub-strand (VC1) and refined with use of ‘outdoor environments’ for consistency with terms used at VCE
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M07,,,New,"This content has been realigned from a previous content description in the Being healthy, safe and active sub-strand (VC1)"
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M08,VCHPEM121,Apply critical and creative thinking processes in order to generate and assess solutions to movement challenges,Refined,Refined to ensure suitable progression from Levels 3 and 4 where this learning sequence commences
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M09,VCHPEM122,Demonstrate ethical behaviour and fair play that aligns with the rules when participating in a range of physical activities,Refined,Refined to provide greater clarity of what is expected
HPE,Health and Physical Education,Years 5 and 6,VC2HP6M10,VCHPEM120,Participate positively in groups and teams by encouraging others and negotiating roles and responsibilities,Refined,Refined
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P02,VCHPEP123,Investigate the impact of transition and change on identities,Refined,Refined to allow for the development of strategies to manage change and transition
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P01,VCHPEP124,"Evaluate strategies to manage personal, physical and social changes that occur as they grow older",Refined,"Greater clarity in focus of what factor (values/beliefs) is being investigated in regard to identity development, and aligns with the progression from Levels 5 and 6"
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P03,,,New,New content description
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P04,VCHPEP127,Investigate the benefits of relationships and examine their impact on their own and others’ health and wellbeing,Refined,Refined for greater clarity
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P05,VCHPEP132,Examine the benefits to individuals and communities of valuing diversity and promoting inclusivity,Refined,Refined for greater clarity
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P06,VCHPEP128,"Analyse factors that influence emotions, and develop strategies to demonstrate empathy and sensitivity",Refined,Refined
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P07,,,New,New content description
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P08,VCHPEP125,Examine barriers to seeking support and evaluate strategies to overcome these,Refined,"First aid and CPR specifically included in scope at Levels 7 and 8, moved from VC1 Being healthy safe and active sub-strand"
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P09,VCHPEP129,Develop skills to evaluate health information and express health concerns,Refined,The skill of evaluation of health information has been moved to Levels 9 and 10
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P10,VCHPEP126,"Investigate and select strategies to promote health, safety and wellbeing",Updated,Merged 2 content descriptions to enhance teachability
HPE,Health and Physical Education,Years 7 and 8,VC2HP8P10,VCHPEP130,"Plan and use strategies and resources to enhance the health, safety and wellbeing of their communities",Updated,Merged 2 content descriptions to enhance teachability
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M01,VCHPEM133,Use feedback to improve body control and coordination when performing specialised movement skills,Refined,"Refined with a broader focus, and the aquatic settings included to clarify the mandated requirement to teach swimming and water safety (including in water skills) from F–10"
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M02,VCHPEM135,"Practise, apply and transfer movement concepts and strategies",Refined,Removal of movement concepts to a separate learning sequence below – focus is on movement strategies
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M03,VCHPEM137,"Demonstrate and explain how the elements of effort, space, time, objects and people can enhance performance",Refined,Movement concepts emphasised here
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M04,VCHPEM134,Compose and perform movement sequences for specific purposes in a variety of contexts,Refined,Specific movement concepts added to provide clarity on how movement sequences are to be applied
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M05,VCHPEM136,"Participate in physical activities that develop health-related and skill-related fitness components, and create and monitor personal fitness plans",Refined,"No specific differentiation between health- and skill-related fitness components. Personalised plan moved to learning sequence focused on health and wellbeing, rather than specifically related to fitness"
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M06,VCHPEP131,Plan and implement strategies for connecting to natural and built environments to promote the health and wellbeing of their communities,Refined,Moved from Contributing to healthy and active communities sub-strand (VC1) and refined with use of ‘outdoor environments’ for consistency with terms used at VCE
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M07,,,New,This information has been realigned from a previous content description in Being healthy safe and active sub-strand (VC1)
HPE,Health and Physical Education,Years 7 and 8,,VCHPEM138,Participate in and investigate the cultural and historical significance of a range of physical activities,Removed,Removed and absorbed across the study
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M08,VCHPEM140,Evaluate and justify reasons for decisions and choices of action when solving movement challenges,Refined,Refined to ensure suitable progression across this learning sequence
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M09,VCHPEM141,"Modify rules and scoring systems to allow for fair play, safety and inclusive participation",Refined,Refined to also include equipment
HPE,Health and Physical Education,Years 7 and 8,VC2HP8M10,VCHPEM139,Practise and apply personal and social skills when undertaking a range of roles in physical activities,Refined,More specific contextualisation of personal and social skills
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P01,VCHPEP142,"Evaluate factors that shape identities, and analyse how individuals impact the identities of others",Refined,Refined
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P02,VCHPEP143,Examine the impact of changes and transitions on relationships,Refined,Further rigour in what is required when exploring changes and transitions
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P03,,,New,New content description
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P04,VCHPEP146,Investigate how empathy and ethical decision-making contribute to respectful relationships,Refined,Greater detail that establishes appropriate progression from Levels 7 and 8
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P05,VCHPEP151,Critique behaviours and contextual factors that influence the health and wellbeing of their communities,Refined,Refined for greater clarity
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P06,VCHPEP147,Evaluate situations and propose appropriate emotional responses and then reflect on possible outcomes of different responses to health and wellbeing,Refined,Refined
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P07,,,New,New content description
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P08,VCHPEP144,"Plan, rehearse and evaluate options (including CPR and first aid) for managing situations where their own or others’ health, safety and wellbeing may be at risk",Updated,Merged 2 content descriptions to enhance teachability
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P08,VCHPEP145,Identify and critique the accessibility and effectiveness of support services based in the community that impact on the ability to make healthy and safe choices,Updated,Merged 2 content descriptions to enhance teachability
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P09,VCHPEP148,Evaluate health information from a range of sources and apply to health decisions and situations,Refined,Greater clarity added to what is included within the scope of health information
HPE,Health and Physical Education,Years 9 and 10,VC2HP10P10,VCHPEP149,"Plan, implement and critique strategies to enhance the health, safety and wellbeing of their communities",Refined,"Individual, others and community included in scope of application"
HPE,Health and Physical Education,Years 9 and 10,,VCHPEP150,Plan and evaluate new and creative interventions that promote their own and others’ connection to community and natural and built environments,Removed,Blended into Making active choices sub-strand (VC2)
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M01,VCHPEM153,"Evaluate own and others’ movement compositions, and provide and apply feedback in order to enhance performance situations",Refined,"Refined – focus is on movement skills, including a practical aquatic component"
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M02,VCHPEM154,"Develop, implement and evaluate movement concepts and strategies for successful outcomes",Refined,Removal of movement concepts to a separate learning sequence below. Focus here is movement strategies
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M03,VCHPEM152,Perform and refine specialised movement skills in challenging movement situations,Refined,Movement concepts emphasised here
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M04,VCHPEM156,"Analyse the impact of effort, space, time, objects and people when composing and performing movement sequences",Refined,"Movement sequence focus retained, element of feedback added"
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M05,,,New,New content description
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M06,VCHPEP150,Plan and evaluate new and creative interventions that promote their own and others’ connection to community and natural and built environments,Refined,Moved from Contributing to healthy and active communities (VC1) and refined with use of ‘outdoor environments’ for consistency with terms used at VCE
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M07,VCHPEM155,"Design, implement and evaluate personalised plans for improving or maintaining their own and others’ physical activity and fitness levels",Refined,Refined focus of desired outcomes
HPE,Health and Physical Education,Years 9 and 10,,VCHPEM157,"Examine the role physical activity, outdoor recreation and sport play in the lives of Australians and investigate how this has changed over time",Removed,Absorbed across the study
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M08,VCHPEM159,Transfer understanding from previous movement experiences to create solutions to movement challenges,Refined,Refined
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M09,VCHPEM160,Reflect on how fair play and ethical behaviour can influence the outcomes of movement activities,Refined,"Refined, with specific emphasis on participatory perspectives with use of ‘demonstrate’"
HPE,Health and Physical Education,Years 9 and 10,VC2HP10M10,VCHPEM158,"Devise, implement and refine strategies demonstrating leadership and collaboration skills when working in groups or teams",Refined,Refined
