Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,FA,Number,,VC2MFAN04,Respond to practical situations involving addition and subtraction of collections with physical and virtual materials,,"Responding to a familiar object being removed or added from a collection; for example, using gestures or vocalisations to indicate a change when the adult says ‘all gone’, ‘no more left’, ‘another one’, ‘give me more’ or ‘finished’"
Mathematics,FA,Number,,VC2MFAN04,Respond to practical situations involving addition and subtraction of collections with physical and virtual materials,,"Participating in objects or groups of objects being subtracted from a collection to make none; for example, putting away all the pencils to leave none or posting letters in a letterbox until there are none left"
Mathematics,FA,Number,,VC2MFAN04,Respond to practical situations involving addition and subtraction of collections with physical and virtual materials,,"Participating in objects or groups of objects being added to a collection; for example, adding 3 flowers to a vase with 2 flowers"
Mathematics,FA,Number,,VC2MFAN04,Respond to practical situations involving addition and subtraction of collections with physical and virtual materials,,"Assisting in adding or taking away one object from a collection; for example, touching or gesturing at the object that will be removed"
Mathematics,FA,Number,,VC2MFAN04,Respond to practical situations involving addition and subtraction of collections with physical and virtual materials,,"Participating in situations that involve simple money transactions; for example, using a group of one-dollar coins or notes to ‘pay’ for physical items"
Mathematics,FA,Number,,VC2MFAN05,"Respond to sharing objects or a collection equally, in practical situations",,"Participating in objects being equally distributed and shared; for example, assisting to distribute objects while an adult uses modelled phrases such as ‘one each’, ‘two for everyone’ or ‘one for you and one for me’"
Mathematics,FA,Number,,VC2MFAN05,"Respond to sharing objects or a collection equally, in practical situations",,"Assisting in distributing objects to or sharing objects with others in everyday situations; for example, handing out a writing implement to each student from a collection of writing implements or sharing muffins with each class member after a cooking lesson"
Mathematics,FA,Number,,VC2MFAN05,"Respond to sharing objects or a collection equally, in practical situations",,"Participating in the modelled partitioning or combining of collections of objects; for example, vocalising or gesturing as the teacher partitions counters using a ten-frame while saying ‘We have 6 counters altogether: there are 4 in this group and 2 in that group’"
Mathematics,FA,Algebra,,VC2MFAA01,Respond to actions that have an effect,,"Participating in using objects that generate an immediate effect upon an action; for example, using musical instruments, touch-sensitive lights, crinkly materials, pull-and-push toys, and adapted switch toys or appliances"
Mathematics,FA,Algebra,,VC2MFAA01,Respond to actions that have an effect,,"Experiencing a repeating pattern on textured material; for example, rolling over a series of bumps or feeling a repeating pattern on objects with different textures"
Mathematics,FA,Algebra,,VC2MFAA01,Respond to actions that have an effect,,Using an instrument such as a drum or triangle to make a repeating sound
Mathematics,FA,Algebra,,VC2MFAA01,Respond to actions that have an effect,,"Participating in mark-making; for example, making lines or dots using paint, marker pens or a digital device"
Mathematics,FA,Measurement,,VC2MFAM01,Respond to routine and non-routine events during the school day,,"Responding to a routine or non-routine event by demonstrating a change in body language or facial expression or through vocalisation; for example, looking towards their lunchbox when brought out during mealtime, or responding to a change or disruption to a daily routine or event such as a wet-weather timetable or an incursion"
Mathematics,FA,Measurement,,VC2MFAM01,Respond to routine and non-routine events during the school day,,"Participating in everyday events and their associated visual, equipment and sensory elements; for example, indicating a preference for a known activity through vocalisation or gesture, or looking towards a lunchbox when paired with a symbol, object and single word in response to the teacher saying ‘lunchtime’"
Mathematics,FA,Measurement,,VC2MFAM01,Respond to routine and non-routine events during the school day,,"Responding to routine school events; for example, gesturing or vocalising in response to teacher statements such as ‘Today is Monday. We have swimming after lunch’ or ‘It is recess. Get your morning tea’, or looking at the ‘then’ item on a ‘first-then’ board"
Mathematics,FA,Space,,VC2MFASP01,Respond to shapes and objects in their environment,,"Participating in exploring shapes and objects; for example, feeling the curved edge of a circle compared to the straight edges of a rectangle, tracing the outline of the shapes"
Mathematics,FA,Space,,VC2MFASP01,Respond to shapes and objects in their environment,,"Responding to the naming of different two-dimensional shapes; for example, looking at the corresponding object or picture symbol when it is named"
Mathematics,FA,Space,,VC2MFASP01,Respond to shapes and objects in their environment,,"Assisting in sorting shapes and objects by a single attribute; for example, gazing or gesturing when objects are sorted by colour or shape"
Mathematics,FA,Space,,VC2MFASP01,Respond to shapes and objects in their environment,,"Responding to objects that indicate routine activities; for example, vocalising when presented with a hat to be worn outside for playtime"
Mathematics,FA,Space,,VC2MFASP02,"Respond to movement of objects, people or self within a familiar space",,"Participating in activities where there is a change of location or position; for example, exploring the concepts of ‘inside’ and ‘outside’ during structured activities"
Mathematics,FA,Space,,VC2MFASP02,"Respond to movement of objects, people or self within a familiar space",,"Responding when participating in activities where there is a change of movement or body position; for example, vocalising when they move towards or away from an object"
Mathematics,FA,Space,,VC2MFASP02,"Respond to movement of objects, people or self within a familiar space",,"Responding when participating in changes of location of objects or their body position; for example, responding to directions, statements or questions from familiar people (‘Arms up’, ‘I am moving your bag’, ‘Where did it go?’) or when they move from one place to another"
Mathematics,FA,Space,,VC2MFASP02,"Respond to movement of objects, people or self within a familiar space",,"Gesturing at, reaching for or looking for a desired object by moving their head or body for a better view; for example, tilting their head towards a preferred object"
