Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,6,Number,,VC2M6N08,"Approximate numerical solutions to problems involving rational numbers and percentages, using appropriate estimation strategies",,"Verifying solutions by estimating percentages in suitable contexts, such as discounts, using common percentages of 10%, 25%, 30%, 50% and 1%"
Mathematics,6,Number,,VC2M6N08,"Approximate numerical solutions to problems involving rational numbers and percentages, using appropriate estimation strategies",,"Investigating estimation strategies to make decisions about steam cooking in ground ovens by Aboriginal and/or Torres Strait Islander Peoples, including catering for different numbers of people and resources needed for cooking"
Mathematics,6,Number,,VC2M6N09,"Use mathematical modelling to solve practical problems involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and using efficient mental and written calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made",,"Modelling practical situations involving percentages using efficient calculation strategies to find solutions, such as mental calculations, spreadsheets, calculators or a variety of informal jottings, and interpreting the results in terms of the situation, for example, purchasing items during a sale"
Mathematics,6,Number,,VC2M6N09,"Use mathematical modelling to solve practical problems involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and using efficient mental and written calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made",,"Modelling situations involving earning money and budgeting, asking questions such as ‘Can I afford it?’, ‘Do I need it?’ and ‘How much do I need to save for it?’ and developing a savings plan or budget for an upcoming event or personal purchase"
Mathematics,6,Number,,VC2M6N09,"Use mathematical modelling to solve practical problems involving rational numbers and percentages, including in financial contexts; formulate the problems, choosing operations and using efficient mental and written calculation strategies, and using digital tools where appropriate; interpret and communicate solutions in terms of the situation, justifying the choices made",,"Modelling and solving the problem of creating a budget for a class excursion or family holiday, using the internet to research costs and expenses, and representing the budget in a spreadsheet, creating and using formulas to calculate totals"
Mathematics,6,Algebra,,VC2M6A01,Recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,,"Investigating patterns such as the number of tiles in a geometric pattern, or the number of dots or other shapes in successive repeats of a strip or border pattern, looking for patterns in the way the numbers increase or decrease"
Mathematics,6,Algebra,,VC2M6A01,Recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,,"Using a calculator or spreadsheet to experiment with number patterns that result from multiplying or dividing; for example, 1 ÷ 9, 2 ÷ 9, 3 ÷ 9 …, 210 × 11, 211 × 11, 212 × 11 …, 111 × 11, 222 × 11, 333 × 11 …, or 100 ÷ 99, 101 ÷ 99, 102 ÷ 99 …"
Mathematics,6,Algebra,,VC2M6A01,Recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,,"Creating an extended number sequence that represents an additive pattern using decimals; for example, representing the additive pattern formed as students pay their $2.50 for an incursion as 2.50, 5.00, 7.50, 10.00, 12.50, 15.00, 17.50 …"
Mathematics,6,Algebra,,VC2M6A01,Recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,,"Investigating the number of regions created by successive folds of a sheet of paper (one fold, 2 regions; 2 folds, 4 regions; 3 folds, 8 regions) and describing the pattern using everyday language"
Mathematics,6,Algebra,,VC2M6A01,Recognise and use rules that generate visually growing patterns and number patterns involving rational numbers,,"Creating a pattern sequence with materials, writing the associated number sequence and then describing the sequence with a rule so someone else can replicate it with different materials; for example, using matchsticks or toothpicks to create a growing pattern of triangles using 3 for one triangle, 5 for 2 triangles and 7 for 3 triangles and describing the pattern as ‘Multiply the number of triangles by 2 and then add one for the extra toothpick in the first triangle’"
Mathematics,6,Algebra,,VC2M6A02,"Find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",,"Using brackets and the order of operations to write number sentences and appreciating the need for an agreed set of rules to complete multiple operations within the same number sentence; for example, for 40 ÷ 2 × (4 + 6) = □, you solve what is in the brackets first then complete the number sentence from left to right as there is no hierarchy between division and multiplication"
Mathematics,6,Algebra,,VC2M6A02,"Find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",,"Constructing equivalent number sentences involving brackets and combinations of the 4 operations, and explaining the need to have shared agreement on the order of operations when solving problems involving more than one operation to have unique solutions"
Mathematics,6,Algebra,,VC2M6A02,"Find unknown values in numerical equations involving brackets and combinations of arithmetic operations, using the properties of numbers and operations",,"Finding pairs of unknown values in numerical equations that make the equation hold true; for example, listing possible combinations of natural numbers that make this statement true: 6 + 4 × 8 = 6 × Δ + □"
Mathematics,6,Algebra,,VC2M6A03,"Design and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns",,"Using an algorithm to create extended number sequences involving rational numbers, using a rule and digital tools, and explaining any emerging patterns"
Mathematics,6,Algebra,,VC2M6A03,"Design and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns",,"Designing an algorithm to model operations, using the concept of input and output, describing and explaining relationships and any emerging patterns; for example, using function machines to model operations and recognising and comparing additive and multiplicative relationships"
Mathematics,6,Algebra,,VC2M6A03,"Design and use algorithms involving a sequence of steps and decisions that use rules to generate sets of numbers; identify, interpret and explain emerging patterns",,"Designing an algorithm or writing a simple program to generate a sequence of numbers based on the user’s input and a chosen operation, discussing any emerging patterns; for example, generating a sequence of numbers and comparing how quickly the sequences are growing in comparison to each other using the rule ‘add 2 to the input number’ compared to multiplying the input number by 2"
Mathematics,6,Measurement,,VC2M6M01,"Convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem",,Recognising the significance of the prefixes in units of measurement
Mathematics,6,Measurement,,VC2M6M01,"Convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem",,"Identifying and using the correct operations when converting between units including millimetres, centimetres, metres, kilometres, milligrams, grams, kilograms, tonnes, millilitres, litres, kilolitres and megalitres"
Mathematics,6,Measurement,,VC2M6M01,"Convert between common metric units of length, mass and capacity; choose and use decimal representations of metric measurements relevant to the context of a problem",,"Recognising the equivalence of measurements, such as 1.25 metres is the same as 125 centimetres"
Mathematics,6,Measurement,,VC2M6M02,Establish the formula for the area of a rectangle and use it to solve practical problems,,Using the relationship between the length and area of square units and the array structure to derive a formula for calculating the area of a rectangle from the lengths of its sides
Mathematics,6,Measurement,,VC2M6M02,Establish the formula for the area of a rectangle and use it to solve practical problems,,"Using one-centimetre grid paper to construct a variety of rectangles, recording the side lengths and the related areas of the rectangles in a table to establish the formula for the area of a rectangle by recognising the relationship between the length of the sides and its calculated area"
Mathematics,6,Measurement,,VC2M6M02,Establish the formula for the area of a rectangle and use it to solve practical problems,,Solving problems involving the comparison of lengths and areas using appropriate units
Mathematics,6,Measurement,,VC2M6M02,Establish the formula for the area of a rectangle and use it to solve practical problems,,Investigating the connection between the perimeters of different rectangles with the same area and between the areas of rectangles with the same perimeter
Mathematics,6,Measurement,,VC2M6M03,"Measure, calculate and compare elapsed time; interpret and use timetables and itineraries to plan activities and determine the duration of events and journeys",,Planning a trip involving one or more modes of public transport
Mathematics,6,Measurement,,VC2M6M03,"Measure, calculate and compare elapsed time; interpret and use timetables and itineraries to plan activities and determine the duration of events and journeys",,"Developing a timetable of daily activities for a planned event, for example, a sports carnival"
Mathematics,6,Measurement,,VC2M6M03,"Measure, calculate and compare elapsed time; interpret and use timetables and itineraries to plan activities and determine the duration of events and journeys",,Investigating different ways duration is represented in timetables and using different timetables to plan a journey
Mathematics,6,Measurement,,VC2M6M04,"Identify the relationships between angles on a straight line, angles at a point and vertically opposite angles; use these to determine unknown angles, communicating reasoning",,"Using protractors or dynamic geometry software to measure and generalise about the size of angles formed when lines are crossed, and combinations of angles that meet at a point, including combinations that form right or straight angles"
Mathematics,6,Measurement,,VC2M6M04,"Identify the relationships between angles on a straight line, angles at a point and vertically opposite angles; use these to determine unknown angles, communicating reasoning",,"Demonstrating the meaning of language associated with properties of angles, including right, complementary, complement, straight, supplement, vertically opposite, and angles at a point"
Mathematics,6,Measurement,,VC2M6M04,"Identify the relationships between angles on a straight line, angles at a point and vertically opposite angles; use these to determine unknown angles, communicating reasoning",,Using the properties of supplementary and complementary angles to represent spatial situations with number sentences and solving to find the size of unknown angles
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,"Using objects made of foam or polystyrene, slicing along different cross-sections, and recording the different shapes of faces that result; and comparing cross-sections of different objects"
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,"Using different pieces of fruit, slicing across different cross-sections, and drawing the cross-section; and reporting back to the class the results of the investigation"
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,"Observing and drawing the shapes resulting from different ways of slicing through familiar objects; for example, slicing carrots at different angles or cutting through playdough models of objects; or using playdough models, fruit or similar to establish which objects can be cut in such a way that the cross-section will always be the same shape"
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,Understanding that right prisms are objects where parallel cross-sections perpendicular to the base of the prism are the same shape and size
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,"Connecting different right prisms to the shape of their parallel cross-sections, such as a triangular prism, which can be described as a stack of the same-sized triangles, and a cube or square prism, which can be described as a stack of the same-sized squares"
Mathematics,6,Space,,VC2M6SP01,Compare the parallel cross-sections of objects and recognise their relationships to right prisms,,"Investigating the design of Aboriginal and/or Torres Strait Islander Peoples’ dwellings, exploring the relationship between the cross-sections and the dwellings’ construction"
Mathematics,6,Space,,VC2M6SP02,Locate points in the 4 quadrants of the Cartesian plane; describe changes to the coordinates when a point is moved to a different position in the plane,,Understanding that the Cartesian plane provides a graphical or visual way of describing location with respect to a fixed origin
Mathematics,6,Space,,VC2M6SP02,Locate points in the 4 quadrants of the Cartesian plane; describe changes to the coordinates when a point is moved to a different position in the plane,,"Understanding that the axes are number lines that can have different scales, including fractions and decimals, depending on purpose"
Mathematics,6,Space,,VC2M6SP02,Locate points in the 4 quadrants of the Cartesian plane; describe changes to the coordinates when a point is moved to a different position in the plane,,"Understanding that the horizontal coordinate is written first and is changed if there is a move to the left or right, whereas a move up or down will change the vertical coordinate"
Mathematics,6,Space,,VC2M6SP02,Locate points in the 4 quadrants of the Cartesian plane; describe changes to the coordinates when a point is moved to a different position in the plane,,"Using the Cartesian plane to draw lines and polygons, listing coordinates in the correct order to complete a polygon"
Mathematics,6,Space,,VC2M6SP02,Locate points in the 4 quadrants of the Cartesian plane; describe changes to the coordinates when a point is moved to a different position in the plane,,Investigating and connecting land or star maps used by Aboriginal and Torres Strait Islander Peoples with the Cartesian plane through a graphical or visual way of describing location
Mathematics,6,Space,,VC2M6SP03,"Recognise and use combinations of transformations to create tessellations and other geometric patterns, using dynamic geometry software where appropriate",,"Using digital tools to create tessellations of shapes, including paver and tiling patterns, describing the transformations used and discussing why these shapes tessellate; and identifying shapes or combinations of shapes that will or will not tessellate, answering questions such as ‘Do all triangles tessellate?’"
Mathematics,6,Space,,VC2M6SP03,"Recognise and use combinations of transformations to create tessellations and other geometric patterns, using dynamic geometry software where appropriate",,Designing a school or brand logo using the transformation of one or more shapes and describing the transformations used
Mathematics,6,Space,,VC2M6SP03,"Recognise and use combinations of transformations to create tessellations and other geometric patterns, using dynamic geometry software where appropriate",,"Using dynamic geometry software and digital tools to experiment with transformations, for example, to demonstrate when the order of transformations produces different results; and experimenting with transformations and their application to fractals"
Mathematics,6,Space,,VC2M6SP03,"Recognise and use combinations of transformations to create tessellations and other geometric patterns, using dynamic geometry software where appropriate",,"Designing an algorithm as a set of instructions to transform a shape, including getting back to where you started from; for example, programming a robot to move around the plane using instructions for movements, such as 2 down, 3 to the right, and combinations of these to transform shapes"
Mathematics,6,Space,,VC2M6SP03,"Recognise and use combinations of transformations to create tessellations and other geometric patterns, using dynamic geometry software where appropriate",,"Investigating symmetry, transformation and tessellation in different shapes on Country/Place, including rock formations, insects, and land and sea animals, discussing the purpose or role symmetry plays in their physical structure"
Mathematics,6,Statistics,,VC2M6ST01,"Interpret and compare data sets for ordinal and nominal categorical, discrete and continuous numerical variables using comparative displays or visualisations and digital tools; compare distributions in terms of mode, range and shape",,Determining the range for a numerical data set by finding the difference between the highest and the lowest value in the set and comparing the range for different data sets
Mathematics,6,Statistics,,VC2M6ST01,"Interpret and compare data sets for ordinal and nominal categorical, discrete and continuous numerical variables using comparative displays or visualisations and digital tools; compare distributions in terms of mode, range and shape",,"Representing acquired numerical data sets using side-by-side column graphs, comparing the spread of each data set using the range, the highest frequency for each data set using the mode, and discussing the shape"
Mathematics,6,Statistics,,VC2M6ST01,"Interpret and compare data sets for ordinal and nominal categorical, discrete and continuous numerical variables using comparative displays or visualisations and digital tools; compare distributions in terms of mode, range and shape",,"Representing ordinal data collected through surveys, using visualisation tools including dot plots and bar charts, and discussing the distribution of data in terms of shape"
Mathematics,6,Statistics,,VC2M6ST01,"Interpret and compare data sets for ordinal and nominal categorical, discrete and continuous numerical variables using comparative displays or visualisations and digital tools; compare distributions in terms of mode, range and shape",,"Using technology to access data sets and graphing software to construct side-by-side column graphs or stacked line graphs; and comparing data sets that are grouped by gender, year level, age group or other variables, and discussing findings"
Mathematics,6,Statistics,,VC2M6ST02,"Identify statistically informed arguments presented in traditional and digital media; discuss and critique methods, data representations and conclusions",,Investigating data representations in the media and discussing what they illustrate and the messages the people who created them might want to convey
Mathematics,6,Statistics,,VC2M6ST02,"Identify statistically informed arguments presented in traditional and digital media; discuss and critique methods, data representations and conclusions",,Evaluating reports and secondary data relating to the distribution and use of non-renewable resources around the world
Mathematics,6,Statistics,,VC2M6ST02,"Identify statistically informed arguments presented in traditional and digital media; discuss and critique methods, data representations and conclusions",,"Identifying potentially misleading data representations in the media; for example, graphs with broken axes or non-linear scales, graphics not drawn to scale, data not related to the population about which the claims are made and pie charts in which the whole pie does not represent the entire population about which the claims are made"
Mathematics,6,Statistics,,VC2M6ST02,"Identify statistically informed arguments presented in traditional and digital media; discuss and critique methods, data representations and conclusions",,"Investigating both traditional and digital media relating to Aboriginal and Torres Strait Islander Peoples, identifying and critiquing statistically informed arguments"
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,"Selecting and using appropriate peripherals; for example, using a scientific probe to collect data about changing soil moisture for plants, interpreting the data and sharing the results as a digital chart"
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,"Using a spreadsheet to record and analyse data, recognising the difference between cell formats in spreadsheets; for example, changing the default general format to numerical, text or date as needed"
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,Investigating the daily water usage by a student in the home compared to the World Health Organization claim that between 50 and 100 litres of clean water is needed per person per day
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,"Collecting sample sets of ‘discrete numerical data’ (for example, the number of cars or pets in a household), where the class is surveyed, then other classes are surveyed, and data is analysed and compared, discussing findings"
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,"Collecting ordinal categorical data through the use of a survey; for example, surveying each member of the class, by asking them to indicate their preference on a five-point scale for a particular graphic and colour combination of a proposed school logo"
Mathematics,6,Statistics,,VC2M6ST03,"Plan and conduct statistical investigations by posing and refining questions to collect categorical or numerical data by observation or survey, or identifying a problem and collecting relevant data; analyse and interpret the data and communicate findings within the context of the investigation",,"Collecting ordinal data for ranking nominees for school captain with respect to several criteria, contrasting the use of a five-point scale compared with using a four-point scale"
Mathematics,6,Probability,,VC2M6P01,"Describe probabilities using fractions, decimals and percentages; recognise that probabilities lie on numerical scales of 0–‍1 or 0%–100%; use estimation to assign probabilities that events occur in a given context, using common fractions, percentages and decimals",,Recognising that the probability of an event occurring can be represented numerically as either a number ranging from zero to one or a percentage from 0% to 100% where zero or 0% means it will not happen and one or 100% means it is certain to happen
Mathematics,6,Probability,,VC2M6P01,"Describe probabilities using fractions, decimals and percentages; recognise that probabilities lie on numerical scales of 0–‍1 or 0%–100%; use estimation to assign probabilities that events occur in a given context, using common fractions, percentages and decimals",,Using a scale of zero to one or 0% to 100% to estimate chances of events
Mathematics,6,Probability,,VC2M6P01,"Describe probabilities using fractions, decimals and percentages; recognise that probabilities lie on numerical scales of 0–‍1 or 0%–100%; use estimation to assign probabilities that events occur in a given context, using common fractions, percentages and decimals",,"Listing the different possible outcomes for rolling a dice and using a scale to locate the relative probability by considering the chance of more than or less than for each possible event, for example, the probability of getting a number greater than 4"
Mathematics,6,Probability,,VC2M6P01,"Describe probabilities using fractions, decimals and percentages; recognise that probabilities lie on numerical scales of 0–‍1 or 0%–100%; use estimation to assign probabilities that events occur in a given context, using common fractions, percentages and decimals",,"Recognising the language used to describe situations involving uncertainty, such as what it means to be ‘lucky’, a ‘75% chance’ of rain or a ‘1-in-100 years’ flood"
Mathematics,6,Probability,,VC2M6P01,"Describe probabilities using fractions, decimals and percentages; recognise that probabilities lie on numerical scales of 0–‍1 or 0%–100%; use estimation to assign probabilities that events occur in a given context, using common fractions, percentages and decimals",,"Exploring Aboriginal and/or Torres Strait Islander children’s instructive games, such as Weme from the Warlpiri Peoples of Central Australia, to investigate and assign probabilities that events will occur, indicating their estimated likelihood"
Mathematics,6,Probability,,VC2M6P02,Conduct repeated chance experiments and run simulations with an increasing number of trials using digital tools; compare observations with expected results and discuss the effect on variation of increasing the number of trials,,Using digital tools to simulate multiple tosses of a coin or dice and comparing the relative frequency of an outcome as the number of trials increases; and identifying the variation between trials and realising that the results tend to the prediction with larger numbers of trials
Mathematics,6,Probability,,VC2M6P02,Conduct repeated chance experiments and run simulations with an increasing number of trials using digital tools; compare observations with expected results and discuss the effect on variation of increasing the number of trials,,"Using online simulations of repeated random events to recognise emerging patterns, discussing and comparing expected results to the actual results"
Mathematics,6,Probability,,VC2M6P02,Conduct repeated chance experiments and run simulations with an increasing number of trials using digital tools; compare observations with expected results and discuss the effect on variation of increasing the number of trials,,Investigating the relative frequencies of all outcomes for a chance experiment and verifying that their sum equals one
