SubjectArea,Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN03,Compare the quantity of collections using direct comparison to identify which has more or if they are different,,"Using direct comparison to respond to questions about group composition; for example, observing students lined up in 2 rows and responding to questions such as ‘Are they different?’ and ‘Which one has more?’"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN04,Partition and combine collections to make ‘more’ or ‘different’,,"Partitioning a collection of objects into 2 groups and using matching and direct comparison to determine if the number of objects in each group is ‘different’; for example, partitioning a group of 5 pencils by placing one pencil in a container and 4 pencils in another container and identifying which group has more"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN04,Partition and combine collections to make ‘more’ or ‘different’,,"Joining 2 collections of objects together; for example, connecting 2 towers of blocks together to make one tower"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN04,Partition and combine collections to make ‘more’ or ‘different’,,"Splitting an object into 2 parts and determining if they have different sizes; for example, breaking playdough into 2 unequal sections and comparing their sizes to determine which section has ‘more’"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN04,Partition and combine collections to make ‘more’ or ‘different’,,"Joining 2 parts together to make a whole; for example, squashing 2 balls of playdough together to make one big ball or pushing together 2 horseshoe magnets to make one circle"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN05,"Add or take away objects, using physical and virtual materials and matching to determine whether the changed total is more or different",,"Starting with 2 collections with the same quantity, then adding or taking away objects from one collection to make the collections different; for example, matching elements in 2 equal collections of strawberries and taking one away from, or adding one to, one of the collections, and matching to determine if the totals are different or which collection has more"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN05,"Add or take away objects, using physical and virtual materials and matching to determine whether the changed total is more or different",,"Responding to questions about group composition after 1 of 2 collections with the same starting quantity has changed, such as responding to ‘Which has more?’ and ’Are they different?’"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN05,"Add or take away objects, using physical and virtual materials and matching to determine whether the changed total is more or different",,"Participating in modelled counting with demonstrated one-to-one correspondence; for example, assisting in counting the starting number of a collection of objects, and adding one or taking away one object from the collection and re-counting to find the changed total"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN05,"Add or take away objects, using physical and virtual materials and matching to determine whether the changed total is more or different",,Role-playing situations that involve simple money transactions using a group of one-dollar coins to ‘pay’ for physical items
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN06,Share physical objects and collections equally in practical situations,,"Sharing objects equally among a group; for example, giving each group member a biscuit from a packet of biscuits or a book from the library shelf"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN06,Share physical objects and collections equally in practical situations,,"Distributing objects to others in everyday situations by demonstrating one-to-one correspondence; for example, handing out one paintbrush to each student from a collection of paintbrushes"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN06,Share physical objects and collections equally in practical situations,,"Participating in sharing a collection of objects; for example, giving each student a sticker until all the stickers are gone"
Mathematics,Mathematics,Foundation B,Number,,VC2MFBN06,Share physical objects and collections equally in practical situations,,"Responding to yes/no questions about the equal and unequal sharing of objects or collections using direct comparison, such as ‘Does anyone have a different amount?’ and ‘Who has more?’"
Mathematics,Mathematics,Foundation B,Algebra,,VC2MFBA01,Initiate and repeat actions that have an effect,,"Creating patterns through songs and music; for example, moving a shaker to start a pattern"
Mathematics,Mathematics,Foundation B,Algebra,,VC2MFBA01,Initiate and repeat actions that have an effect,,"Repeating actions or sounds in familiar songs, stories or games, such as ‘A sailor went to sea’, We’re going on a bear hunt and pat-a-cake"
Mathematics,Mathematics,Foundation B,Algebra,,VC2MFBA01,Initiate and repeat actions that have an effect,,"Identifying the first element of a repeating pattern comprising at least 2 elements; for example, touching a shape on a device to continue a pattern"
Mathematics,Mathematics,Foundation B,Algebra,,VC2MFBA01,Initiate and repeat actions that have an effect,,"Using repeated actions in play or to generate an effect; for example, sorting shape blocks in a shape sorter, placing puzzle pieces into a puzzle tray, stacking blocks, moving a bell or an egg shaker to generate a noise or tapping a drum"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM01,"Identify whether 2 familiar objects are ‘big’ or ‘little’, using direct comparison",,"Sorting everyday familiar objects by size, using direct comparison; for example, sorting square and circle shapes of the same colour into 2 collections based on size"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM01,"Identify whether 2 familiar objects are ‘big’ or ‘little’, using direct comparison",,"Using direct comparison to compare the lengths of 2 objects; for example, lining up a stapler and a ruler next to each other and responding to the question ‘Which one is big?’ or ‘Which one is little?’"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM01,"Identify whether 2 familiar objects are ‘big’ or ‘little’, using direct comparison",,Experiencing the modelled language of measurement when comparing objects in a pair that are big and little
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM01,"Identify whether 2 familiar objects are ‘big’ or ‘little’, using direct comparison",,"Responding to yes/no questions about measurement attributes when directly comparing the sizes of objects, such as responding to the questions ‘Is this circle the little circle?’ and ‘Is this circle the big circle?’ when the teacher shows 2 different-sized circles"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM02,Recognise and participate in routine and non-routine daily events,,"Responding to familiar signals for transitions; for example, lining up when the school bell rings indicating the end of lunch or packing up an activity on the signal from a timer"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM02,Recognise and participate in routine and non-routine daily events,,"Responding to regular routines and their representation on a visual schedule; for example, using a ‘first-then’ card to transition from one familiar activity to the next or placing items in a finished box"
Mathematics,Mathematics,Foundation B,Measurement,,VC2MFBM02,Recognise and participate in routine and non-routine daily events,,"Responding to a change in daily schedule through the co-creation of a visual schedule, such as a ‘first-then’ card or an individual visual schedule, and then transitioning to the changed activity"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP01,"Match and sort objects and shapes that are ‘big’ or ‘little’, using direct comparison",,Matching shapes to the correct spaces in inset puzzles
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP01,"Match and sort objects and shapes that are ‘big’ or ‘little’, using direct comparison",,"Comparing physical and digital representations of two-dimensional shapes to identify attributes that are ‘big’ or ‘little’; for example, ‘posting’ items into different containers or holes to sort different-sized familiar shapes, using object cutters to reproduce a shape with playdough or using other malleable materials to make shapes that have different sizes"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP01,"Match and sort objects and shapes that are ‘big’ or ‘little’, using direct comparison",,"Sorting a large collection of objects into ‘big’ or ‘little’ groups; for example, sorting a collection of cars and animals into a ‘big’ group and a ‘little’ group based on size"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP02,Indicate the location of known objects within a familiar environment,,"Responding to the language of location and direction through modelled daily routines; for example, looking upwards for ‘up’, using rhymes and chants that relate to movement, following a warm-up sequence for sport, unpacking their bag, washing their hands or getting their lunchbox before lunch"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP02,Indicate the location of known objects within a familiar environment,,"Participating in games and activities to reinforce the concept of object permanence; for example, answering yes/no questions when playing a game in which a familiar object is moved while they are not looking, or searching for a preferred object that has been hidden and indicating its location when found by gesturing, pointing or vocalising"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP02,Indicate the location of known objects within a familiar environment,,"Participating in activities that develop the concepts of ‘in’ and ‘out’; for example, putting objects ‘in’ and ‘out’ of a container when asked, or following routines and instructions that involve moving between inside and outside locations"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP02,Indicate the location of known objects within a familiar environment,,"Responding to yes/no questions about location of self, people or objects, such as ‘Is teddy on the floor?’, ‘Is Tuan next to Amy?’ and ‘Is the teddy in the same place as before?’"
Mathematics,Mathematics,Foundation B,Space,,VC2MFBSP02,Indicate the location of known objects within a familiar environment,,"Responding to one-step directional language and communication used in the daily routine, such as ‘sit down’, ‘stand up’ and ‘look here’ during an activity or program"
