Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 3 and 4,Technologies Contexts,Materials and technologies specialisations,VC2TDE4C04,Describe how the properties of materials affect function in a product or system,,"Investigating the mass-production of products to ensure standardisation, for example students setting up a production line to produce a product for a school fair"
Levels 3 and 4,Technologies Contexts,Materials and technologies specialisations,VC2TDE4C04,Describe how the properties of materials affect function in a product or system,,"Comparing how different components interrelate and complement each other in a designed solution, for example investigating and playing with joining processes for a variety of materials in the production of common products such as cushions, sneakers, wooden toys and bicycles"
Levels 3 and 4,Technologies Contexts,Materials and technologies specialisations,VC2TDE4C04,Describe how the properties of materials affect function in a product or system,,"Investigating local constructed environments to compare building construction in the past and in the present, and noting innovations such as use of energy-efficient insulation and green roofs, for example rooftop gardens, to contribute to environmental sustainability"
Levels 3 and 4,Technologies Contexts,Materials and technologies specialisations,VC2TDE4C04,Describe how the properties of materials affect function in a product or system,,"Analysing designed solutions from a range of technologies contexts with consideration of possible innovative solutions and impacts on the local community and environmental sustainability, for example electric vehicles (including buses), bike-sharing programs, composting programs, vertical farming and rooftop gardens"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Investigating the designs and performance of models of Aboriginal and/or Torres Strait Islander Peoples’ watercraft, and the opportunities for these designs to inform the design of a floating toy"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Examining the production of local products, services and environments to enhance their own design ideas, for example discussing the processes and systems that might be used to distribute hot food, such as vegetable soup, to a large number of people at a community event"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Testing different planting techniques, such as direct sowing or transplanting, to observe the impact of these on seedling establishment and plant growth"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Testing different cooking methods when making vegetable fritters, for example frying, baking and air-frying, to determine which method yields the best texture and taste"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Selecting and making decisions about appropriate joining techniques for materials to produce designs, prototypes or working models, for example joining fabric, paper or cardboard in various ways"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Exploring and testing a range of materials under different conditions for suitability including sustainability considerations, for example the compostability of paper-based materials or the strength and durability of natural materials such as bamboo, timbers and stone"
Levels 3 and 4,Creating Designed Solutions,Investigating and defining,VC2TDE4D01,"Explore needs or opportunities for designing and testing materials, components, tools and processes needed to create designed solutions",,"Exploring the different uses of materials in a range of products, including those from a country in Asia, to inform design decisions, for example in shelters, boats, handmade tools, baskets, wooden items, musical instruments, clothing and fabric"
Levels 3 and 4,Creating Designed Solutions,Generating and designing,VC2TDE4D02,"Generate and communicate design ideas and decisions using technical terms and graphical representation techniques, using manual and digital tools",,"Communicating design ideas using annotated diagrams, for example labelling a diagram for a billycart with technical terms and explanations about components such as the chassis, axle, wheels and steering"
Levels 3 and 4,Creating Designed Solutions,Generating and designing,VC2TDE4D02,"Generate and communicate design ideas and decisions using technical terms and graphical representation techniques, using manual and digital tools",,"Generating design ideas for solutions using Safety by Design principles, for example designing communication that is accessible for all parents and carers"
Levels 3 and 4,Creating Designed Solutions,Generating and designing,VC2TDE4D02,"Generate and communicate design ideas and decisions using technical terms and graphical representation techniques, using manual and digital tools",,"Visualising creative design ideas by producing thumbnail sketches, models and labelled drawings to explain features and modifications, for example drawing one or more designs for a machine to collect waste, and including labels and descriptions to explain materials used, their properties and the intended function of components or the whole system"
Levels 3 and 4,Creating Designed Solutions,Generating and designing,VC2TDE4D02,"Generate and communicate design ideas and decisions using technical terms and graphical representation techniques, using manual and digital tools",,"Planning, sharing and documenting creative design ideas and processes using digital tools, and appropriate terms and privacy considerations, for example a class blog or collaborative document that has been selectively shared with peers"
Levels 3 and 4,Creating Designed Solutions,Generating and designing,VC2TDE4D02,"Generate and communicate design ideas and decisions using technical terms and graphical representation techniques, using manual and digital tools",,"Developing design criteria that consider universal design principles to address social sustainability, for example including criteria that specify flexible or intuitive use, or low physical effort"
Levels 3 and 4,Creating Designed Solutions,Producing and implementing,VC2TDE4D03,"Select and use materials, components, tools and techniques to safely make designed solutions",,"Exploring ways of joining, connecting and assembling components that ensure success including the impact of digital tools on these processes, for example using virtual reality or simulations to experience assembling materials or using tools"
Levels 3 and 4,Creating Designed Solutions,Producing and implementing,VC2TDE4D03,"Select and use materials, components, tools and techniques to safely make designed solutions",,"Using tools accurately when measuring, marking and cutting, for example when creating a template or pattern, measuring ingredients in a recipe or preparing a garden bed for sowing seeds"
Levels 3 and 4,Creating Designed Solutions,Producing and implementing,VC2TDE4D03,"Select and use materials, components, tools and techniques to safely make designed solutions",,"Explaining the importance of safe, responsible, inclusive and cooperative work practices when designing and making, for example when handling sharp tools such as knives and scissors"
Levels 3 and 4,Creating Designed Solutions,Producing and implementing,VC2TDE4D03,"Select and use materials, components, tools and techniques to safely make designed solutions",,"Selecting and using materials, components, tools and processes with consideration of the environmental impact at each stage of the production process, for example considering how packaging and offcuts could be recycled or used for other purposes before choosing materials for a project"
Levels 3 and 4,Creating Designed Solutions,Producing and implementing,VC2TDE4D03,"Select and use materials, components, tools and techniques to safely make designed solutions",,"Using appropriate technologies terms to describe and share with other students the procedures and techniques for making, for example how to safely make an engineered solution such as a robotic device"
Levels 3 and 4,Creating Designed Solutions,Evaluating,VC2TDE4D04,Use given or predetermined design criteria including sustainability to evaluate design ideas and solutions,,"Using design criteria to evaluate, revise and select design ideas, for example when designing an e-textile toy for a young child to ensure it will be safe"
Levels 3 and 4,Creating Designed Solutions,Evaluating,VC2TDE4D04,Use given or predetermined design criteria including sustainability to evaluate design ideas and solutions,,"Comparing the amount of waste that would be produced from different design ideas and the potential for recycling waste, for example exploring the choice of materials to construct a toy, as part of the evaluation process and whether the materials are repairable or able to be recycled after the product stops working or is no longer wanted"
Levels 3 and 4,Creating Designed Solutions,Evaluating,VC2TDE4D04,Use given or predetermined design criteria including sustainability to evaluate design ideas and solutions,,"Reflecting on how well their designed solution meets design criteria, such as ensuring the safety and wellbeing of end users and meeting the needs of communities or different cultures, for example reviewing and discussing the choice of fabrics used to make re-usable bags and how they could be made more appealing to all cultural groups by considering modifications to style"
Levels 3 and 4,Creating Designed Solutions,Planning and managing,VC2TDE4D05,Sequence steps to individually and collaboratively make designed solutions,,"Determining and collaboratively planning processes as a class, for example recording when parts of a project need to be completed on a timeline, as a flow chart, or in a spreadsheet, calendar or list"
Levels 3 and 4,Creating Designed Solutions,Planning and managing,VC2TDE4D05,Sequence steps to individually and collaboratively make designed solutions,,"Discussing the importance of managing time and resource allocation throughout production, for example discussing the roles different people might take in a team such as identifying and designing the tasks they will complete and the resources each person will need"
Levels 3 and 4,Creating Designed Solutions,Planning and managing,VC2TDE4D05,Sequence steps to individually and collaboratively make designed solutions,,"Identifying the steps in a mass-production process, for example drawing a flow chart or making a video recording of a procedure for packing identical boxes of food for community members in need, where each student in a group has a separate task as part of the production process"
