Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Levels 5 and 6,Media Arts,"They identify how media arts are used to continue and revitalise cultures, including the work of Aboriginal and Torres Strait Islander Peoples.",Exploring,"identify, use","VC2AMA64E01,VC2AMA6E02",High
Levels 5 and 6,Media Arts,Students develop ideas in media arts works using media languages and production processes.,Developing Practices,develop,"VC2AMA6D01,VC2AMA6C01,VC2AMA6P01",High
Levels 5 and 6,Media Arts,"They select and use media languages, media technologies and production processes to construct representations in media arts works for specific purposes and audiences.",Developing Practices,"present, use, construct","VC2AMA6D01,VC2AMA6C01,VC2AMA6P01",High
Levels 5 and 6,Media Arts,Students present their work in informal and formal settings for different audiences using responsible media practice.,Presenting,present,"VC2AMA6C01,VC2AMA6P01",High
Levels 7 and 8,Media Arts,"By the end of Level 8, students analyse the use of media arts concepts in media arts works they produce and experience.",Creating,"produce, use, analyse","VC2AMA8E01,VC2AMA8D02,VC2AMA8P01",High
Levels 7 and 8,Media Arts,"They describe ways in which media arts concepts in media arts works from across cultures, times, places and other contexts communicate ideas, perspectives and meaning, including the works of Aboriginal and Torres Strait Islander Peoples.",Exploring,describe,"VC2AMA8E01,VC2AMA8E02,VC2AMA8D02",High
Levels 7 and 8,Media Arts,They identify and describe how and why respectful approaches are used in creating and responding to media arts works.,Exploring,"identify, describe, use","VC2AMA8E01,VC2AMA8E02,VC2AMA8D01,VC2AMA8D02",High
Levels 7 and 8,Media Arts,"Students select and manipulate media languages, technologies and production processes to construct representations.",Developing Practices,"present, construct","VC2AMA8D01,VC2AMA8C01,VC2AMA8P01",High
Levels 7 and 8,Media Arts,They document and reflect on their media arts practice and use media arts terminology.,Developing Practices,use,VC2AMA8D02,High
Levels 7 and 8,Media Arts,"They create and produce media arts works using media languages, media technologies and production processes that communicate ideas, perspectives and meaning.",Creating,"create, produce",VC2AMA8C02,High
Levels 7 and 8,Media Arts,They plan and present where and how they could distribute their media arts works to engage specific audiences using responsible media practices.,Presenting,present,VC2AMA8P01,High
Levels 9 and 10,Media Arts,"By the end of Level 10, students analyse and evaluate how and why media arts concepts are manipulated to construct representations in media arts works they produce and experience.",Creating,"produce, present, construct, analyse, evaluate","VC2AMA10E01,VC2AMA10D02,VC2AMA10P01",High
Levels 9 and 10,Media Arts,"They evaluate how and why media artists across cultures, times, places and/or other contexts use media arts concepts to represent and/or challenge ideas, perspectives and/or meaning, including the practices of Aboriginal and Torres Strait Islander creators and producers.",Exploring,"produce, present, use, evaluate","VC2AMA10E01,VC2AMA10E02,VC2AMA10D02,VC2AMA10P01",High
Levels 9 and 10,Media Arts,"They evaluate how media arts are used to celebrate and challenge perspectives of Australian identity, including the media arts works of Aboriginal and Torres Strait Islander Peoples.",Creating,"use, evaluate","VC2AMA10E01,VC2AMA10E02,VC2AMA10D02,VC2AMA10P01",High
Levels 9 and 10,Media Arts,"Students use media arts concepts to construct representations and communicate ideas, perspectives and meaning.",Creating,"present, use, construct","VC2AMA106D01,VC2AMA10C01,VC2AMA10C02",High
Levels 9 and 10,Media Arts,"They document, reflect on and annotate their use of media languages and production processes.",Developing Practices,use,"VC2AMA106D02,VC2AMA10C01",High
Levels 9 and 10,Media Arts,"They use media languages, media technologies and production processes to create and produce media arts works in selected genres, styles and/or forms for specific audiences.",Developing Practices,"create, produce, use","VC2AMA106D01,VC2AMA106D02,VC2AMA10C01,VC2AMA10C02",High
Levels 9 and 10,Media Arts,"They use media languages, media technologies and production processes to produce media arts works that communicate ideas, perspectives and meaning for specific audiences.",Developing Practices,"produce, use","VC2AMA10C01,VC2AMA10C02",High
Levels 9 and 10,Media Arts,"They present and plan where and how they could distribute their work, considering audience engagement in a range of contexts.",Presenting,present,"VC2AMA10E01,VC2AMA10E02,VC2AMA10D02,VC2AMA10D01,VC2AMA10D02,VC2AMA10P01",High
