Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 5 and 6,VC2HC6K07,VCCCC014,"Identify who can be an Australian citizen and describe the rights, responsibilities and shared values of Australian citizenship and explore ways citizens can participate in society",Refined,Refined to update notions of citizenship that align with key concepts and fundamentals of Civics and Citizenship
Levels 5 and 6,VC2HC6K07,VCCCC017,Examine the concept of global citizenship,Refined,Refined to update notions of citizenship that align with key concepts and fundamentals of Civics and Citizenship
Levels 5 and 6,VC2HC6K08,VCCCC016,Investigate how people with shared beliefs and values work together to achieve their goals and plan for action,Refined,Refined to connect to key concepts and aims
Levels 5 and 6,VC2HC6S01,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,VC2HC6S02,,,New,New content description. No Skills strand VC1
Levels 5 and 6,VC2HC6S03,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,VC2HC6S04,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,VC2HC6S05,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,VC2HC6S06,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,VC2HC6S07,,,New,New content description. No Skills strand in VC1
Levels 5 and 6,,VCCCC015,Identify different points of view on a contemporary issue relating to democracy and citizenship,Removed,Removed. Not included as it is embedded in the Skills strand
Levels 7 and 8,VC2HC8K01,,,New,New content description
Levels 7 and 8,VC2HC8K02,VCCCG019,"Discuss the freedoms that enable active participation in Australia's democracy within the bounds of law, including freedom of speech, association, assembly, religion and movement",Refined,Refined
Levels 7 and 8,VC2HC8K03,VCCCG018,"Describe key features of government under the Australian Constitution, including the separation of powers, the Executive, the role of the Houses of Parliament, and the division of powers",Updated,"Adapted, with more specificity to elucidate the components of government"
Levels 7 and 8,VC2HC8K04,VCCCG020,"Explain how citizens can participate in Australia's democracy, including the use of the electoral system, contact with their elected representatives, use of lobby groups, interest groups and direct action",Refined,Refined
Levels 7 and 8,VC2HC8K05,VCCCL022,"Explain how Australia’s legal system aims to provide justice, including through the rule of law, presumption of innocence, burden of proof, right to a fair trial and right to legal representation",Refined,Refined to be more relevant to key concepts and aims
Levels 7 and 8,VC2HC8K06,,,New,"New content description. Government and democracy sub-strand and Citizenship, diversity and identity sub-strand both include citizenship participation. Adding this content description means all knowledge sub-strands include citizen participation, which is very important to key concepts and aims, and enriches scope and sequence"
Levels 7 and 8,VC2HC8K07,VCCCL023,"Compare how laws are made in Australia, including through parliaments (statutory law) and courts (common law), and explain different types of laws, including executive law (delegated law), criminal law, civil law and the place of Aboriginal and Torres Strait Islander customary law",Refined,Split into 2 content descriptions and refined for clarity
Levels 7 and 8,VC2HC8K08,VCCCL023,"Compare how laws are made in Australia, including through parliaments (statutory law) and courts (common law), and explain different types of laws, including executive law (delegated law), criminal law, civil law and the place of Aboriginal and Torres Strait Islander customary law",Refined,Split into 2 content descriptions and refined for clarity
Levels 7 and 8,VC2HC8K09,VCCCC024,Describe how Australia is a secular nation and a multi-faith society,Refined,Refined for better alignment with language and concepts in the aims
Levels 7 and 8,VC2HC8K10,VCCCC025,"Identify how values can promote cohesion within Australian society, including the values of freedom, respect, inclusion, civility, responsibility, compassion, equality and a ‘fair go’",Refined,Refined for conciseness
Levels 7 and 8,VC2HC8K11,VCCCC026,"Explain how groups express their identities, including religious and cultural identity, and how this expression can influence their perceptions of others and others’ perception of them",Refined,Refined
Levels 7 and 8,VC2HC8K12,VCCCC027,"Examine how national identity can shape a sense of belonging and examine different perspectives about Australia’s national identity, including Aboriginal and Torres Strait Islander peoples' perspectives",Refined,Refined
Levels 7 and 8,VC2HC8S01,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S02,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S03,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S04,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S05,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S06,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S07,,,New,New content description. No Skills strand in VC1
Levels 7 and 8,VC2HC8S08,,,New,New content description. No Skills in VC1
Levels 7 and 8,,VCCCG021,Describe the process of constitutional change through a referendum,Moved,Moved to Levels 9 and 10 due to difficulty of content description and partly included in VC2HC8K03
Levels 9 and 10,VC2HC10K01,,,New,New content description
Levels 9 and 10,VC2HC10K02,VCCCG028,"Discuss the role of political parties and independent representatives in Australia’s system of government, including the formation of governments, and explain the process through which government policy is shaped and developed",Refined,Refined because government policy is bigger than legislative processes and these explicit components are important in the shaping of that policy
Levels 9 and 10,VC2HC10K03,VCCCG029,Explain the values and key features of Australia’s system of government compared with at least one other system of government in the Asia region,Refined,Refined for clarity
Levels 9 and 10,VC2HC10K04,VCCCG031,"Explain the Australian government’s roles and responsibilities at a global level, including provision of foreign aid, peacekeeping and the United Nations",Refined,Refined for conciseness and to include ‘regional’ as it is important and relevant to VCE Politics and cross-curriculum priorities
Levels 9 and 10,VC2HC10K05,VCCCL033,"Describe the key features of Australia’s court system, including jurisdictions and how courts apply and interpret the law, resolve disputes and make law through judgments, and describe the role of the High Court in interpreting the Constitution",Refined,"Refined content, concentrating on features and jurisdictions"
Levels 9 and 10,VC2HC10K06,VCCCL033,"Describe the key features of Australia’s court system, including jurisdictions and how courts apply and interpret the law, resolve disputes and make law through judgments, and describe the role of the High Court in interpreting the Constitution",Refined,Refined for clarity
Levels 9 and 10,VC2HC10K07,VCCCL032,"Explain how Australia’s international legal obligations shape Australian law and government policies, including in relation to Aboriginal and Torres Strait Islander peoples",Updated,Minor addition
Levels 9 and 10,VC2HC10K08,VCCCL034,"Discuss the key principles of Australia’s justice system, including equality before the law, independent judiciary, and right of appeal",Refined,"Refined, adding the comparison to the Asia-Pacific region to enrich the comparison from the Government and democracy sub-strand, and better align with cross-curriculum priorities"
Levels 9 and 10,VC2HC10K09,VCCCC037,"Discuss how and why groups, including religious groups, participate in civic life",Refined,Refined
Levels 9 and 10,VC2HC10K10,VCCCC036,Discuss challenges to and ways of sustaining a resilient democracy and cohesive society,Refined,Refined so that scope is more specific
Levels 9 and 10,VC2HC10K11,VCCCC038,"Examine the influence of a range of media, including social media, in shaping identities and attitudes to diversity and how ideas about Australian identity may be influenced by global events",Refined,Refined for clarity
Levels 9 and 10,VC2HC10S01,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S02,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S03,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S04,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S05,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S06,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S07,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,VC2HC10S08,,,New,New content description. No Skills strand in VC1
Levels 9 and 10,,VCCCC035,"Analyse contemporary examples and issues relating to Australian democracy and global connections, including key aspects of citizenship in a pluralist society",Removed,Removed
Levels 9 and 10,,VCCCG030,"Analyse how citizens’ political choices are shaped, including the influence of the media",Removed,Removed as this is covered in VC2HC10K11
