SubjectArea,Subject,Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
English,English,Foundation C,VC2EFCLY03,VCELA098,Recognise the beginning sounds of familiar words,Refined,Refined to provide greater specificity of skill and alignment with Foundation level
English,English,Foundation C,VC2EFCLY04,VCELA099,Identify the initial sound of a single syllable word,Refined,Refined to provide greater specificity of skill and alignment with Foundation level
English,English,Foundation C,,VCELA077,Recognise different sounds and their connection to a word or image,Removed,Removed due to duplication. Can be found in VC2EFCLY03 and VC2EFCLY04
English,English,Foundation C,,VCELA088,Know the beginning sounds (onset) of familiar words,Removed,Removed due to duplication. Can be found in VC2EFCLY03 and VC2EFCLY04
English,English,Foundation C,VC2EFCLY05,VCELA076,Explore similarities and differences between letters by shape and size and match some letters with their name or sound,Refined,Refined to provide greater specificity of skill
English,English,Foundation C,,VCELA087,"Use spoken words, sign or Augmentative Alternative Communication System to communicate and understand that images can be used to write and express ideas",Removed,Removed due to duplication. Can be found in VC2EFCLA03 and VC2EFCLA04
English,English,Foundation C,,VCELY082,"Recognise that images, words and symbols convey meaning",Removed,Removed due to duplication. Can be found in VC2EFCLA06
English,English,Foundation C,,VCELY081,Explore some familiar texts and images used in the community,Removed,"Removed, refined and combined into VC2EFCLE01"
English,English,Foundation C,,VCELY084,Use simple visual schedules and selected imaginative and informative texts,Removed,Removed due to duplication. Can be found in VC2EFCLE01
English,English,Foundation C,VC2EFCLY06,VCELY083,Use images within text to identify key objects and events,Refined,Refined for clarity and alignment to Foundation Level
English,English,Foundation C,VC2EFCLY07,VCELY090,Create simple texts by labelling images from an event with own ‘writing’,Refined,Refined for clarity and greater specificity of skill
English,English,Foundation C,,VCELY091,Review choices made during shared construction of personalised multimodal texts during shared review,Removed,Removed due to duplication. Can be found in VC2EFCLY07
English,English,Foundation C,VC2EFCLY08,VCELY092,Trace patterns and letters,Refined,Refined for clarity to align to Foundation level
English,English,Foundation C,,VCELY093,Use software or application by selecting images and typing to ‘label’ images,Removed,Removed from Foundation level
English,English,Foundation D,VC2EFDLA01,VCELA130,Know how to greet and maintain a short interaction with others,Refined,Refined for greater specificity of skill and alignment to Foundation level
English,English,Foundation D,VC2EFDLA02,VCELA131,"Use different ways to express needs, likes and dislikes",Refined,Refined for greater specificity of skill and alignment to Foundation level
English,English,Foundation D,,VCELA129,Understand that people communicate in different ways,Removed,Removed from Foundation level
English,English,Foundation D,VC2EFDLA03,VCELA106,"Investigate different forms of texts and the relationship between symbols, images and objects",Refined,Refined for greater specificity of skill and alignment to Foundation level
English,English,Foundation D,VC2EFDLA04,VCELA107,Identify some of the features of text such as digital/screen layout or the features of a book cover,Refined,Refined for greater specificity of skill and alignment to Foundation level
English,English,Foundation D,,VCELA120,Understand that language can be represented as written text,Removed,Removed from Foundation level
English,English,Foundation D,VC2EFDLA05,VCELA108,Understand how to make a statement or ask a question,Refined,"Refined to provide greater clarity and specificity of skill, and alignment to Foundation level"
English,English,Foundation D,VC2EFDLA06,VCELA109,Recognise how a group of words can represent an object or image,Refined,"Refined to provide greater clarity and specificity of skill, and alignment to Foundation level"
English,English,Foundation D,VC2EFDLA07,VCELA110,"Explore connection between words, objects and images in stories and informative texts",Refined,"Refined to provide greater clarity and specificity of skill, and alignment to Foundation level"
English,English,Foundation D,VC2EFDLA08,VCELA132,"Use vocabulary in the form of short phrases for a variety of purposes such as to request an object, communicate a need, recount information, or express a feeling",Refined,Refined for clarity
English,English,Foundation D,VC2EFDLA09,VCELA121,"Copy own name and recognise some of the letters within it, and understand that pausing is presented as a full stop in written text",Refined,"Refined to provide greater clarity and specificity of skill, and alignment to Foundation level"
English,English,Foundation D,VC2EFDLE01,VCELT113,Identify topic and key events in texts that reflect personal and familiar experiences,Refined,Refined to align with Foundation level and to include text selection diversity aligned to cross-curriculum priorities
English,English,Foundation D,VC2EFDLE02,VCELT136,Identify favourite texts topic and character,Updated,"Combined 2 content descriptions to form one, refined language and aligned to Foundation level"
English,English,Foundation D,VC2EFDLE02,VCELT137,Express likes or dislikes about characters and events in a text,Updated,"Combined 2 content descriptions to form one, refined language and aligned to Foundation level"
English,English,Foundation D,VC2EFDLE03,VCELT115,"Identify the characters, events and setting in a literary text",Updated,"Combined 2 content descriptions to form one, refined language and aligned to Foundation level"
English,English,Foundation D,VC2EFDLE03,VCELT114,"Know some characteristics and features of literary texts, such as characters, beginning and ending in stories and rhyme in poetry",Updated,"Combined 2 content descriptions to form one, refined language and aligned to Foundation level"
English,English,Foundation D,VC2EFDLE04,VCELT138,"Identify and copy the rhythms and sound patterns in stories, rhymes and songs from a range of cultures",Refined,Refined to provide greater clarity and specificity of skill
English,English,Foundation D,VC2EFDLE05,VCELT124,Retell familiar text or event by sequencing images and simple statements,Updated,"Combined 2 content descriptions to form one, and refined language to provide alignment to Foundation level"
English,English,Foundation D,VC2EFDLE05,VCELT135,Add to a familiar text,Updated,"Combined 2 content descriptions to form one, and refined language to provide alignment to Foundation level"
English,English,Foundation D,VC2EFDLY01,VCELY139,Listen and respond to communication of others in classroom situations and routines,Refined,Refined to align to Foundation level
English,English,Foundation D,VC2EFDLY02,VCELY140,Deliver short oral presentation about an object or event of interest that identifies some of its key characteristics,Refined,Refined for clarity
English,English,Foundation D,,VCELA133,Identify the sounds within familiar words,Removed,Removed due to duplication. Can be found in VC2EFDLY04
English,English,Foundation D,VC2EFDLY03,VCELA134,Blend sounds to produce familiar single syllable words and identify words that have the same rime,Refined,Refined to align to Foundation level
English,English,Foundation D,VC2EFDLY04,VCELA112,Identify and make sounds associated with the beginning letter of words or images,Updated,Combined 3 content descriptions to form one and refined to provide alignment to Foundation level
English,English,Foundation D,VC2EFDLY04,VCELA123,Identify the onset of familiar words and some words that have the same rime,Updated,Combined 3 content descriptions to form one and refined to provide alignment to Foundation level
English,English,Foundation D,VC2EFDLY04,VCELA111,"Know that a letter can be the same but look different, including capital and lower-case letters, and match some letters with their sound and name",Updated,Combined 3 content descriptions to form one and refined to provide alignment to Foundation level
English,English,Foundation D,VC2EFDLY05,VCELA122,"Use, communicate or articulate high-frequency words and reproduce familiar sounds and their letters",Refined,Refined for clarity
English,English,Foundation D,VC2EFDLY06,VCELY117,Read a simple sentence or pictorial representation of a sentence,Refined,Refined for greater specificity of skill and alignment with Foundation level
English,English,Foundation D,,VCELY116,Identify some familiar texts and their use in the community,Removed,Removed due to duplication. Can be found in VC2EFDLY05
English,English,Foundation D,,VCELY119,Identify some familiar informative and imaginary texts,Removed,Removed due to duplication. Can be found in VC2EFDLE01
English,English,Foundation D,VC2EFDLY07,VCELY118,Use images to retell or comment on a familiar text listened to and viewed,Refined,Refined to align with Foundation level
English,English,Foundation D,VC2EFDLY08,VCELY125,"Use symbols, letters and words to create a simple statement about an idea or event",Refined,Refined for clarity
English,English,Foundation D,VC2EFDLY09,VCELY126,Review own text and make changes during shared editing,Refined,Refined for clarity
English,English,Foundation D,VC2EFDLY10,VCELY127,"Copy and write letters, symbols and numbers",Refined,Refined for clarity
English,English,Foundation D,,VCELY128,Use software or application by selecting images and suggesting simple sentences to accompany the image,Removed,Removed from Foundation level
English,English,Foundation,VC2EFLA01,VCELA165,Explore how language is used differently at home and school depending on the relationships between people,Refined,No change
English,English,Foundation,VC2EFLA02,VCELA166,"Understand that language can be used to explore ways of expressing needs, likes and dislikes",Refined,Change to the command term to provide guidance to teachers
English,English,Foundation,,VCELA164,"Understand that English is one of many languages spoken in Australia and that different languages may be spoken by family, classmates and community",Removed,Removed
English,English,Foundation,VC2EFLA03,VCELA141,"Understand that texts can take many forms, and that imaginative and informative texts have different purposes",Refined,Refined
English,English,Foundation,VC2EFLA04,VCELA142,"Understand concepts about print and screen, including how books, film and simple digital texts work, and know some features of print, including directionality",Refined,Refined
English,English,Foundation,,VCELA155,Understand that some language in written texts is unlike everyday spoken language,Removed,Removed
English,English,Foundation,VC2EFLA05,VCELA143,Recognise that sentences are key units for expressing ideas,Refined,No change
English,English,Foundation,VC2EFLA06,VCELA144,Recognise that texts are made up of words and groups of words that make meaning,Refined,Refined
English,English,Foundation,VC2EFLA07,VCELA145,Explore the different contribution of words and images to meaning in stories and informative texts,Refined,Refined
English,English,Foundation,VC2EFLA08,VCELA167,"Understand the use of vocabulary in familiar contexts related to everyday experiences, personal interests and topics taught at school",Refined,Refined
English,English,Foundation,VC2EFLA09,VCELA156,"Understand that punctuation is a feature of written text different from letters and recognise how capital letters are used for names, and that capital letters and full stops signal the beginning and end of sentences",Refined,Refined
English,English,Foundation,VC2EFLE01,VCELT148,Recognise that texts are created by authors who tell stories and share experiences that may be similar or different to students’ own experiences,Refined,Refined and included text selection diversity
English,English,Foundation,VC2EFLE02,VCELT170,"Respond to texts, identifying favourite stories, authors and illustrators",Updated,Combined 2 content descriptions to form one
English,English,Foundation,VC2EFLE02,VCELT171,Share feelings and thoughts about the events and characters in texts,Updated,Combined 2 content descriptions to form one
English,English,Foundation,VC2EFLE03,VCELT150,Identify some features of texts including events and characters and retell events from a text,Updated,Combined 2 content descriptions to form one
English,English,Foundation,VC2EFLE03,VCELT149,Recognise some different types of literary texts and identify some characteristic features of literary texts,Updated,Combined 2 content descriptions to form one
English,English,Foundation,VC2EFLE04,VCELT172,"Replicate the rhythms and sound patterns in stories, rhymes, songs and poems from a range of cultures",Refined,Refined
English,English,Foundation,VC2EFLE05,VCELT159,"Retell familiar literary texts through performance, use of illustrations and images",Updated,Combined 2 content descriptions and refined
English,English,Foundation,VC2EFLE05,VCELT173,Modify familiar texts,Updated,Combined 2 content descriptions and refined
English,English,Foundation,VC2EFLY01,VCELY174,"Listen to and respond orally to texts and to the communication of others in informal and structured classroom situations using interaction skills, including listening, while others speak",Refined,Refined
English,English,Foundation,VC2EFLY02,VCELY175,"Deliver short oral presentations to peers, using appropriate voice levels, articulation, body language, gestures and eye contact",Refined,Refined
English,English,Foundation,VC2EFLY03,VCELA168,"Identify rhyming words, alliteration patterns, syllables and some sounds (phonemes) in spoken words",Refined,Refined
English,English,Foundation,VC2EFLY04,VCELA169,"Blend and segment onset and rime in single syllable spoken words and isolate, blend and segment phonemes in single syllable words (first consonant sound, last consonant sound, middle vowel sound)",Refined,Refined and updated
English,English,Foundation,VC2EFLY05,VCELA147,Blend sounds associated with letters when reading consonant-vowel-consonant words,Updated,"Combined 2 content descriptions to form one
Included specificity about this skill"
English,English,Foundation,VC2EFLY05,VCELA158,Know how to use onset and rime to spell words where sounds map more directly onto letters,Updated,"Combined 2 content descriptions to form one
Included specificity about this skill"
English,English,Foundation,VC2EFLY06,VCELA146,Recognise all upper- and lower-case letters and the most common sound that each letter represents,Refined,Refined and created specificity
English,English,Foundation,VC2EFLY07,VCELA157,Understand that spoken sounds and words can be written and know how to write some high-frequency words and other familiar words including their name,Refined,Refined
English,English,Foundation,VC2EFLY08,,,New,New content description – doesn’t appear in Version 1.0
English,English,Foundation,VC2EFLY09,VCELY152,"Read texts with familiar structures and features, practising phrasing and fluency, and monitor meaning using concepts about print and emerging phonic, semantic, contextual and grammatical knowledge",Refined,Refined and removed reference to familiar structures
English,English,Foundation,VC2EFLY10,VCELY151,Identify some familiar texts and the contexts in which they are used,Refined,Refined and created specificity
English,English,Foundation,VC2EFLY11,VCELY154,Identify some differences between imaginative and informative texts,Refined,Refined to use language of types of texts (see NAPLAN)
English,English,Foundation,VC2EFLY12,VCELY153,"Use comprehension strategies to understand and discuss texts listened to, viewed or read independently",Refined,Refined and created specificity
English,English,Foundation,VC2EFLY13,VCELY160,"Create short texts to explore, record and report ideas and events using familiar words and beginning writing knowledge",Refined,No change
English,English,Foundation,VC2EFLY14,VCELY161,"Participate in shared editing of students’ own texts for meaning, spelling, capital letters and full stops",Refined,No change
English,English,Foundation,VC2EFLY15,VCELY162,Understand that sounds in English are represented by upper- and lower-case letters that can be written using learned letter formation patterns for each case,Refined,Removed content that appears elsewhere in the curriculum
English,English,Foundation,,VCELY163,Construct texts using software including word processing programs,Removed,Removed
English,English,Year 1,VC2E1LA01,VCELA199,Understand that language is used in combination with other means of communication,Updated,Merged content descriptions for clarity and specificity
English,English,Year 1,VC2E1LA01,VCELA200,"Understand that there are different ways of asking for information, making offers and giving commands",Updated,Merged content descriptions for clarity and specificity
English,English,Year 1,VC2E1LA01,VCELA201,"Explore different ways of expressing emotions, including verbal, visual, body language and facial expressions",Updated,Merged content descriptions for clarity and specificity
English,English,Year 1,VC2E1LA02,,,New,New content description
English,English,Year 1,,VCELA198,Understand that people use different systems of communication to cater to different needs and purposes and that many people may use sign systems to communicate with others,Removed,Removed
English,English,Year 1,VC2E1LA03,VCELA176,Understand that the purposes texts serve shape their structure in predictable ways,Refined,Created specificity
English,English,Year 1,VC2E1LA04,VCELA189,Understand patterns of repetition and contrast in simple texts,Refined,Created specificity
English,English,Year 1,VC2E1LA05,VCELA177,"Understand concepts about print and screen, including how different types of texts are organised using page numbering, tables of content, headings and titles, navigation buttons, bars and links",Refined,"Kept key terms, updated reference to navigation"
English,English,Year 1,VC2E1LA06,VCELA178,"Identify the parts of simple sentence that ‘What’s happening?’, ‘Who or what is involved?’ and the surrounding circumstances",Refined,Created specificity using metalanguage
English,English,Year 1,VC2E1LA07,VCELA179,"Explore differences in words that represent people, places and things (nouns, including pronouns) happenings and states (verbs), qualities (adjectives) and details such as when, where and how (adverbs)",Refined,Refined
English,English,Year 1,VC2E1LA08,VCELA180,Compare different kinds of images in narrative and informative texts and discuss how they contribute to meaning,Refined,Refined
English,English,Year 1,VC2E1LA09,VCELA202,"Understand the use of vocabulary in everyday contexts as well as a growing number of school contexts, including appropriate use of formal and informal terms of address in different contexts",Refined,Refined
English,English,Year 1,VC2E1LA10,VCELA190,"Recognise that different types of punctuation, including full stops, question marks and exclamation marks, signal sentences that make statements, ask questions, express emotion or give commands",Refined,Refined
English,English,Year 1,VC2E1LE01,VCELT205,Discuss how authors create characters using language and images,Refined,Created specificity around text diversity
English,English,Year 1,VC2E1LE02,VCELT207,"Discuss characters and events in a range of literary texts and share personal responses to these texts, making connections with own experiences",Updated,Merged 2 content descriptions (some content moved to Language for interacting with others)
English,English,Year 1,VC2E1LE02,VCELT206,Express preferences for specific texts and authors and listen to the opinions of others,Updated,Merged 2 content descriptions (some content moved to Language for interacting with others)
English,English,Year 1,VC2E1LE03,VCELT208,"Discuss features of plot, character and setting in different types of  literature and compare some features of characters in different texts",Refined,Removed comparison
English,English,Year 1,VC2E1LE04,VCELT209,"Listen to, recite and perform poems, chants, rhymes and songs, imitating and inventing sound patterns including alliteration and rhyme",Refined,Refined
English,English,Year 1,VC2E1LE05,VCELT192,"Recreate texts imaginatively using drawing, writing, performance and digital forms of communication",Updated,Removed duplication
English,English,Year 1,VC2E1LE05,VCELT193,"Build on familiar texts by using similar characters, repetitive patterns or vocabulary",Updated,Removed duplication
English,English,Year 1,VC2E1LY01,VCELY210,"Engage in conversations and discussions, using active listening, showing interest, and contributing ideas, information and questions, taking turns and recognising the contributions of others",Refined,Refined
English,English,Year 1,VC2E1LY02,VCELY211,"Make short presentations, speaking clearly and using appropriate voice and pace, and using some introduced text structures and language",Refined,Refined
English,English,Year 1,VC2E1LY03,VCELA203,Identify the separate phonemes in consonant blends or clusters at the beginnings and ends of syllables,Updated,Merged 2 content descriptions to avoid duplication and create specificity
