Band,Subject,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Levels 3 and 4,History,"Students describe why events, symbols, emblems and the contributions of people from a range of backgrounds are significant to changes in communities and the early colonisation of Australia.",Historical Knowledge and Understanding,"change,describe,significance","VC2HH4K10,VC2HH4S02,VC2HH4K03,VC2HH4S08,VC2HH4K02,VC2HH4K05",High
Levels 3 and 4,History,Students describe historical developments and events using historical terms and use evidence drawn from historical sources.,Historical Concepts and Skills,"describe,develop,evidence,sources,use","VC2HH4S09,VC2HH4S04,VC2HH4S01,VC2HH4S03,VC2HH4S08,VC2HH4S05",High
Levels 5 and 6,History,"By the end of Level 6, students explain the causes and consequences of the establishment of British colonies in Australia during the 1800s and the contribution of significant individuals, events and ideas to continuity and change to Australian politics and society, including Federation and migration between 1900 and 2000.",Historical Concepts and Skills,"causes,change,consequences,continuity,explain,sequence,significance,use","VC2HH6S02,VC2HH6S08,VC2HH6S09,VC2HH6K09,VC2HH6K01,VC2HH6K07",High
Levels 5 and 6,History,Students develop and ask questions to assist their investigation into continuity and change in Australian history between 1800 and 2000.,Historical Concepts and Skills,"ask,change,continuity,develop,question","VC2HH6S02,VC2HH6S04,VC2HH6S07,VC2HH6S09,VC2HH6K09,VC2HH6S01",High
Levels 5 and 6,History,"They organise events, developments and the lives of individuals in chronological order and use that information to create a narrative.",Historical Concepts and Skills,"chronology,create,develop,order,use","VC2HH6S02,VC2HH6K05,VC2HH6K03,VC2HH6K07,VC2HH6S08,VC2HH6S09",High
Levels 5 and 6,History,"Students identify the features, content and context of primary and secondary historical sources and describe the value of evidence in sources for specific historical investigations.",Historical Concepts and Skills,"describe,evidence,identify,sources","VC2HH6S05,VC2HH6S04,VC2HH6S03,VC2HH6S10,VC2HH6S01",High
Levels 5 and 6,History,"They describe the perspectives, beliefs, values and attitudes of people and groups in Australia’s past using evidence from primary sources.",Historical Concepts and Skills,"describe,evidence,perspectives,sources","VC2HH6S05,VC2HH6S04,VC2HH6K09,VC2HH6S10,VC2HH6K04,VC2HH6K08",High
Levels 5 and 6,History,Students recognise different historical interpretations and explain why they may vary.,Historical Concepts and Skills,"explain,interpret,interpretations,recognise","VC2HH6S06,VC2HH6S10,VC2HH6K06,VC2HH6K12",High
Levels 5 and 6,History,Students identify and compare patterns of continuity and change in the events and the lives of Australians between 1800 and 2000.,Historical Concepts and Skills,"change,compare,continuity,identify,patterns","VC2HH6S02,VC2HH6S04,VC2HH6S07,VC2HH6S09,VC2HH6K07,VC2HH6K09",High
Levels 5 and 6,History,"They explain the causes and consequences of significant events, individuals and groups during the Australian colonial period and the 20th century.",Historical Knowledge and Understanding,"causes,consequences,explain,sequence,significance,use","VC2HH6S02,VC2HH6S08,VC2HH6K04,VC2HH6K09,VC2HH6K05,VC2HH6K12",High
Levels 5 and 6,History,"Students explain the significance of events, individuals and groups as factors contributing to continuity and change in Australia during the period of study.",Historical Concepts and Skills,"change,continuity,explain,significance","VC2HH6S09,VC2HH6S02,VC2HH6S04,VC2HH6S07,VC2HH6K05,VC2HH6K07",High
Levels 5 and 6,History,They construct interpretations of Australian history between 1800 and 2000 using appropriate historical terms and evidence drawn from primary and secondary sources.,Historical Concepts and Skills,"construct,evidence,interpret,interpretations,sources","VC2HH6S10,VC2HH6S05,VC2HH6K12,VC2HH6S04,VC2HH6K06,VC2HH6K09",High
Levels 7 and 8,History,"By the end of Level 8, students can analyse different interpretations of the establishment of early societies, explain global patterns of continuity and change and the sources of historical evidence of the period.",Historical Concepts and Skills,"analyse,change,continuity,evidence,explain,interpret,interpretations,patterns,sources",VC2HH8S01-S10,High
Levels 7 and 8,History,"They can describe the historical significance of the histories of Aboriginal and Torres Strait Islander Peoples’ histories and cultures, ancient societies of Europe, Africa or Asia, and societies leading to the modern world between 600 and 1750 CE.",Historical Knowledge and Understanding,"describe,significance",VC2HH8K01-K28,High
Levels 7 and 8,History,"Students develop and apply historical questions to support the process of historical inquiry, when using historical concepts and sources across the range of historical contexts.",Historical Concepts and Skills,"apply,develop,inquiry,question,sources",VC2HH8S01-S10,High
Levels 7 and 8,History,"They order historical narratives of events, ideas and developments chronologically to explain varied patterns and forms of continuity and change and their causes and consequences.",Historical Concepts and Skills,"causes,change,chronology,consequences,continuity,develop,explain,order,patterns,sequence,use",VC2HH8S01-S10,High
Levels 7 and 8,History,"Students explain the features, content and context of primary and secondary sources and apply historical questions when drawing inferences from sources.",Historical Concepts and Skills,"apply,explain,question,sources",VC2HH8S01-S10,High
Levels 7 and 8,History,They interpret the information from historical sources by analysing and verifying their accuracy and value as historical evidence.,Historical Concepts and Skills,"evidence,interpret,sources,verify",VC2HH8S01-S10,High
Levels 7 and 8,History,"Students use primary and secondary sources to identify and explain the perspectives of individuals and groups and use these sources to understand the beliefs, values and attitudes of the individuals and societies studied.",Historical Concepts and Skills,"explain,identify,perspectives,sources,use",VC2HH8S01-S10,High
Levels 7 and 8,History,Students recognise the contested nature of the histories of early and pre-modern societies and apply this knowledge to identify and analyse different historical interpretations and debates.,Historical Concepts and Skills,"analyse,apply,contested,identify,interpret,interpretations,recognise",VC2HH8S01-S10,High
Levels 7 and 8,History,"Students recognise and explain varied patterns and forms of continuity and change in the societies they have studied and identify and explain the significant events, individuals, ideas and developments that contributed continuity and change.",Historical Concepts and Skills,"change,continuity,develop,explain,identify,patterns,recognise,significance","VC2HH8K01-K28,VC2HH8S01-S10",High
Levels 7 and 8,History,"They establish and analyse historical significance using criteria to recognise and analyse the role and contributions of individuals, events, locations, developments and legacies of the societies they have studied.",Historical Concepts and Skills,"analyse,develop,recognise,significance","VC2HH8K01-K28,VC2HH8S01-S10",High
Levels 7 and 8,History,"When constructing historical interpretations of the societies studied, students use historical concepts, terms, concepts, relevant knowledge, conventions and evidence obtained from their analysis of primary and secondary historical sources.",Historical Concepts and Skills,"construct,evidence,interpret,interpretations,sources,use",VC2HH8S01-S10,High
Levels 9 and 10,History,"By the end of Level 10, students evaluate the significant events, developments and ideas that shaped the modern world, including histories of Australia, the world wars and the Holocaust, and Aboriginal and Torres Strait Islander Peoples’ rights and freedoms over the period between 1750 and the early 21st century.",Historical Knowledge and Understanding,"develop,evaluate,significance",VC2HH10K01-K41,High
Levels 9 and 10,History,Students formulate and adapt historical questions to support the development of historical investigations and their use of historical sources and concepts to interpret the modern world.,Historical Concepts and Skills,"develop,formulate,interpret,question,sources,use",VC2HH10S01-S10,High
Levels 9 and 10,History,"They organise historical narratives of events, ideas and developments in chronological order to explain varied patterns and forms of continuity and change and their causes and consequences.",Historical Concepts and Skills,"causes,change,chronology,consequences,continuity,develop,explain,order,patterns,sequence,use",VC2HH10S02,High
Levels 9 and 10,History,"Students analyse the key features of primary and secondary sources, their content and context, and apply historical questions when drawing inferences from them.",Historical Concepts and Skills,"analyse,apply,question,sources",VC2HH10S01-S10,High
Levels 9 and 10,History,They evaluate historical sources by verifying and corroborating their accuracy and value as historical evidence.,Historical Concepts and Skills,"evaluate,evidence,sources,verify",VC2HH10S01-S10,High
Levels 9 and 10,History,"Students use historical sources to identify and analyse the perspectives of individuals and groups in the modern world and use these perspectives to understand the beliefs, values and attitudes of the individuals and societies studied.",Historical Concepts and Skills,"analyse,identify,perspectives,sources,use","VC2HH10S01-S10,VC2HH10K01-K41",High
Levels 9 and 10,History,Students recognise the contested nature of history and apply this knowledge to identify and evaluate different historical interpretations and debates.,Historical Concepts and Skills,"apply,contested,evaluate,identify,interpret,interpretations,recognise",VC2HH10S01-S10,High
Levels 9 and 10,History,"Students analyse varied patterns and forms of continuity and change and analyse the significant events, individuals, ideas and development that contributed to and resulted from them.",Historical Concepts and Skills,"analyse,change,continuity,develop,patterns,significance",VC2HH10S07,High
Levels 9 and 10,History,"They analyse short- and long-term causes and intended and unintended consequences of significant events, individuals, ideas and developments and their relationships to continuity and change.",Historical Concepts and Skills,"analyse,causes,change,consequences,continuity,develop,sequence,significance,use",VC2HH10S08,High
Levels 9 and 10,History,"They use criteria informed by historical questions to evaluate the historical significance events, ideas, individuals, groups, movements and developments of the modern world.",Historical Concepts and Skills,"develop,evaluate,question,significance,use","VC2HH10S01-S10,VC2HH10K01-K41",High
Levels 9 and 10,History,"When constructing sustained historical interpretations, students use historical concepts, terms, relevant knowledge, conventions and evaluated evidence from a range of historical sources.",Historical Concepts and Skills,"construct,evaluate,evidence,interpret,interpretations,sources,use",VC2HH10S01-S10,High
