Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,"Creating a movement sequence that demonstrates variations in flow and levels, and involves individuals moving together in time (FMS, RE)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,Experimenting with different music genres such as Indian bhangra music when performing creative dances (RE)
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,"Creating a movement sequence using equipment that shows changes in speed, direction and levels, such as on a beam, with a skipping rope or on an obstacle course (CA, FMS, RE)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,"Composing and performing a range of static and dynamic balances on different body parts, rotating and pivoting to change direction of movement (FMS, RE)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,"Modifying the elements of movement when performing athletic movement sequences such as those for long jump and hurdles (FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M05,Participate in physical activities to investigate the body’s response to different levels of intensity,,"Performing activities of different intensities and measuring breathing rate, heart rate and other body responses to categorise activities into low, moderate and high intensity (HBPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M05,Participate in physical activities to investigate the body’s response to different levels of intensity,,"Participating in physical activity circuits to explore how the body feels before, during and after participation (HBPA, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M05,Participate in physical activities to investigate the body’s response to different levels of intensity,,"Designing and modelling different warm-up and cool-down routines for the class and discussing their importance for reducing the chance of injuries or soreness after activity (HBPA, LLPA, S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M05,Participate in physical activities to investigate the body’s response to different levels of intensity,,"Participating in and designing physical activity opportunities that support their health and/or fitness goals (HBPA, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M06,Participate in physical activities that enhance health and wellbeing in outdoor environments and aquatic settings and investigate the steps and resources needed to promote safe participation,,"Analysing how access to outdoor environments can influence participation in physical activities and enhance health and wellbeing (CA, HBPA, LLPA, MH)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M06,Participate in physical activities that enhance health and wellbeing in outdoor environments and aquatic settings and investigate the steps and resources needed to promote safe participation,,"Discussing how a connection to a community space can influence the types of physical activity people will choose to participate in, such as links to skate parks, surf beaches or bushwalking trails (CA, HBPA, LLPA, MH)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M06,Participate in physical activities that enhance health and wellbeing in outdoor environments and aquatic settings and investigate the steps and resources needed to promote safe participation,,"Participating in a swimming and water safety program at a local pool or beach environment and discussing how they can access aquatic environments safely and the different types of activities that can be undertaken in these environments (CA, HBPA, LLPA, S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M06,Participate in physical activities that enhance health and wellbeing in outdoor environments and aquatic settings and investigate the steps and resources needed to promote safe participation,,"Exploring sociocultural factors that have an effect on enhancing health and wellbeing, such as community, peers, family, friends and cultural traditions (HBPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M07,Explore strategies to increase physical activity and reduce sedentary behaviour levels in their lives,,"Creating and participating in an activity circuit they could replicate at home that is designed to improve health-related fitness (HBPA, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M07,Explore strategies to increase physical activity and reduce sedentary behaviour levels in their lives,,"Examining the benefits of physical activity for social health and mental wellbeing, and researching options for participating in physical activities in the local area, such as at school, local swimming pools, parks, gymnasiums and yoga studios (HBPA, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M07,Explore strategies to increase physical activity and reduce sedentary behaviour levels in their lives,,"Investigating the resources needed and steps required to set up a lunchtime sports competition, activity circuit or playground games aimed at increasing levels of physical activity among students and staff (AP, GS, HBPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M07,Explore strategies to increase physical activity and reduce sedentary behaviour levels in their lives,,"Creating and participating in age-appropriate physical activities for whole-school/class theme days such as AFL days, mini Olympics and National HPE Day (AP, GS, HBPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Making active choices,VC2HP6M07,Explore strategies to increase physical activity and reduce sedentary behaviour levels in their lives,,"Researching the Australian 24-Hour Movement Guidelines for Children and Young People, comparing individuals’ daily habits of physical activity to the recommendations and proposing strategies for enhancing or maintaining their levels of activity (HBPA, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M08,Predict and test the effectiveness of applying different skills and strategies in a range of movement situations,,"Predicting and systematically testing a range of solutions to unfamiliar movement challenges, such as kicking a ball with different techniques and applying skills and strategies in different target games, to find out which solution is most appropriate or effective (AP, CA, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M08,Predict and test the effectiveness of applying different skills and strategies in a range of movement situations,,"Adapting movement skills and strategies from other contexts to generate creative solutions to unfamiliar movement challenges when participating in activities such as frisbee golf or tchoukball (AP, CA, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M08,Predict and test the effectiveness of applying different skills and strategies in a range of movement situations,,"Co-developing criteria to assess effectiveness of responses to movement challenges, predicting the effectiveness of each, then testing and refining solutions against the criteria in order to achieve successful outcomes (AP, CA, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M09,Devise and test rules and game modifications to support fair play and inclusive participation,,"Discussing where and when they have witnessed fairness and inclusion in a game situation and explaining what led to the game being inclusive and fair (AP, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M09,Devise and test rules and game modifications to support fair play and inclusive participation,,"Investigating the effectiveness of rules used in traditional games of Aboriginal and Torres Strait Islander Peoples to promote participation, such as inkanyi (a cooperative running game played by the Pitjantjatjara and Yankunytjatjara Peoples of central Australia in which there are no winners) and barambah gimbe (a throwing and catching game from the lands of the Wakka Wakka People in which catchers can be nominated to increase participation) (AP, FMS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M09,Devise and test rules and game modifications to support fair play and inclusive participation,,"Proposing changes to the rules and/or conditions to create a more inclusive game or to allow for a fairer contest, such as modifying field, court or pitch dimensions (CA, GS, LLPA, S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M09,Devise and test rules and game modifications to support fair play and inclusive participation,,"Interpreting and applying rules correctly in physical activities (GS, LLPA)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M10,"Participate positively in groups and teams by contributing to group activities, encouraging others and negotiating a range of roles and responsibilities",,"Exploring and performing the different roles and responsibilities in physical activities that promote enjoyment, safety and positive outcomes for participants (AP, GS, LLPA, S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M10,"Participate positively in groups and teams by contributing to group activities, encouraging others and negotiating a range of roles and responsibilities",,"Using reflective listening and respectful communication when working in small groups on movement tasks or challenges (AP, GS, LLPA, RS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M10,"Participate positively in groups and teams by contributing to group activities, encouraging others and negotiating a range of roles and responsibilities",,"Exploring and performing the duties and responsibilities of different roles for a range of physical activities (CA, GS, LLPA, RS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M10,"Participate positively in groups and teams by contributing to group activities, encouraging others and negotiating a range of roles and responsibilities",,"Demonstrating effective communication skills when dealing with conflicts or disagreements in movement situations (AP, CA, GS, RS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Learning through movement,VC2HP6M10,"Participate positively in groups and teams by contributing to group activities, encouraging others and negotiating a range of roles and responsibilities",,"Proposing and implementing actions and behaviours that promote safe participation in physical activities (CA, GS, HBPA, LLPA, S)"
