Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP03,Practise personal and social skills to interact respectfully with others,,Exploring personal and social skills through texts and digital media to identify different ways of interacting respectfully (RS)
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,"Identifying and describing the emotions of people who are happy, sad, excited, tired, angry, scared or confused (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,"Learning and using appropriate language and actions to communicate their feelings in different situations (MH, RS)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,Recalling and sharing emotional responses to different situations and representing these in a variety of ways (MH)
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,"Reading and viewing stories about adventures, and talking about how characters feel and react when taking risks or responding to emergencies (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,"Talking about connections between feelings, body reactions and body language (MH, RS)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP04,Identify emotions they experience,,"Expressing a variety of emotions and thoughts in a range of situations (MH, RS)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP05,"Explore how to seek, give or deny permission respectfully when sharing possessions, personal space or body autonomy",,"Recognising that all people have the right to body autonomy: the right to make choices about what others ask them to do with and to their bodies (RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP05,"Explore how to seek, give or deny permission respectfully when sharing possessions, personal space or body autonomy",,"Identifying and negotiating roles and demonstrating awareness of rights (including body autonomy, sharing possessions and personal space) through guided play experiences (RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP05,"Explore how to seek, give or deny permission respectfully when sharing possessions, personal space or body autonomy",,"Practising behaviours that show respect for different perspectives and ideas through imaginative and shared play experiences (AP, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Interacting with others,VC2HPFP05,"Explore how to seek, give or deny permission respectfully when sharing possessions, personal space or body autonomy",,"Exploring the importance of asking for permission and giving permission when sharing or negotiating in play, and respecting someone’s right to say no (RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP06,Identify protective behaviours and rehearse help-seeking strategies that help keep them safe,,"Exploring protective behaviours and help-seeking strategies they can use, such as identifying early warning signs and knowing who they can ask for help when they or others feel unsafe or uncomfortable (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP06,Identify protective behaviours and rehearse help-seeking strategies that help keep them safe,,"Identifying and naming a support network of adults they can trust to help them if they feel unsafe, uncomfortable or scared, and practising different ways of asking for help in a range of different scenarios (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP06,Identify protective behaviours and rehearse help-seeking strategies that help keep them safe,,"Identifying situations and spaces that are safe for them and recognising the importance of seeking help from a trusted adult if they feel unsafe, such as while online and when using digital tools or when playing at a park (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP06,Identify protective behaviours and rehearse help-seeking strategies that help keep them safe,,"Identifying characters in different texts who help the main character to stay safe and healthy (MH, RS, S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP07,"Identify health symbols, messages and strategies in their community that support their health and safety",,"Identifying household substances that are dangerous, and explaining what symbols are used to identify the danger (S)"
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP07,"Identify health symbols, messages and strategies in their community that support their health and safety",,Identifying and trying a wide range of fruits and vegetables and describing how eating fruits and vegetables makes them feel (FN)
Health and Physical Education,Foundation,"Personal, Social and Community Health",Contributing to healthy communities,VC2HPFP07,"Identify health symbols, messages and strategies in their community that support their health and safety",,Recognising and following safety symbols and procedures to keep themselves and others safe at home and in water and road environments (S)
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Applying different locomotor skills to move from one point to another (AP, FMS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Combining fine and gross motor skills in increasingly complex patterns (AP, FMS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Propelling, receiving and controlling objects at different levels and in different ways (AP, FMS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Performing a range of water confidence skills such as floating with a buoyancy aid and putting their face in the water (FMS, LLPA, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Demonstrating how to transfer weight from one part of the body to another (AP, FMS, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM01,"Practise fundamental movement skills in active play and minor games, in indoor, outdoor and aquatic settings",,"Responding with movement to rhythm, beat, music and words (FMS, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM02,Explore different ways of moving their body safely when manipulating objects and moving through space,,"Suggesting and testing different ways to move in a playing space or different ways to use equipment and objects, and making judgements about which are most effective and which movements and equipment they prefer (AP, FMS, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM02,Explore different ways of moving their body safely when manipulating objects and moving through space,,"Participating in games that require them to be aware of personal safety in relation to game boundaries, rules and safe use of equipment (AP, FMS, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM02,Explore different ways of moving their body safely when manipulating objects and moving through space,,"Manipulating equipment in a range of different movement situations and tasks, including in minor games, imaginative play and when practising fundamental movement skills (AP, FMS, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Moving our bodies,VC2HPFM02,Explore different ways of moving their body safely when manipulating objects and moving through space,,"Demonstrating spatial awareness when moving around, under, over and through objects and people in indoor and outdoor environments confidently and safely (AP, FMS, RE, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Making active choices,VC2HPFM03,Participate safely in a range of activities in outdoor environments and aquatic settings and explore the benefits of being physically active,,"Participating in children’s games from Aboriginal and Torres Strait Islander cultures, such as the different Yulunga games, and discussing what they enjoyed about these games and similarities to other games (AP, FMS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Making active choices,VC2HPFM03,Participate safely in a range of activities in outdoor environments and aquatic settings and explore the benefits of being physically active,,"Identifying risks, developing self-regulation and seeking support if required when moving and playing in outdoor environments (AP, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Making active choices,VC2HPFM03,Participate safely in a range of activities in outdoor environments and aquatic settings and explore the benefits of being physically active,,"Exploring a range of ways to play and be active and participate safely in outdoor environments and aquatic settings (AP, CA, HBPA, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Making active choices,VC2HPFM03,Participate safely in a range of activities in outdoor environments and aquatic settings and explore the benefits of being physically active,,"Discussing opportunities to be active in spaces in and around their homes (AP, HBPA)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM04,Follow rules to promote fair play and inclusion in a range of physical activities,,"Identifying and describing actions that would constitute fair play while participating in a range of minor games and activities (AP, FMS, RE, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM04,Follow rules to promote fair play and inclusion in a range of physical activities,,"Demonstrating how to play fairly in a range of minor games and play situations (AP, FMS, RE, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM04,Follow rules to promote fair play and inclusion in a range of physical activities,,"Discussing rules of different games that relate to safety, boundaries and appropriate use of equipment (AP, FMS, RE, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM04,Follow rules to promote fair play and inclusion in a range of physical activities,,"Demonstrating that following rules allows everyone to participate in games and activities (AP, FMS, RE, S)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM05,Cooperate with others when participating in physical activities,,"Working with a partner or small group to complete a movement task or challenge (AP, FMS, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM05,Cooperate with others when participating in physical activities,,"Mirroring a partner while moving to music (AP, RE)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM05,Cooperate with others when participating in physical activities,,"Using words and body language to communicate intentions clearly and respectfully during active play, small-group activities and minor games (AP, FMS, RE, RS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM05,Cooperate with others when participating in physical activities,,"Achieving agreed outcomes when participating in physical activities by listening to and cooperating with others (AP, FMS, RE, RS)"
Health and Physical Education,Foundation,Movement and Physical Activity,Learning through movement,VC2HPFM05,Cooperate with others when participating in physical activities,,"Practising turn-taking and sharing equipment when participating in play, small-group activities and minor games (AP, FMS, RE, S)"
