Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Making active choices,VC2HP2M03,Participate in a range of physical activities in outdoor environments and aquatic settings and investigate contextual factors and environments that make physical activity safe and enjoyable,,"Participating in traditional Aboriginal and Torres Strait Islander Peoples’ games and discussing how these games have similar origins to games they have previously experienced (AP, FMS)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Making active choices,VC2HP2M03,Participate in a range of physical activities in outdoor environments and aquatic settings and investigate contextual factors and environments that make physical activity safe and enjoyable,,"Recognising the physical features in a range of different environments, including outdoor environments, that make physical activity in these spaces enjoyable, such as play equipment and spaces for imaginative play (AP, CA, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Making active choices,VC2HP2M03,Participate in a range of physical activities in outdoor environments and aquatic settings and investigate contextual factors and environments that make physical activity safe and enjoyable,,"Participating safely in physical activities in outdoor and aquatic environments within the school or local community and explaining the benefits of being physically active in these environments (AP, CA, FMS, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Making active choices,VC2HP2M03,Participate in a range of physical activities in outdoor environments and aquatic settings and investigate contextual factors and environments that make physical activity safe and enjoyable,,"Participating in a range of minor games and discussing what makes them enjoyable (AP, FMS)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Making active choices,VC2HP2M03,Participate in a range of physical activities in outdoor environments and aquatic settings and investigate contextual factors and environments that make physical activity safe and enjoyable,,"Comparing the characteristics and benefits of physical activities that take place in an outdoor environment to those that take place inside (AP, CA, FMS)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M04,Co-construct and apply rules to promote fair play and inclusion in a range of physical activities,,"Discussing what is fair and unfair when developing rules and co-constructing a set of rules that are fair and inclusive for all (AP, FMS, RS, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M04,Co-construct and apply rules to promote fair play and inclusion in a range of physical activities,,"Discussing changes to rules that will make an activity fairer or more inclusive of all learners (AP, FMS, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M04,Co-construct and apply rules to promote fair play and inclusion in a range of physical activities,,"Explaining how rules contribute to fair play and applying them in group activities (AP, FMS, RS)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M04,Co-construct and apply rules to promote fair play and inclusion in a range of physical activities,,"Creating or adapting a game with others and co-constructing rules that make the game fun, safe, fair and inclusive (AP, FMS, RS, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M05,Apply strategies to work cooperatively when participating in physical activities,,"Working cooperatively with a partner when practising new skills (AP, CA, FMS, RE)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M05,Apply strategies to work cooperatively when participating in physical activities,,"Suggesting and trialling how a game can be changed so that everyone can be involved (AP, RS, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M05,Apply strategies to work cooperatively when participating in physical activities,,"Demonstrating appropriate language (including verbal and non-verbal language, body language and gestures) when encouraging and including others in games and physical activities (AP, CA, FMS, RE, S)"
Health and Physical Education,Levels 1 and 2,Movement and Physical Activity,Learning through movement,VC2HP2M05,Apply strategies to work cooperatively when participating in physical activities,,"Demonstrating turn-taking and sharing equipment when participating in cooperative learning activities and minor games (AP, FMS, RE)"
