Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 3 and 4,VC2TDE4D01,VCDSCD028,"Critique needs or opportunities for designing and explore and test a variety of materials, components, tools and equipment and the techniques needed to create designed solutions",Refined,Refined for clarity
Levels 3 and 4,VC2TDE4D02,VCDSCD029,"Generate, develop, and communicate design ideas and decisions using appropriate technical terms and graphical representation techniques",Refined,Refined for clarity
Levels 3 and 4,VC2TDE4D03,VCDSCD030,"Select and use materials, components, tools and equipment using safe work practices to produce designed solutions",Refined,Refined for clarity
Levels 3 and 4,VC2TDE4D04,VCDSCD031,"Evaluate design ideas, processes and solutions based on criteria for success developed with guidance and including care for the environment and communities",Refined,Refined for clarity
Levels 3 and 4,VC2TDE4D05,VCDSCD032,Plan a sequence of production steps when making designed solutions,Refined,Refined for clarity
Levels 5 and 6,VC2TDE6S01,VCDSTS033,"Investigate how people in design and technologies occupations address competing considerations, including sustainability, in the design of solutions for current and future use",Refined,"Refined for clarity, and removed command term to follow on from the content description stem used for knowledge-based content descriptions (‘Students learn about:’)"
Levels 5 and 6,VC2TDE6C01,VCDSTC034,"Investigate how forces or electrical energy can control movement, sound or light in a designed product or system",Refined,Refined for clarity and to show progression and consistency across the 4 Technologies Contexts
Levels 5 and 6,VC2TDE6C02,VCDSTC035,Investigate how and why food and fibre are produced in managed environments,Refined,Refined for clarity and to show progression and consistency across the 4 Technologies Contexts
Levels 5 and 6,VC2TDE6C03,VCDSTC036,Investigate the role of food preparation in maintaining good health and the importance of food safety and hygiene,Refined,Refined for clarity and to show progression and consistency across the 4 Technologies Contexts
Levels 5 and 6,VC2TDE6C04,VCDSTC037,"Investigate characteristics and properties of a range of materials, systems, components, tools and equipment and evaluate the impact of their use",Refined,Refined for clarity and to show progression and consistency across the 4 Technologies Contexts
Levels 5 and 6,VC2TDE6D01,VCDSCD038,"Critique needs or opportunities for designing, and investigate materials, components, tools, equipment and processes to achieve intended designed solutions",Refined,Refined for clarity and to show progression
Levels 5 and 6,VC2TDE6D02,VCDSCD039,"Generate, develop, communicate and document design ideas and processes for audiences using appropriate technical terms and graphical representation techniques",Refined,Refined for clarity
Levels 5 and 6,VC2TDE6D03,VCDSCD040,"Apply safe procedures when using a variety of materials, components, tools, equipment and techniques to produce designed solutions",Refined,Refined for clarity and to improve progression
Levels 5 and 6,VC2TDE6D04,VCDSCD041,"Negotiate criteria for success that include consideration of environmental and social sustainability to evaluate design ideas, processes and solutions",Refined,Refined for clarity
Levels 5 and 6,VC2TDE6D05,VCDSCD042,Develop project plans that include consideration of resources when making designed solutions,Refined,Refined for clarity
Levels 7 and 8,VC2TDE8S01,VCDSTS043,"Examine and prioritise competing factors including social, ethical, economic and sustainability considerations in the development of technologies and designed solutions to meet community needs for preferred futures",Refined,"Refined for clarity, and removed command term to follow on from the content description stem used for knowledge-based content descriptions (‘Students learn about:’)"
Levels 7 and 8,VC2TDE8S02,VCDSTS044,"Investigate the ways in which designed solutions evolve locally, nationally, regionally and globally through the creativity, innovation and enterprise of individuals and groups",Refined,"Refined for clarity, and removed command term to follow on from the content description stem used for knowledge-based content descriptions (‘Students learn about:’)"
Levels 7 and 8,VC2TDE8C01,VCDSTC045,"Analyse how motion, force and energy are used to manipulate and control electromechanical systems when creating simple, engineered solutions",Refined,Refined for clarity
Levels 7 and 8,VC2TDE8C02,VCDSTC046,Analyse how food and fibre are produced when creating managed environments and how these can become more sustainable,Refined,Refined for clarity
Levels 7 and 8,VC2TDE8C03,VCDSTC047,Analyse how characteristics and properties of food determine preparation techniques and presentation when creating solutions for healthy eating,Refined,Refined for clarity
Levels 7 and 8,VC2TDE8C04,VCDSTC048,"Analyse ways to create designed solutions through selecting and combining characteristics and properties of materials, systems, components, tools and equipment",Refined,Refined for clarity
Levels 7 and 8,VC2TDE8D01,VCDSCD049,"Critique needs or opportunities for designing and investigate, analyse and select from a range of materials, components, tools, equipment and processes to develop design ideas",Refined,Refined for clarity and to improve the progression of learning
Levels 7 and 8,VC2TDE8D02,VCDSCD050,"Generate, develop and test design ideas, plans and processes using appropriate technical terms and technologies including graphical representation techniques",Refined,Refined for clarity
Levels 7 and 8,VC2TDE8D03,VCDSCD051,"Effectively and safely use a broad range of materials, components, tools, equipment and techniques to produce designed solutions",Refined,Refined for clarity and to improve the progression of learning
Levels 7 and 8,VC2TDE8D04,VCDSCD052,"Independently develop criteria for success to evaluate design ideas, processes and solutions and their sustainability",Refined,Refined for clarity
Levels 7 and 8,VC2TDE8D05,VCDSCD053,Use project management processes to coordinate production of designed solutions,Refined,Refined for clarity
Levels 9 and 10,VC2TDE10S01,VCDSTS054,"Critically analyse factors, including social, ethical and sustainability considerations, that impact on designed solutions for global preferred futures and the complex design and production processes involved",Refined,"Refined for clarity, and removed command term to follow on from the content description stem used for knowledge-based content descriptions (‘Students learn about:’)"
Levels 9 and 10,VC2TDE10S02,VCDSTS055,Explain how designed solutions evolve with consideration of preferred futures and the impact of emerging technologies on design decisions,Refined,"Refined for clarity, and removed command term to follow on from the content description stem used for knowledge-based content descriptions (‘Students learn about:’)"
Levels 9 and 10,VC2TDE10C01,VCDSTC056,"Investigate and make judgements on how the characteristics and properties of materials are combined with force, motion and energy to create engineered solutions",Refined,Refined for clarity and to improve the progression of learning
Levels 9 and 10,VC2TDE10C02,VCDSTC057,Investigate and make judgements on the ethical and sustainable production and marketing of food and fibre,Refined,Refined for clarity and to improve the progression of learning
Levels 9 and 10,VC2TDE10C03,VCDSTC058,"Investigate and make judgements on how the principles of food safety, preservation, preparation, presentation and sensory perceptions influence the creation of food solutions for healthy eating",Refined,Refined for clarity and to improve the progression of learning
Levels 9 and 10,VC2TDE10C04,VCDSTC059,"Investigate and make judgements on how the characteristics and properties of materials, systems, components, tools and equipment can be combined to create designed solutions",Refined,Refined for clarity and to improve the progression of learning
Levels 9 and 10,VC2TDE10D01,VCDSCD060,"Critique needs or opportunities to develop design briefs and investigate and select an increasingly sophisticated range of materials, systems, components, tools and equipment to develop design ideas",Refined,Refined for clarity
Levels 9 and 10,VC2TDE10D02,VCDSCD061,"Apply design thinking, creativity, innovation and enterprise skills to develop, modify and communicate design ideas of increasing sophistication",Refined,Refined for clarity and to improve the progression of learning
Levels 9 and 10,VC2TDE10D03,VCDSCD062,"Work flexibly to safely test, select, justify and use appropriate technologies and processes to make designed solutions",Refined,Refined for clarity
Levels 9 and 10,VC2TDE10D04,VCDSCD063,"Evaluate design ideas, processes and solutions against comprehensive criteria for success recognising the need for sustainability",Refined,Refined for clarity
Levels 9 and 10,VC2TDE10D05,VCDSCD064,"Develop project plans to plan and manage projects individually and collaboratively taking into consideration time, cost, risk and production processes",Refined,Refined for clarity
