Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Foundation to Level 2,Technologies Contexts,Materials and technologies specialisations,VC2TDE2C04,Explore the characteristics and properties of materials and components that are used to create designed solutions,,"Exploring different materials or objects (e.g. paper, plastic, wood and fabric) in the classroom or at home and investigating the properties of each material, for example texture, flexibility and transparency, or sorting them into groups based on their properties, for example rough/smooth, hard/soft and transparent/opaque, or on their characteristics, for example colour"
Foundation to Level 2,Technologies Contexts,Materials and technologies specialisations,VC2TDE2C04,Explore the characteristics and properties of materials and components that are used to create designed solutions,,"Investigating how material properties are appropriate for designed solutions, for example materials that enable sliding, floating or flying"
Foundation to Level 2,Technologies Contexts,Materials and technologies specialisations,VC2TDE2C04,Explore the characteristics and properties of materials and components that are used to create designed solutions,,"Developing new meanings for objects and action during play, for example exploring how household packaging such as cardboard boxes can be used to represent other objects such as a car and a house"
Foundation to Level 2,Technologies Contexts,Materials and technologies specialisations,VC2TDE2C04,Explore the characteristics and properties of materials and components that are used to create designed solutions,,"Exploring materials, components and tools through play to discover potential uses when making products or modelling services and environments, for example when designing and making clothes, toys and shelters or modelling a design of a park or walking/exercise track"
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,"Investigating designs and types of materials used by Aboriginal and/or Torres Strait Islander Peoples to make jewellery, for example shells, stones, bones, native seeds and feathers"
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,"Discussing the design and construction of coolamons and their traditional uses by some Aboriginal Peoples to carry water, fruits and nuts, as well as to cradle babies"
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,"Exploring different uses of materials used in a range of products, for example clothing, musical instruments, shelters, handmade tools and jewellery"
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,Exploring different ways to mulch a garden bed or to water vegetable seedlings and identifying the types of tools and steps required to do each task
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,"Exploring different uses of or recipes for a variety of foods or ingredients including those representing students’ cultural backgrounds, for example milks, eggs, bread, apples, pumpkin or other fruits or vegetables, or identifying different ways to cook or prepare foods and the different kitchen equipment required"
Foundation to Level 2,Creating Designed Solutions,Investigating and defining,VC2TDE2D01,"Explore needs or opportunities, materials, components, tools and processes for designing and creating designed solutions",,"Identifying different purposes for common household equipment, for example buckets, tea towels, cushions and string"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Identifying a purpose or reason for designing and making a solution, for example ‘People with disability need to know where they can park at school’, ‘Birds keep flying into the waste bins and taking food scraps’ or ‘Sand keeps blowing out of the sandpit’"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Exploring ideas by drawing or modelling, and choosing the most suitable idea, for example drawing or modelling designs for bee hotels to attract native bees to the school garden and choosing one to make"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Practising a range of technical skills for using tools safely, for example joining techniques when using materials to make a product such as a greenhouse to keep seedlings warm or a trellis to support tomato plants"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Comparing and contrasting features of existing products to develop new ideas, for example designing a puppet with a movable part after experimenting with other toys with several movable parts, or designing a garden salad by exploring and experimenting with different types and shapes of vegetables, and exploring different dressings for a salad"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Communicating design ideas by modelling or producing and labelling 2D drawings using a range of technologies, for example designing a new environment such as a cubbyhouse or animal shelter and showing different views (front view and top view), with descriptions of materials and features"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Exploring how materials can be used or re-used in construction play, for example using blocks and rain gutters or cardboard to make a ramp to roll a ball or toy car down and evaluating success using a smiley-face Likert scale"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Assembling components of systems and checking they function as planned, for example making and testing a bowling, stacking or obstacle game with discarded food containers or packaging"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Communicating an opinion about their design ideas, for example making an audio recording to express their own likes and dislikes about a design idea for felt finger puppets, including how they have made changes to their design ideas"
Foundation to Level 2,Creating Designed Solutions,Generating and designing,VC2TDE2D02,"Explore, generate and communicate design ideas through describing, drawing or modelling, using manual and digital tools",,"Describing the results of exploring design ideas, for example recording the results of people’s taste-testing of a food product such as vegetable juice or evaluating design ideas using personal preferences with a smiley-face Likert scale"
Foundation to Level 2,Creating Designed Solutions,Producing and implementing,VC2TDE2D03,"Use materials, components, tools and techniques to safely make designed solutions",,"Exploring how materials can be used or re-used in construction play to minimise waste, for example re-using wrapping paper and gift cards to design and make decorations or signage for the classroom or a school event, or repurposing plastic containers such as water bottles and yoghurt cups to create an organiser for small items"
Foundation to Level 2,Creating Designed Solutions,Producing and implementing,VC2TDE2D03,"Use materials, components, tools and techniques to safely make designed solutions",,"Practising a range of technical skills for using tools safely, for example joining techniques when making products, watering and mulching gardens, and using a knife safely while following a recipe to prepare food"
Foundation to Level 2,Creating Designed Solutions,Producing and implementing,VC2TDE2D03,"Use materials, components, tools and techniques to safely make designed solutions",,"Assembling components and checking they function as planned, for example containers, contents and the joining materials when making musical shakers"
Foundation to Level 2,Creating Designed Solutions,Producing and implementing,VC2TDE2D03,"Use materials, components, tools and techniques to safely make designed solutions",,"Threading pieces of fruit onto plastic or wooden skewers, with teacher supervision, to make colourful fruit kebabs, or threading old beads, buttons or fabric scraps onto string or elastic to make bracelets or necklaces"
Foundation to Level 2,Creating Designed Solutions,Producing and implementing,VC2TDE2D03,"Use materials, components, tools and techniques to safely make designed solutions",,"Exploring growth of plants by planting vegetable or flower seeds in recycled containers such as yoghurt cups, egg cartons and small pots"
Foundation to Level 2,Creating Designed Solutions,Evaluating,VC2TDE2D04,Describe and select design ideas and solutions based on personal preferences and including sustainability,,"Reflecting on and recording a judgement about design ideas, for example using audio-recording or video-recording software to describe how design ideas meet the needs of those who will use a solution"
Foundation to Level 2,Creating Designed Solutions,Evaluating,VC2TDE2D04,Describe and select design ideas and solutions based on personal preferences and including sustainability,,"Sharing design strengths and weaknesses, for example explaining how the equipment in a playground might be unsuitable for some children to use, and suggesting areas for design improvement"
Foundation to Level 2,Creating Designed Solutions,Evaluating,VC2TDE2D04,Describe and select design ideas and solutions based on personal preferences and including sustainability,,"Considering the positives and negatives, including environmental impacts, of diverse food packaging options, for example glass, soft and hard plastics, aluminium and paper/cardboard, as well as compostable and/or biodegradable materials"
Foundation to Level 2,Creating Designed Solutions,Evaluating,VC2TDE2D04,Describe and select design ideas and solutions based on personal preferences and including sustainability,,"Reflecting on the environmental impacts of the production of a solution, for example types of plants, mulching techniques and timing of water usage when designing a vegetable garden"
Foundation to Level 2,Creating Designed Solutions,Evaluating,VC2TDE2D04,Describe and select design ideas and solutions based on personal preferences and including sustainability,,"Reflecting on the challenges of designing and producing a solution and recording these reflections, for example when growing a food product, designing a structure to take a load or making a nutritious snack"
Foundation to Level 2,Creating Designed Solutions,Planning and managing,VC2TDE2D05,Sequence steps for making designed solutions cooperatively,,"Using lists or storyboarding when planning and making, for example when creating an electronic planting calendar"
Foundation to Level 2,Creating Designed Solutions,Planning and managing,VC2TDE2D05,Sequence steps for making designed solutions cooperatively,,"Recording the procedure for making a product, for example the ordered steps for making a salad or propagating a seedling, or instructions for making a container or bag"
Foundation to Level 2,Creating Designed Solutions,Planning and managing,VC2TDE2D05,Sequence steps for making designed solutions cooperatively,,"Identifying roles for each member of a group when working together, for example when making several items for a school fair or when planting vegetable seedlings in a garden"
