Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
Levels 7 and 8,VC2HG8K12,VCGGK116,Different types of landscapes and their distinctive landform features,Refined,Refined
Levels 7 and 8,VC2HG8K13,VCGGK120,"Spiritual, cultural and aesthetic value of landscapes and landforms for people, including Aboriginal and Torres Strait Islander peoples, that influence the significance of places, and ways of protecting significant landscapes",Refined,Minor refinements for clarity
Levels 7 and 8,VC2HG8K14,VCGGK117,"Geomorphic processes that produce landforms, including a case study of at least one landform",Refined,Combined and refined
Levels 7 and 8,VC2HG8K14,VCGGK118,The differences in at least one landform in Australia compared to other places and the geomorphic processes involved,Refined,Combined and refined
Levels 7 and 8,VC2HG8K15,VCGGK119,"Human causes of landscape degradation, the effects on landscape quality and the implications for places",Refined,Refined for clarity
Levels 7 and 8,VC2HG8K16,VCGGK121,Causes of a geomorphological hazard and its impacts on places and human responses to it to minimise harmful effects on places in the future,Refined,Refined
Levels 7 and 8,VC2HG8K17,,,New,"New content description, to make geographical concept of interconnection explicit"
Levels 7 and 8,VC2HG8K18,VCGGK122,"The causes and consequences of urbanisation, drawing on a study from Indonesia",Refined,Refined to provide context
Levels 7 and 8,VC2HG8K19,VCGGK123,The causes and consequences of urban concentration and urban settlement patterns between Australia and the United States of America and reasons for these similarities and differences,Refined,Refined to focus on knowledge
Levels 7 and 8,VC2HG8K20,VCGGK125,The reasons for and effects of internal migration in Australia and China,Refined,Content descriptions combined and refined
Levels 7 and 8,VC2HG8K20,VCGGK124,The reasons for and effects of international migration to Australia,Refined,Content descriptions combined and refined
Levels 7 and 8,VC2HG8K21,VCGGK126,Future,Refined,Enhanced to make geographical knowledge more specific
Levels 7 and 8,VC2HG8K22,,,New,"New content description, to make geographical concepts explicit and to improve the sequence of learning"
Levels 7 and 8,VC2HG8S01,VCGGC099,Explain processes that influence the characteristics of places,Refined,Specific geographical skill did not exist. Now provides a skill sequence and links to capabilities
Levels 7 and 8,VC2HG8S01,VCGGC100,"Identify, analyse and explain spatial distributions and patterns and identify and explain their implications",Refined,Specific geographical skill did not exist. Now provides a skill sequence and links to capabilities
Levels 7 and 8,VC2HG8S01,VCGGC101,"Identify, analyse and explain interconnections within places and between places and identify and explain changes resulting from these interconnections",Refined,Specific geographical skill did not exist. Now provides a skill sequence and links to capabilities
Levels 7 and 8,VC2HG8S02,VCGGC100,"Identify, analyse and explain spatial distributions and patterns and identify and explain their implications",Refined,Consolidated skills to ensure they are explicit
Levels 7 and 8,VC2HG8S02,VCGGC101,"Identify, analyse and explain interconnections within places and between places and identify and explain changes resulting from these interconnections",Refined,Consolidated skills to ensure they are explicit
Levels 7 and 8,VC2HG8S02,VCGGC104,"Analyse maps and other geographical data and information using digital and spatial technologies as appropriate, to develop identifications, descriptions, explanations and conclusions that use geographical terminology",Refined,Consolidated skills to ensure they are explicit
Levels 7 and 8,VC2HG8S02,VCGGC102,"Collect and record relevant geographical data and information from useful primary and secondary sources, using ethical protocols",Refined,Consolidated skills to ensure they are explicit
Levels 7 and 8,VC2HG8S03,VCGGC103,"Select and represent data and information in different forms, including by constructing appropriate maps at different scales that conform to cartographic conventions, using digital and spatial technologies as appropriate",Refined,Refined and clarified skills
Levels 7 and 8,VC2HG8S04,VCGGC104,"Analyse maps and other geographical data and information using digital and spatial technologies as appropriate, to develop identifications, descriptions, explanations and conclusions that use geographical terminology",Refined,Refined and improved the clarity of the skills learning sequence
Levels 7 and 8,VC2HG8S05,,,New,"New content description, to align to the skills learning sequence"
Levels 7 and 8,VC2HG8S06,,,New,"New content description, to align to the skills learning sequence"
Levels 7 and 8,VC2HG8S07,,,New,"New content description, to align to the skills learning sequence"
Levels 9 and 10,VC2HG10K01,VCGGK133,"Distribution and characteristics of biomes as regions with distinctive climates, soils, vegetation and productivity",Refined,Refined for clarification
Levels 9 and 10,VC2HG10K02,VCGGK134,"Environmental, economic and technological factors that influence crop yields in Australia and across the world",Refined,No substantial change
Levels 9 and 10,VC2HG10K03,VCGGK136,"Human alteration of biomes to produce food, industrial materials and fibres, and the environmental effects of these alterations",Refined,Changed to provide more accurate knowledge and clarification
Levels 9 and 10,VC2HG10K04,VCGGK138,"Challenges in feeding the current and projected populations of Australia and the world, and responses to these challenges",Refined,Content descriptions combined and clarified
Levels 9 and 10,VC2HG10K04,VCGGK135,"The interconnection between food production and land and water degradation; shortage of fresh water; competing land uses; and climate change, for Australia and other areas of the world",Refined,Content descriptions combined and clarified
Levels 9 and 10,VC2HG10K05,VCGGK140,"Ways in which transportation and information and communication technologies are used to connect people to services, information and people in other places",Refined,Refined to focus on the concepts of change and interconnection
Levels 9 and 10,VC2HG10K06,VCGGK142,Effects of the production and consumption of goods on places and environments throughout the world and including a country from North-East Asia,Refined,Refined
Levels 9 and 10,VC2HG10K07,VCGGK141,"Ways that places and people are interconnected with other places through trade in goods and services, at all scales",Refined,Refined for clarity and to focus on impacts
Levels 9 and 10,VC2HG10K08,VCGGK143,"Effects of people’s travel, recreational, cultural or leisure choices on places, and the implications for the future of these places",Refined,Refined
Levels 9 and 10,VC2HG10K09,,,New,"New content description, to provide broader exploration of the concept of interconnection"
Levels 9 and 10,VC2HG10K10,VCGGK145,"Environmental, economic and technological factors that influence environmental change and human responses to its management",Refined,Refined
Levels 9 and 10,VC2HG10K11,VCGGK144,Different types and distribution of environmental changes and the forms it takes in different places,Refined,Content descriptions consolidated
Levels 9 and 10,VC2HG10K11,VCGGK147,"Causes and consequences of an environmental change, comparing examples from Australia and at least one other country",Refined,Content descriptions consolidated
Levels 9 and 10,VC2HG10K11,VCGGK149,"Application of environmental economic and social criteria in evaluating management responses to an environmental change, and the predicted outcomes and further consequences of management responses on the environment and places, comparing examples from Australia and at least one other country",Refined,Content descriptions consolidated
Levels 9 and 10,VC2HG10K12,VCGGK148,Aboriginal and Torres Strait Islander peoples’ approaches to custodial responsibility and environmental management in different regions of Australia,Refined,Retained
Levels 9 and 10,VC2HG10K13,VCGGK146,Environmental worldviews of people and their implications for environmental management,Refined,Minor refinement
Levels 9 and 10,VC2HG10K14,VCGGK149,"Application of environmental economic and social criteria in evaluating management responses to an environmental change, and the predicted outcomes and further consequences of management responses on the environment and places, comparing examples from Australia and at least one other country",Refined,Refined and clarified
Levels 9 and 10,VC2HG10K15,VCGGK152,"Different ways of measuring and mapping human wellbeing and development, and how these can be applied to measure differences between places",Refined,Refined and clarified
Levels 9 and 10,VC2HG10K16,VCGGK150,Interconnecting causes of spatial variations between countries in selected indicators of human wellbeing,Refined,Refined and clarified for appropriate use of concepts
Levels 9 and 10,,VCGGK152,"Different ways of measuring and mapping human wellbeing and development, and how these can be applied to measure differences between places",Removed,Removed. Consolidated with other content descriptions
Levels 9 and 10,VC2HG10K17,VCGGK151,Reasons and consequences for spatial variations in human wellbeing on a regional scale within India or another country of the Asia region; and on a local scale in Australia,Refined,Refined to focus on Aboriginal and Torres Strait Islander Peoples
Levels 9 and 10,VC2HG10K18,VCGGK154,Role of initiatives by international and national government and non-government organisations to improve human wellbeing in Australia and other countries,Refined,Content descriptions consolidated and refined
Levels 9 and 10,VC2HG10K18,VCGGK153,"Issues affecting the development of places and their impact on human wellbeing, drawing on a study from a developing country or region in Africa, South America or the Pacific Islands",Refined,Content descriptions consolidated and refined
Levels 9 and 10,,VCGGK139,"Perceptions people have of place, and how this influences their connections to different places",Removed,Consolidated into other content descriptions
Levels 9 and 10,,VCGGK137,Land and resource management strategies used by Aboriginal or Torres Strait Islander peoples to achieve food security over time,Removed,Consolidated into other content descriptions
Levels 9 and 10,VC2HG10S01,VCGGC127,Predict changes in the characteristics of places over time and identify the possible implications of change for the future,Refined,New content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S01,VCGGC129,"Identify, analyse and explain significant interconnections within places and between places over time and at different scales, and evaluate the resulting changes and further consequences",Refined,New content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S01,VCGGC128,"Identify, analyse and explain significant spatial distributions and patterns and identify and evaluate their implications, over time and at different scales",Refined,New content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S02,VCGGC130,"Collect and record relevant geographical data and information, using ethical protocols, from reliable and useful primary and secondary sources",Refined,Consolidated content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S02,VCGGC132,"Analyse and evaluate data, maps and other geographical information using digital and spatial technologies and Geographical Information Systems as appropriate, to develop identifications, descriptions, explanations and conclusions that use geographical terminology",Refined,Consolidated content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S02,VCGGC131,"Select, organise and represent data and information in different forms, including by constructing special purpose maps that conform to cartographic conventions, using digital and spatial technologies as appropriate",Refined,Consolidated content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S03,VCGGC132,"Analyse and evaluate data, maps and other geographical information using digital and spatial technologies and Geographical Information Systems as appropriate, to develop identifications, descriptions, explanations and conclusions that use geographical terminology",Refined,Consolidated content descriptions to align with the skills learning sequence
Levels 9 and 10,VC2HG10S04,,,New,"New content description, to align with the skills learning sequence"
Levels 9 and 10,VC2HG10S05,,,New,"New content description, to align with the skills learning sequence"
Levels 9 and 10,VC2HG10S06,,,New,"New content description, to align with the skills learning sequence and strengthen link with the capabilities"
Levels 9 and 10,VC2HG10S07,,,New,"New content description, to align with the skills learning sequence"
