Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,Examining how Aboriginal and/or Torres Strait Islander people may use seasonal calendars to source foods according to natural cycles
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,"Comparing Australia to selected countries in Asia in relation to uses of robots, drones, global positioning system technologies, minimum-tillage cropping, water-efficient irrigation and smart farm monitoring, and controlling systems for increasing efficiency of farm operations and crop protection"
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,Comparing the impacts of Australian cash crops and staples on economic and social sustainability with those in selected countries in Asia
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,"Investigating how animal and plant crops are grown and the ethical, including sustainable, techniques used to increase food production, for example comparing the use of herbicides or medicines when producing food and fibre products, and recognising the need to increase food production using cost-efficient and ethical, including sustainable, production techniques"
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,"Investigating different animal nutrition strategies such as grazing and supplementary feeding, and the effects on quality when producing food and fibre products, for example meat tenderness, wool fibre diameter (micron), milk fat content and protein content"
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,"Recognising the importance of food and fibre production to Australia’s food security and economy, including exports to and imports from countries across Asia, for example exports of Victorian wagyu beef cattle farmed on Yorta Yorta Country (central Murray–Goulburn region in north-eastern Victoria and southern New South Wales)"
Levels 7 and 8,Technologies Contexts,Food and fibre production,VC2TDE8C02,Analyse how food and fibre are produced in managed environments and how these can become ethical,,"Analysing sustainable forestry practices that promote responsible timber harvesting, reforestation and biodiversity conservation, and investigating how timber and fibre production can be managed in a way that minimises environmental impact and supports long-term sustainability"
Levels 7 and 8,Technologies Contexts,Food specialisations,VC2TDE8C03,Analyse how properties of foods determine preparation and presentation techniques when designing solutions for healthy eating and other ethical considerations,,"Analysing how Aboriginal and/or Torres Strait Islander people prepare traditional foods for healthy eating, for example using cooking methods that improve edibility such as removing bitterness to make yams more palatable, roasting bunya nuts to improve texture and flavour, and selecting wood for roasting and smoking to complement the flavours of foods"
Levels 7 and 8,Technologies Contexts,Food specialisations,VC2TDE8C03,Analyse how properties of foods determine preparation and presentation techniques when designing solutions for healthy eating and other ethical considerations,,Investigating the current applications of Aboriginal and/or Torres Strait Islander foods such as use of Kakadu plum as a natural preservative and flavour enhancer
Levels 7 and 8,Technologies Contexts,Food specialisations,VC2TDE8C03,Analyse how properties of foods determine preparation and presentation techniques when designing solutions for healthy eating and other ethical considerations,,"Explaining how food preparation techniques impact on food’s sensory properties such as flavour, appearance, texture and aroma, for example how using a variety of seasonings and spices impacts the flavour profile of food, how different cooking methods such as grilling, steaming and baking can alter the texture and flavour of food, how different grains such as quinoa, barley, oats and rice have varying water absorption properties when cooked (which impacts cooking time, texture, taste and appearance), and how selecting timbers for smoking foods influences flavour"
Levels 7 and 8,Technologies Contexts,Food specialisations,VC2TDE8C03,Analyse how properties of foods determine preparation and presentation techniques when designing solutions for healthy eating and other ethical considerations,,"Investigating the relationship between food preparation techniques and the impact on nutrient value, including how a recipe can be modified to enhance health benefits, for example stir-frying, blanching, steaming or fermenting vegetables, retaining skin on vegetables such as pumpkin, eggplant, carrot and potato, or fruits such as kiwifruit and apples, or fish such as salmon, and removing skin from chicken"
Levels 7 and 8,Technologies Contexts,Food specialisations,VC2TDE8C03,Analyse how properties of foods determine preparation and presentation techniques when designing solutions for healthy eating and other ethical considerations,,"Analysing food preparation techniques used in different cultures, including those from countries across Asia, and the impact of these on nutrient retention, aesthetics, taste and palatability, for example stir-frying, steaming, poaching, fermentation and using a wide variety of vegetables and grains"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Investigating the significance of hafting in Aboriginal and/or Torres Strait Islander Peoples’ traditional toolkits, including how the characteristics and properties of materials are combined to create a designed solution; for example, modern hatchets have seen little innovation since the hafted stone hatchet, which combines the benefits of a lever and a wedge to create durable tools that reduce effort"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Comparing the different types of boomerangs for their various uses, and investigating the specific designs tailored for hunting different animals"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Investigating a broad range of technologies – tools, processes, materials, systems and components − when designing for a range of technologies contexts, for example analysing the benefits and disadvantages of building an animal shelter such as a dog kennel with wood, metal and synthetic fabric in terms of function and tools needed to produce it, and expected durability, or investigating carbon fibres (reinforced polymers) and graphite fibres (strong, stiff, lightweight materials) used in specialised high-performance products such as sporting equipment"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Considering the ways in which the characteristics and properties of technologies impact on designed solutions, for example the choice of building materials and housing design in Australia and a country in Asia, and the properties of textile fibres and fabrics that determine use in a range of settings such as architecture, medicine, sport and automotive"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Explaining safe work practices for using specific tools or materials, for example producing a safety information video that details risk management practices, such as use of ventilation and personal protective equipment, for using specific tools, including considering how the properties of some materials suit certain designs and may cause harm if manipulated in an unsafe way in the classroom or within a community"
Levels 7 and 8,Technologies Contexts,Materials and technologies specialisations,VC2TDE8C04,"Analyse how characteristics and properties of tools, materials, systems and components can be selected, manipulated and combined to create designed solutions that are ethical",,"Testing and selecting the most appropriate hand tools, processes and materials to produce a product, for example a stool or smartphone stand that can be assembled by bending and interlocking cardboard pieces, or made from wood using a laser cutter or other digital tools"
Levels 7 and 8,Creating Designed Solutions,Investigating and defining,VC2TDE8D01,"Explain needs or opportunities for designing, and investigate and select tools, materials, processes and components to create designed solutions",,"Considering Aboriginal and/or Torres Strait Islander community needs when identifying opportunities for designing, for example considering the needs of local groups when designing energy supply or community housing solutions in areas classified as remote"
Levels 7 and 8,Creating Designed Solutions,Investigating and defining,VC2TDE8D01,"Explain needs or opportunities for designing, and investigate and select tools, materials, processes and components to create designed solutions",,"Considering community needs when identifying opportunities for designing, for example in vegetable gardens for a community centre, as part of a cost-effective food service for a sporting club, by researching sustainability and community reports from local councils, or by creating a questionnaire for students from local schools to determine their food choices and then developing a range of food items made primarily from grains and vegetables such as snacks, vegetable juices, breakfast or nourish bowls such as a Buddha bowl, which could be sold at school canteens"
Levels 7 and 8,Creating Designed Solutions,Investigating and defining,VC2TDE8D01,"Explain needs or opportunities for designing, and investigate and select tools, materials, processes and components to create designed solutions",,"Investigating emerging technologies and their potential impact throughout a product’s life cycle on design decisions, for example flame-retardant fabrics, self-healing materials, virtual reality devices and aquaponics systems"
Levels 7 and 8,Creating Designed Solutions,Investigating and defining,VC2TDE8D01,"Explain needs or opportunities for designing, and investigate and select tools, materials, processes and components to create designed solutions",,"Examining, testing and selecting a variety of suitable materials, components and tools for each design project, for example identifying the durability differences between natural hardwood and plantation softwood timbers (which determine their suitability for interior or exterior use), comparing a hand-sewn product with one produced using a sewing machine, and comparing handmade jewellery with mass-produced jewellery"
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,"Using a variety of strategies, including digital tools, to brainstorm, sketch, create 3D models and conduct experiments to generate creative design ideas that are presented to others"
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,"Using critical thinking strategies to evaluate the advantages and disadvantages of ideas, and speculative thinking to identify factors that may support or hinder project development, for example conducting digital polling to gather input from diverse community groups, fostering intercultural understanding and informing the creation of the designed solution"
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,Developing models or prototypes using a range of materials and tools to test the functionality of design ideas
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,"Producing annotated concept sketches and drawings using technical terms, scale and symbols; producing drawings such as pictorial and aerial views to represent environments; producing working drawings, perspective drawings and orthogonal drawings; and producing patterns and templates to explain product design ideas"
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,"Documenting and communicating the generation, development and selection of design ideas for an intended audience, for example developing a digital record of evidence, with images and text, that clearly communicates each step of a design process"
Levels 7 and 8,Creating Designed Solutions,Generating and designing,VC2TDE8D02,"Generate, test, iterate and communicate design ideas, processes and solutions using technical terms and graphical representation techniques and appropriate attributions, using manual and digital tools",,"Using manual and/or digital tools to generate design ideas by sketching them on paper or using digital drawing software, and then adding annotations or labels to explain specific features or functionalities of the design and including appropriate attributions of the sources of inspiration or references used"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Developing innovative ways of manipulating technologies by comparing and choosing the most appropriate options to design a solution using traditional or contemporary tools, processes, materials and components; and considering alternatives, including emerging technologies, that could reduce waste or time"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Practising techniques to improve expertise, for example adapting recipes to incorporate more whole grains or vegetables, handling animals, cutting and joining materials such as metal, textiles and timber, and experimenting with different components such as resistors, capacitors and LEDs to understand how circuits function and how to troubleshoot potential issues"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Using materials like clay, cardboard, paper and polystyrene to manually create physical prototypes to test functionality, ergonomics or aesthetics, or using digital tools such as 3D modelling software to create virtual prototypes that can be visualised and tested in a simulated environment"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Developing technical production skills or processes and adopting safe, independent, inclusive working practices to produce quality solutions designed with ethical considerations including sustainability, for example designing an eco-friendly and re-usable alternative to a single-use plastic bag, such as a versatile tote bag made out of recycled fabric or upcycled materials, that considers the accessibility needs of different individuals"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Identifying and managing risks in the development of various projects, for example working safely, responsibly, cooperatively and ethically on design projects, and assessing and responding to uncertainty and risk in relation to both short-term and long-term health and environmental impacts (e.g. ensuring appropriate personal protective equipment is worn or that ventilation is appropriate where solvents, glues or 3D printers are used)"
Levels 7 and 8,Creating Designed Solutions,Producing and implementing,VC2TDE8D03,"Select, justify and use suitable tools, materials, processes and components to safely make designed solutions",,"Considering how to improve technical expertise required to use tools to design a solution, for example using an online tutorial to learn to use software for design or production"
Levels 7 and 8,Creating Designed Solutions,Evaluating,VC2TDE8D04,"Collaboratively develop design criteria that include ethical considerations to evaluate design ideas, processes and solutions",,"Developing design criteria collaboratively to evaluate designed solutions in terms of accessibility, aesthetics, functionality and sustainability, for example recording design goals from people interviewed as prospective end users of a finished product, service or environment, including life cycle assessment criteria to consider a smartphone’s potential recycling or disposal methods at the end of its life, and brainstorming to generate suggestions for design criteria"
Levels 7 and 8,Creating Designed Solutions,Evaluating,VC2TDE8D04,"Collaboratively develop design criteria that include ethical considerations to evaluate design ideas, processes and solutions",,"Discussing and developing, as a class, design criteria that include Safety by Design principles, for example exploring how the design of new cars integrates safety through prevention (e.g. in enhanced lighting and advanced driver assistance systems, including adaptive cruise control), protection (e.g. incorporation of safety features such as airbags, seat belts and crumple zones) and proactive changes such as autonomous driving technology"
Levels 7 and 8,Creating Designed Solutions,Evaluating,VC2TDE8D04,"Collaboratively develop design criteria that include ethical considerations to evaluate design ideas, processes and solutions",,"Collaboratively developing criteria to evaluate sustainability considerations such as seasonality of produce, food miles, types of packaging for a meal, and water use and pest control for a vegetable garden"
Levels 7 and 8,Creating Designed Solutions,Evaluating,VC2TDE8D04,"Collaboratively develop design criteria that include ethical considerations to evaluate design ideas, processes and solutions",,"Re-evaluating, iterating and modifying design processes, including integrating passive design principles, to improve efficiency and increase production, for example when mass-producing a product for an enterprise or improving sustainability"
Levels 7 and 8,Creating Designed Solutions,Evaluating,VC2TDE8D04,"Collaboratively develop design criteria that include ethical considerations to evaluate design ideas, processes and solutions",,"Evaluating designed solutions and processes, and transferring new knowledge and skills to future design projects, for example considering project planning skills learnt in producing an engineered product and using these in future projects"
Levels 7 and 8,Creating Designed Solutions,Planning and managing,VC2TDE8D05,"Develop project plans to individually, collaboratively and in teams manage time, cost and production of designed solutions",,"Interpreting drawings to plan resources and production steps needed to produce products, services or environments for specific purposes, for example identifying resource requirements from specifications on a labelled drawing and collaboratively developing a detailed procedure such as construction of a herb garden, or cultivation of herbs and medicinal plants such as basil, mint, chamomile, lavender and aloe vera in pots"
Levels 7 and 8,Creating Designed Solutions,Planning and managing,VC2TDE8D05,"Develop project plans to individually, collaboratively and in teams manage time, cost and production of designed solutions",,"Identifying risks and how to minimise them, organising time, evaluating decisions and managing resources to ensure successful project completion, for example using digital tools to keep track of tasks, resources, expenses and deadlines"
Levels 7 and 8,Creating Designed Solutions,Planning and managing,VC2TDE8D05,"Develop project plans to individually, collaboratively and in teams manage time, cost and production of designed solutions",,"Investigating the time needed for each step of production, for example using prior knowledge, research and testing to estimate time allocations on a planning template for the different stages of the design process needed to produce a clock, acoustic speaker, desk lamp, chicken coop, vegetable garden bed or compost"
