Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M05,"Participate in and evaluate physical activities designed to enhance health, fitness and wellbeing",,"Designing and modelling different warm-up and cool-down routines for the class and discussing their importance for reducing the chance of injuries or soreness after activity (GS, HBPA, LLPA, S)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M05,"Participate in and evaluate physical activities designed to enhance health, fitness and wellbeing",,"Investigating the cognitive and mental health benefits of physical activity and proposing strategies to support themselves or others to maintain engagement in physical activity to overcome barriers (HBPA, LLPA, MH)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M05,"Participate in and evaluate physical activities designed to enhance health, fitness and wellbeing",,"Evaluating the signs of overtraining and engagement in physical activity at levels that might have a negative impact on mental health and wellbeing (HBPA, MH, S)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M06,"Participate in physical activities that promote health, safety and social outcomes in outdoor environments and aquatic settings to design and evaluate participation strategies for themselves and others",,"Creating and evaluating proposals to promote the use of outdoor environments within the local community for physical activity (CA, HBPA, LLPA)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M06,"Participate in physical activities that promote health, safety and social outcomes in outdoor environments and aquatic settings to design and evaluate participation strategies for themselves and others",,"Designing and evaluating a strategy to involve family, friends and members of the community in celebrations based around culturally significant physical activities to promote a sense of connection with and belonging to the community (CA, HBPA, LLPA, MH)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M06,"Participate in physical activities that promote health, safety and social outcomes in outdoor environments and aquatic settings to design and evaluate participation strategies for themselves and others",,Investigating community-based campaigns to promote physical activity participation and evaluating key elements of success that could be replicated in a school-based campaign (HBPA)
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M06,"Participate in physical activities that promote health, safety and social outcomes in outdoor environments and aquatic settings to design and evaluate participation strategies for themselves and others",,"Investigating local outdoor environments and community spaces where individuals and groups can connect and participate in physical and social activities (CA, HBPA, LLPA, MH)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M06,"Participate in physical activities that promote health, safety and social outcomes in outdoor environments and aquatic settings to design and evaluate participation strategies for themselves and others",,"Evaluating the role of access to outdoor and aquatic environments in achieving health and social outcomes (CA, HBPA, LLPA, MH, S)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M07,"Design, implement and evaluate personalised plans for improving or maintaining their own or others’ physical activity levels to achieve health-related fitness, health and wellbeing outcomes",,"Using digital tools to design, implement, monitor and evaluate a personal fitness plan that includes a timeframe, goals and a variety of specific activities that meet the needs of different people (HBPA, LLPA)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M07,"Design, implement and evaluate personalised plans for improving or maintaining their own or others’ physical activity levels to achieve health-related fitness, health and wellbeing outcomes",,"Justifying the selection of physical activities included in a personalised plan linked to physical activity goals and wellbeing outcomes they wish to improve or maintain (HBPA, LLPA)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Making active choices,VC2HP10M07,"Design, implement and evaluate personalised plans for improving or maintaining their own or others’ physical activity levels to achieve health-related fitness, health and wellbeing outcomes",,"Proposing and evaluating community-based physical activities that could be included in physical activity plans and evaluating the accessibility of these activities to promote their own and others’ health and wellbeing (HBPA, LLPA)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M08,Transfer and adapt skills and strategies from previous experiences to create successful outcomes in unfamiliar movement situations,,"Drawing parallels between successful movement strategies in one sporting situation and how similar strategies could be used effectively in a different sport (CA, GS, RE)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M08,Transfer and adapt skills and strategies from previous experiences to create successful outcomes in unfamiliar movement situations,,"Applying solutions to movement challenges based on past experiences when participating in outdoor or nature-based activities, such as rock climbing, bushwalking, abseiling, canoeing or kayaking (CA, LLPA)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M08,Transfer and adapt skills and strategies from previous experiences to create successful outcomes in unfamiliar movement situations,,"Reflecting on the effectiveness of movement solutions, suggesting improvements that can be made and proposing how the solution can be transferred to other movement situations (CA, GS, RE)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M09,Demonstrate fair play and reflect on how ethical behaviour can influence physical activity outcomes for individuals and groups,,"Evaluating how equitable participation in group activities can influence outcomes in physical activity (CA, GS, LLPA, RS)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M09,Demonstrate fair play and reflect on how ethical behaviour can influence physical activity outcomes for individuals and groups,,"Analysing how Aboriginal and Torres Strait Islander athletes have been treated in different sports and evaluating the impact that treatment may have on the participation of young Aboriginal and Torres Strait Islander people in sport and physical activity (GS, MH, RS)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M09,Demonstrate fair play and reflect on how ethical behaviour can influence physical activity outcomes for individuals and groups,,"Participating in competitions where players rather than an independent official are responsible for applying the rules (GS, RS)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M09,Demonstrate fair play and reflect on how ethical behaviour can influence physical activity outcomes for individuals and groups,,"Interpreting the role organisations play in fairness and ethical behaviour in sport, including organisations such as the Australian Sports Anti-Doping Authority, sporting tribunals, the Australian Human Rights Commission and the Court of Arbitration for Sport (GS, S)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M09,Demonstrate fair play and reflect on how ethical behaviour can influence physical activity outcomes for individuals and groups,,"Evaluating ethical behaviours and leadership strategies in a range of game-based settings (GS, RS, S)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M10,"Devise, implement and refine strategies for decision-making when working in groups or teams that demonstrate leadership and collaboration skills",,"Evaluating the contribution they make as an individual to teamwork, leadership and enjoyable participation for all (CA, GS, LLPA, RE, RS)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M10,"Devise, implement and refine strategies for decision-making when working in groups or teams that demonstrate leadership and collaboration skills",,"Analysing the use of self-talk and encouragement to motivate themselves and team members to persevere in their participation when things get challenging (CA, GS, LLPA, MH, RE)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M10,"Devise, implement and refine strategies for decision-making when working in groups or teams that demonstrate leadership and collaboration skills",,"Creating and implementing self-assessment and peer-assessment tools to evaluate performance in a variety of roles (CA, GS, LLPA, RE)"
Health and Physical Education,Levels 9 and 10,Movement and Physical Activity,Learning through movement,VC2HP10M10,"Devise, implement and refine strategies for decision-making when working in groups or teams that demonstrate leadership and collaboration skills",,"Identifying and evaluating leadership styles and group or team dynamics through collaboratively solving initiative games (CA, RS)"
